Fixed,,,,,,,,,,,,
,,,,,,,,,,,,
Table 1: Summary of network access & call revenues (£millions),,,,,,,,,,,,
,,,,,,,,,,,,
,All Operators,BT2,Virgin Media,Other,,BT share2,,,,,,
2012 Q2,"1,752",703,96,434,519,40.10%,,,,,,
2012 Q3,"1,685",700,97,421,467,41.50%,,,,,,
2012 Q4,"1,788",682,93,553,460,38.10%,,,,,,
2013 Q1,"1,864",788,89,495,491,42.30%,,,,,,
2013 Q2,"1,817",753,77,512,475,41.40%,,,,,,
2013 Q3,"1,644",719,53,417,455,43.70%,,,,,,
2013 Q4,"1,615",620,76,490,430,38.40%,,,,,,
2014 Q1,"1,538",596,70,458,413,38.80%,,,,,,
2014 Q2,"1,511",581,79,466,384,38.50%,,,,,,
2014 Q3,"1,460",574,81,452,353,39.30%,,,,,,
2014 Q4,"1,406",545,63,469,330,38.80%,,,,,,
2015 Q1,"1,442",550,56,454,382,38.10%,,,,,,
2015 Q2,"1,327",530,49,447,301,39.90%,,,,,,
2015 Q3,"1,364",549,50,449,316,40.20%,,,,,,
2015 Q4,"1,320",502,44,463,311,38.00%,,,,,,
2016 Q1,"1,283",504,45,409,325,39.30%,,,,,,
2016 Q2,"1,238",467,39,412,320,37.70%,,,,,,
2016 Q3,"1,221",456,38,376,351,37.40%,,,,,,
2016 Q4,"1,146",440,35,367,304,38.40%,,,,,,
2017 Q1,"1,134",436,35,334,329,38.50%,,,,,,
2017 Q2,986,382,28,294,282,38.70%,,,,,,
2017 Q3,968,382,35,267,284,39.50%,,,,,,
2017 Q4,910,372,33,266,239,40.90%,,,,,,
2018 Q1,886,375,33,244,234,42.30%,,,,,,
,,,,,,,,,,,,
"1 Includes freephone, special services, premium rate, directory enquiries and all other call types; 2 Includes",,,,,,,,,,,,
EE from 2017 Q4.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 16: Summary of residential and small business broadband connections,,,,,,,,,,,,
at end of quarter (000's)1,,,,,,,,,,,,
,,,,,,,,,,,,
,Total,ADSL,Cable,Other (inc. FTTx),,BT retail share1,,,,,,
,,,,,,,,,,,,
2007,"15,725","12,270","3,420",35,,27.00%,,,,,,
2008,"17,394","13,667","3,691",36,,26.80%,,,,,,
2009,"18,354","14,463","3,845",47,,27.30%,,,,,,
2010,"19,613","15,454","4,028",131,,28.20%,,,,,,
2011,"20,728","16,192","4,120",416,,29.60%,,,,,,
2012,"21,752","16,287","4,290","1,174",,30.20%,,,,,,
2013,"22,757","15,990","4,394","2,372",,31.30%,,,,,,
2014,"23,710","15,392","4,541","3,777",,32.00%,,,,,,
2015,"24,663","14,393","4,701","5,570",,32.40%,,,,,,
2016,"25,446","13,221","4,924","7,301",,32.50%,,,,,,
2017,"26,013","11,471","5,110","9,432",,35.90%,,,,,,
,,,,,,,,,,,,
2007 Q1,"14,264","10,812","3,417",35,,25.70%,,,,,,
2007 Q2,"14,551","11,273","3,242",35,,26.30%,,,,,,
2007 Q3,"15,101","11,754","3,313",34,,27.00%,,,,,,
2007 Q4,"15,725","12,270","3,420",35,,27.00%,,,,,,
2008 Q1,"16,317","12,771","3,510",36,,27.00%,,,,,,
2008 Q2,"16,714","13,106","3,572",36,,27.00%,,,,,,
2008 Q3,"17,041","13,371","3,634",36,,26.80%,,,,,,
2008 Q4,"17,394","13,667","3,691",36,,26.80%,,,,,,
2009 Q1,"17,662","13,905","3,738",20,,26.90%,,,,,,
2009 Q2,"17,839","14,067","3,742",30,,27.10%,,,,,,
2009 Q3,"18,045","14,227","3,781",37,,27.20%,,,,,,
2009 Q4,"18,354","14,463","3,845",47,,27.30%,,,,,,
2010 Q1,"18,707","14,734","3,917",56,,27.40%,,,,,,
2010 Q2,"18,975","14,970","3,943",62,,27.50%,,,,,,
2010 Q3,"19,215","15,165","3,986",65,,27.80%,,,,,,
2010 Q4,"19,613","15,454","4,028",131,,28.20%,,,,,,
2011 Q1,"19,909","15,650","4,078",181,,28.60%,,,,,,
2011 Q2,"20,148","15,873","4,065",210,,28.90%,,,,,,
2011 Q3,"20,436","16,045","4,090",301,,29.40%,,,,,,
2011 Q4,"20,728","16,192","4,120",416,,29.60%,,,,,,
2012 Q1,"21,081","16,366","4,165",550,,29.80%,,,,,,
2012 Q2,"21,230","16,329","4,168",733,,30.00%,,,,,,
2012 Q3,"21,439","16,291","4,225",924,,30.10%,,,,,,
2012 Q4,"21,752","16,287","4,290","1,174",,30.20%,,,,,,
2013 Q1,"22,073","16,299","4,328","1,447",,30.40%,,,,,,
2013 Q2,"22,266","16,223","4,325","1,718",,30.50%,,,,,,
2013 Q3,"22,465","16,077","4,355","2,033",,30.90%,,,,,,
2013 Q4,"22,757","15,990","4,394","2,372",,31.30%,,,,,,
2014 Q1,"23,014","15,859","4,435","2,720",,31.60%,,,,,,
2014 Q2,"23,176","15,671","4,435","3,070",,32.10%,,,,,,
2014 Q3,"23,391","15,507","4,484","3,400",,32.00%,,,,,,
2014 Q4,"23,710","15,392","4,541","3,777",,32.00%,,,,,,
2015 Q1,"23,992","15,182","4,568","4,242",,32.10%,,,,,,
2015 Q2,"24,162","14,943","4,578","4,640",,32.30%,,,,,,
2015 Q3,"24,394","14,697","4,632","5,065",,32.30%,,,,,,
2015 Q4,"24,663","14,393","4,701","5,570",,32.40%,,,,,,
2016 Q1,"24,884","14,117","4,771","5,997",,32.50%,,,,,,
2016 Q2,"25,013","13,861","4,814","6,337",,32.60%,,,,,,
2016 Q3,"25,199","13,534","4,876","6,788",,32.50%,,,,,,
2016 Q4,"25,446","13,221","4,924","7,301",,32.50%,,,,,,
2017 Q1,"25,617","12,778","5,003","7,836",,32.20%,,,,,,
2017 Q2,"25,689","12,367","5,032","8,289",,32.10%,,,,,,
2017 Q3,"25,811","11,921","5,079","8,812",,32.00%,,,,,,
2017 Q4,"26,013","11,471","5,110","9,432",,35.90%,,,,,,
2018 Q1,"26,164","11,010","5,149","10,004",,35.70%,,,,,,
,,,,,,,,,,,,
1 Includes EE from 2017 Q4.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Mobile,,,,,,,,,,,,
,,,,,,,,,,,,
Table 1,,,,,,,,,,,,
Estimated retail revenues generated by mobile telephony (£millions),,,,,,,,,,,,
,,,,,,,,,,,,
,Total,Access and bundled svcs,UK fixed calls,On-net mobile calls,Off-net mobile calls,Int'l calls,Other calls,SMS and MMS,Data services,,,
2007,"14,177","5,771",962,722,"1,737",460,"1,644","2,634",249,,,
2008,"14,691","6,283",850,700,"1,580",542,"1,416","2,736",585,,,
2009,"14,950","6,092",782,647,"1,461",534,"1,269","2,595","1,571",,,
2010,"15,083","6,405",713,607,"1,241",509,"1,221","2,578","1,809",,,
2011,"15,379","6,827",632,524,"1,080",533,"1,168","2,471","2,145",,,
2012,"15,842","7,299",638,419,922,595,"1,091","2,375","2,503",,,
2013,"15,498","7,826",574,316,694,637,992,"1,807","2,651",,,
2014,"15,231","8,330",484,373,515,598,902,"1,296","2,732",,,
2015,"15,221","10,337",395,315,434,523,685,773,"1,758",,,
2016,"15,366","10,883",313,280,364,453,586,713,"1,772",,,
2017,"15,566","11,547",252,243,295,415,438,642,"1,733",,,
,,,,,,,,,,,,
2007 Q1,"3,416","1,376",222,179,441,100,392,648,57,,,
2007 Q2,"3,487","1,388",248,173,442,108,417,650,61,,,
2007 Q3,"3,652","1,444",250,185,438,121,487,666,61,,,
2007 Q4,"3,622","1,562",242,185,416,131,348,669,69,,,
2008 Q1,"3,602","1,558",212,179,389,126,317,708,114,,,
2008 Q2,"3,655","1,579",208,171,390,134,369,686,118,,,
2008 Q3,"3,730","1,570",218,176,398,142,419,669,137,,,
2008 Q4,"3,704","1,575",212,175,402,139,312,673,216,,,
2009 Q1,"3,719","1,518",195,165,369,134,310,640,389,,,
2009 Q2,"3,690","1,512",200,169,375,135,305,632,363,,,
2009 Q3,"3,800","1,518",202,162,365,135,346,667,404,,,
2009 Q4,"3,741","1,544",185,151,353,130,308,655,415,,,
2010 Q1,"3,706","1,562",180,139,333,122,285,644,443,,,
2010 Q2,"3,787","1,612",173,152,311,124,319,635,460,,,
2010 Q3,"3,800","1,602",179,155,298,131,330,644,462,,,
2010 Q4,"3,791","1,630",181,161,300,133,287,655,444,,,
2011 Q1,"3,755","1,669",159,136,262,129,275,628,497,,,
2011 Q2,"3,803","1,678",157,130,272,134,308,594,530,,,
2011 Q3,"3,930","1,721",157,130,274,137,324,626,562,,,
2011 Q4,"3,890","1,758",159,127,272,133,262,624,555,,,
2012 Q1,"3,860","1,765",157,109,249,136,262,598,585,,,
2012 Q2,"3,950","1,802",166,109,239,142,282,591,620,,,
2012 Q3,"4,027","1,846",161,107,227,157,289,591,649,,,
2012 Q4,"4,005","1,886",155,94,208,160,258,595,649,,,
2013 Q1,"3,973","1,873",144,82,184,155,235,589,711,,,
2013 Q2,"3,819","1,940",142,84,177,159,250,420,647,,,
2013 Q3,"3,847","1,948",141,77,172,164,271,409,667,,,
2013 Q4,"3,859","2,066",147,73,161,160,236,390,627,,,
2014 Q1,"3,748","2,034",124,95,130,147,226,332,659,,,
2014 Q2,"3,791","2,047",123,93,131,149,235,327,687,,,
2014 Q3,"3,834","2,077",122,93,129,152,229,323,710,,,
2014 Q4,"3,858","2,173",115,92,126,150,213,314,675,,,
2015 Q1,"3,746","2,542",104,82,109,138,160,193,419,,,
2015 Q2,"3,790","2,575",100,79,110,133,155,197,440,,,
2015 Q3,"3,841","2,584",98,78,108,125,199,193,457,,,
2015 Q4,"3,844","2,636",92,77,107,128,172,191,443,,,
2016 Q1,"3,787","2,667",82,69,93,117,154,177,429,,,
2016 Q2,"3,805","2,703",79,70,92,112,144,176,430,,,
2016 Q3,"3,890","2,737",78,71,92,110,156,183,463,,,
2016 Q4,"3,884","2,776",75,71,87,114,132,178,451,,,
2017 Q1,"3,819","2,814",67,62,74,103,119,162,416,,,
2017 Q2,"3,856","2,842",65,61,75,104,115,161,433,,,
2017 Q3,"3,959","2,939",63,60,76,107,105,160,448,,,
2017 Q4,"3,932","2,952",56,59,70,101,99,159,435,,,
2018 Q1,"3,837","2,919",52,54,62,89,90,150,420,,,
,,,,,,,,,,,,
Note: Includes estimates where Ofcom does not receive data from providers; excludes revenues from interconnection.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 2,,,,,,,,,,,,
Call and message volumes by call type (billions of minutes/messages),,,,,,,,,,,,
,,,,,,,,,,,,
,All calls,UK fixed calls,On-net mobile calls,Off-net mobile calls,Int'l calls,Calls when roaming,Other calls,,SMS & MMS messages,,,
,,,,,,,,,,,,
2007,106.29,30.51,33.23,31.96,3.53,1.99,5.07,,63.34,,,
2008,118.89,31.32,39.77,35.53,4.82,2.01,5.45,,83.17,,,
2009,126.89,31.80,43.45,37.71,5.76,1.89,6.28,,104.39,,,
2010,131.44,32.34,46.33,38.25,6.37,1.86,6.28,,127.86,,,
2011,131.47,31.79,43.44,41.59,7.07,1.82,5.76,,149.11,,,
2012,132.09,31.42,41.55,43.49,7.90,1.68,6.05,,150.83,,,
2013,133.74,32.36,39.59,47.04,7.92,1.74,5.09,,129.44,,,
2014,137.32,32.06,39.28,51.58,6.98,1.72,5.70,,109.54,,,
2015,143.00,33.22,39.59,56.18,6.49,1.91,5.61,,101.01,,,
2016,151.17,33.78,42.98,60.65,5.94,2.28,5.54,,90.95,,,
2017,151.45,33.18,44.69,60.73,4.76,2.54,5.55,,78.76,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
2007 Q1,25.02,7.52,7.55,7.54,0.68,0.44,1.30,,14.59,,,
2007 Q2,26.29,7.55,8.21,7.89,0.85,0.52,1.27,,15.14,,,
2007 Q3,26.84,7.70,8.43,7.99,0.96,0.58,1.17,,15.82,,,
2007 Q4,28.14,7.74,9.04,8.54,1.04,0.44,1.33,,17.79,,,
2008 Q1,28.70,7.74,9.54,8.53,1.10,0.45,1.34,,19.07,,,
2008 Q2,29.68,7.82,9.89,8.92,1.19,0.53,1.32,,20.08,,,
2008 Q3,29.88,7.82,9.94,8.92,1.24,0.61,1.35,,20.97,,,
2008 Q4,30.63,7.93,10.40,9.16,1.29,0.42,1.43,,23.05,,,
2009 Q1,31.09,7.87,10.73,9.13,1.35,0.39,1.61,,24.33,,,
2009 Q2,31.34,7.78,10.71,9.33,1.43,0.47,1.62,,25.26,,,
2009 Q3,31.71,7.96,10.69,9.45,1.47,0.62,1.52,,25.61,,,
2009 Q4,32.75,8.20,11.32,9.80,1.51,0.41,1.53,,29.19,,,
2010 Q1,32.90,8.11,11.49,9.88,1.52,0.41,1.50,,30.12,,,
2010 Q2,32.73,7.88,11.54,9.38,1.57,0.51,1.84,,30.74,,,
2010 Q3,32.40,8.02,11.44,9.33,1.61,0.55,1.45,,31.36,,,
2010 Q4,33.40,8.32,11.86,9.67,1.67,0.39,1.49,,35.64,,,
2011 Q1,32.90,8.08,11.35,9.96,1.70,0.38,1.43,,36.22,,,
2011 Q2,32.62,7.89,10.68,10.42,1.75,0.48,1.40,,36.30,,,
2011 Q3,32.83,7.93,10.58,10.53,1.80,0.57,1.42,,37.19,,,
2011 Q4,33.12,7.89,10.83,10.68,1.83,0.39,1.51,,39.39,,,
2012 Q1,33.30,7.98,10.83,10.83,1.91,0.36,1.38,,38.83,,,
2012 Q2,33.04,7.79,10.45,10.90,1.99,0.43,1.49,,38.29,,,
2012 Q3,32.95,7.89,10.24,10.80,1.98,0.52,1.52,,36.48,,,
2012 Q4,32.80,7.76,10.04,10.97,2.02,0.37,1.65,,37.23,,,
2013 Q1,33.25,8.11,10.14,11.32,2.10,0.39,1.20,,34.59,,,
2013 Q2,32.89,7.87,9.78,11.62,2.02,0.44,1.15,,32.20,,,
2013 Q3,33.39,7.98,9.78,11.73,1.96,0.53,1.40,,31.82,,,
2013 Q4,34.20,8.39,9.88,12.37,1.84,0.38,1.34,,30.84,,,
2014 Q1,33.41,7.90,10.31,12.11,1.53,0.32,1.24,,28.29,,,
2014 Q2,34.31,7.87,9.69,12.95,1.88,0.42,1.50,,27.88,,,
2014 Q3,34.15,7.96,9.42,12.89,1.81,0.57,1.51,,26.99,,,
2014 Q4,35.44,8.33,9.87,13.62,1.75,0.41,1.46,,26.38,,,
2015 Q1,35.21,8.28,9.77,13.72,1.65,0.37,1.42,,25.96,,,
2015 Q2,35.97,8.41,9.88,14.01,1.75,0.47,1.45,,25.32,,,
2015 Q3,35.00,8.02,9.57,13.96,1.49,0.57,1.38,,24.73,,,
2015 Q4,36.81,8.51,10.37,14.48,1.60,0.50,1.35,,25.00,,,
2016 Q1,36.84,8.31,10.28,14.90,1.53,0.47,1.36,,23.52,,,
2016 Q2,37.90,8.21,10.60,15.67,1.56,0.51,1.36,,22.61,,,
2016 Q3,37.67,8.66,10.78,14.61,1.50,0.73,1.39,,22.62,,,
2016 Q4,38.76,8.61,11.33,15.47,1.36,0.57,1.43,,22.20,,,
2017 Q1,38.37,8.63,11.41,15.08,1.26,0.52,1.48,,20.58,,,
2017 Q2,36.07,8.02,10.77,14.09,1.19,0.63,1.37,,19.21,,,
2017 Q3,37.58,8.25,10.72,15.27,1.17,0.83,1.33,,19.09,,,
2017 Q4,39.43,8.29,11.77,16.30,1.14,0.56,1.37,,19.88,,,
2018 Q1,40.45,8.57,12.00,16.90,1.07,0.56,1.35,,18.86,,,
,,,,,,,,,,,,
Note: Includes estimates where Ofcom does not receive data from providers.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 3,,,,,,,,,,,,
Subscriber numbers by type (millions),,,,,,,,,,,,
,,,,,,,,,,,,
,Conns during period,,Total subs at end of period,Post-pay subs at end of period,Pre-pay subs at end of period,Net change during period,Proportion post-pay,,Mobile b'band subs at end of period,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
2007,32.99,,74.32,26.85,47.47,4.18,0.36,,,,,
2008,34.30,,77.49,30.01,47.48,3.17,0.39,,2.55,,,
2009,35.46,,80.58,32.98,47.61,3.09,0.41,,4.10,,,
2010,36.08,,81.48,36.68,44.80,0.90,0.45,,4.86,,,
2011,34.27,,82.16,39.78,42.38,0.69,0.48,,5.22,,,
2012,34.15,,83.05,43.46,39.60,0.89,0.52,,5.07,,,
2013,32.89,,82.67,46.79,35.88,-0.38,0.57,,4.91,,,
2014,32.13,,83.66,49.34,34.32,0.99,0.59,,5.20,,,
2015,30.51,,85.26,51.82,33.45,1.60,0.61,,5.52,,,
2016,29.28,,83.91,54.44,29.47,-1.35,0.65,,4.98,,,
2017,28.62,,84.12,56.56,27.56,0.21,0.67,,5.02,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
2007 Q1,7.49,,70.73,24.97,45.76,0.59,0.35,,,,,
2007 Q2,7.75,,71.31,25.54,45.77,0.58,0.36,,,,,
2007 Q3,8.56,,72.56,26.12,46.44,1.25,0.36,,,,,
2007 Q4,9.18,,74.32,26.85,47.47,1.76,0.36,,,,,
2008 Q1,8.37,,74.68,27.77,46.91,0.36,0.37,,,,,
2008 Q2,8.11,,75.34,28.31,47.02,0.66,0.38,,,,,
2008 Q3,8.56,,76.73,29.39,47.34,1.39,0.38,,,,,
2008 Q4,9.25,,77.49,30.01,47.48,0.76,0.39,,2.55,,,
2009 Q1,8.26,,77.07,30.40,46.67,-0.42,0.39,,3.14,,,
2009 Q2,8.15,,77.65,31.39,46.26,0.58,0.40,,3.66,,,
2009 Q3,8.85,,78.87,32.22,46.65,1.22,0.41,,3.92,,,
2009 Q4,10.19,,80.58,32.98,47.61,1.71,0.41,,4.10,,,
2010 Q1,8.42,,81.93,34.34,47.59,1.35,0.42,,4.31,,,
2010 Q2,8.58,,79.54,34.78,44.77,-2.39,0.44,,4.26,,,
2010 Q3,9.27,,80.69,35.61,45.08,1.15,0.44,,4.40,,,
2010 Q4,9.81,,81.48,36.68,44.80,0.79,0.45,,4.86,,,
2011 Q1,8.10,,81.37,37.14,44.22,-0.11,0.46,,5.02,,,
2011 Q2,8.28,,81.54,38.10,43.44,0.17,0.47,,5.10,,,
2011 Q3,8.70,,81.83,38.67,43.16,0.29,0.47,,5.21,,,
2011 Q4,9.19,,82.16,39.78,42.38,0.33,0.48,,5.22,,,
2012 Q1,8.30,,81.17,40.59,40.58,-0.99,0.50,,5.19,,,
2012 Q2,8.16,,81.60,41.42,40.17,0.43,0.51,,5.17,,,
2012 Q3,8.67,,82.19,42.46,39.73,0.60,0.52,,5.15,,,
2012 Q4,9.02,,83.05,43.46,39.60,0.86,0.52,,5.07,,,
2013 Q1,7.96,,82.73,44.34,38.40,-0.32,0.54,,4.98,,,
2013 Q2,8.06,,82.27,45.11,37.16,-0.46,0.55,,4.92,,,
2013 Q3,8.62,,82.87,45.95,36.91,0.60,0.55,,4.95,,,
2013 Q4,8.24,,82.67,46.79,35.88,-0.19,0.57,,4.91,,,
2014 Q1,7.33,,82.08,47.38,34.70,-0.59,0.58,,4.91,,,
2014 Q2,7.86,,81.93,47.96,33.98,-0.14,0.59,,4.96,,,
2014 Q3,8.46,,82.76,48.64,34.12,0.82,0.59,,5.09,,,
2014 Q4,8.48,,83.66,49.34,34.32,0.91,0.59,,5.20,,,
2015 Q1,7.16,,84.13,50.24,33.88,0.46,0.60,,5.20,,,
2015 Q2,7.55,,84.80,50.50,34.30,0.67,0.60,,5.36,,,
2015 Q3,8.08,,85.34,51.15,34.19,0.55,0.60,,5.56,,,
2015 Q4,7.72,,85.26,51.82,33.45,-0.08,0.61,,5.52,,,
2016 Q1,6.84,,83.40,52.40,31.00,-1.87,0.63,,5.00,,,
2016 Q2,6.92,,83.69,52.79,30.90,0.29,0.63,,4.96,,,
2016 Q3,7.89,,84.16,53.70,30.46,0.47,0.64,,4.96,,,
2016 Q4,7.63,,83.91,54.44,29.47,-0.25,0.65,,4.98,,,
2017 Q1,6.67,,83.80,54.82,28.98,-0.11,0.65,,5.00,,,
2017 Q2,6.80,,83.89,55.24,28.65,0.09,0.66,,4.96,,,
2017 Q3,7.65,,84.46,55.91,28.55,0.57,0.66,,4.94,,,
2017 Q4,7.50,,84.12,56.56,27.56,-0.34,0.67,,5.02,,,
2018 Q1,6.96,,84.11,57.09,27.03,-0.01,0.68,,4.96,,,
,,,,,,,,,,,,
Note: Includes estimates where Ofcom does not receive data from providers; excludes M2M connections.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 4,,,,,,,,,,,,
Average monthly retail revenue per subscriber (£ per month),,,,,,,,,,,,
,,,,,,,,,,,,
,,All subscribers,,Post-pay contract,Pre-pay,,,,,,,
,,,,,,,,,,,,
2007,,17.57,,33.45,7.05,,,,,,,
2008,,16.18,,31.28,7.07,,,,,,,
2009,,15.94,,29.17,7.07,,,,,,,
2010,,15.56,,27.76,6.28,,,,,,,
2011,,15.70,,26.88,5.94,,,,,,,
2012,,16.12,,26.06,5.90,,,,,,,
2013,,15.58,,23.92,5.51,,,,,,,
2014,,15.39,,22.81,5.05,,,,,,,
2015,,14.98,,21.84,4.78,,,,,,,
2016,,15.25,,21.25,4.97,,,,,,,
2017,,15.43,,20.93,4.82,,,,,,,
,,,,,,,,,,,,
2007 Q1,,20.62,,33.60,6.69,,,,,,,
2007 Q2,,16.37,,33.31,7.01,,,,,,,
2007 Q3,,16.92,,34.14,7.27,,,,,,,
2007 Q4,,16.44,,32.77,7.23,,,,,,,
2008 Q1,,16.12,,32.21,6.80,,,,,,,
2008 Q2,,16.24,,31.87,6.91,,,,,,,
2008 Q3,,16.35,,30.97,7.41,,,,,,,
2008 Q4,,16.01,,30.18,7.13,,,,,,,
2009 Q1,,16.04,,30.24,6.94,,,,,,,
2009 Q2,,15.90,,29.01,7.19,,,,,,,
2009 Q3,,16.18,,29.38,7.15,,,,,,,
2009 Q4,,15.64,,28.13,7.00,,,,,,,
2010 Q1,,15.20,,28.04,6.12,,,,,,,
2010 Q2,,15.63,,28.15,6.27,,,,,,,
2010 Q3,,15.81,,27.82,6.40,,,,,,,
2010 Q4,,15.58,,27.08,6.34,,,,,,,
2011 Q1,,15.37,,26.95,5.78,,,,,,,
2011 Q2,,15.56,,26.91,5.82,,,,,,,
2011 Q3,,16.04,,27.26,6.09,,,,,,,
2011 Q4,,15.82,,26.42,6.09,,,,,,,
2012 Q1,,15.76,,26.02,5.81,,,,,,,
2012 Q2,,16.18,,26.23,5.97,,,,,,,
2012 Q3,,16.39,,26.31,5.98,,,,,,,
2012 Q4,,16.16,,25.68,5.85,,,,,,,
2013 Q1,,15.82,,24.79,5.54,,,,,,,
2013 Q2,,15.43,,23.81,5.50,,,,,,,
2013 Q3,,15.53,,23.72,5.46,,,,,,,
2013 Q4,,15.54,,23.38,5.55,,,,,,,
2014 Q1,,15.17,,22.86,4.90,,,,,,,
2014 Q2,,15.41,,22.87,5.06,,,,,,,
2014 Q3,,15.52,,22.81,5.19,,,,,,,
2014 Q4,,15.45,,22.70,5.08,,,,,,,
2015 Q1,,14.88,,21.88,4.66,,,,,,,
2015 Q2,,14.96,,21.92,4.67,,,,,,,
2015 Q3,,15.05,,21.96,4.80,,,,,,,
2015 Q4,,15.02,,21.60,5.01,,,,,,,
2016 Q1,,14.97,,21.22,4.86,,,,,,,
2016 Q2,,15.18,,21.21,4.93,,,,,,,
2016 Q3,,15.45,,21.41,5.10,,,,,,,
2016 Q4,,15.41,,21.18,4.99,,,,,,,
2017 Q1,,15.18,,20.80,4.68,,,,,,,
2017 Q2,,15.33,,20.85,4.79,,,,,,,
2017 Q3,,15.68,,21.15,5.04,,,,,,,
2017 Q4,,15.55,,20.93,4.76,,,,,,,
2018 Q1,,15.21,,20.24,4.71,,,,,,,
,,,,,,,,,,,,
Note: Revenues are only from those services detailed in Table 1 and do not include those generated by incoming calls or VAT.,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Table 5,,,,,,,,,,,,
Interconnection call volumes (billions of minutes),,,,,,,,,,,,
,,,,,,,,,,,,
,,All operators,,,,,,,,,,
,,,,,,,,,,,,
2007,,52.36,,,,,,,,,,
2008,,55.14,,,,,,,,,,
2009,,57.08,,,,,,,,,,
2010,,56.18,,,,,,,,,,
2011,,59.01,,,,,,,,,,
2012,,59.15,,,,,,,,,,
2013,,56.98,,,,,,,,,,
2014,,52.89,,,,,,,,,,
2015,,52.48,,,,,,,,,,
2016,,54.30,,,,,,,,,,
2017,,57.26,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
2007 Q1,,12.60,,,,,,,,,,
2007 Q2,,12.97,,,,,,,,,,
2007 Q3,,13.16,,,,,,,,,,
2007 Q4,,13.64,,,,,,,,,,
2008 Q1,,13.42,,,,,,,,,,
2008 Q2,,13.88,,,,,,,,,,
2008 Q3,,13.87,,,,,,,,,,
2008 Q4,,13.97,,,,,,,,,,
2009 Q1,,14.13,,,,,,,,,,
2009 Q2,,14.11,,,,,,,,,,
2009 Q3,,14.30,,,,,,,,,,
2009 Q4,,14.55,,,,,,,,,,
2010 Q1,,14.62,,,,,,,,,,
2010 Q2,,13.89,,,,,,,,,,
2010 Q3,,13.72,,,,,,,,,,
2010 Q4,,13.94,,,,,,,,,,
2011 Q1,,14.50,,,,,,,,,,
2011 Q2,,14.72,,,,,,,,,,
2011 Q3,,14.86,,,,,,,,,,
2011 Q4,,14.93,,,,,,,,,,
2012 Q1,,14.59,,,,,,,,,,
2012 Q2,,14.76,,,,,,,,,,
2012 Q3,,14.71,,,,,,,,,,
2012 Q4,,15.09,,,,,,,,,,
2013 Q1,,15.06,,,,,,,,,,
2013 Q2,,14.98,,,,,,,,,,
2013 Q3,,13.53,,,,,,,,,,
2013 Q4,,13.42,,,,,,,,,,
2014 Q1,,13.11,,,,,,,,,,
2014 Q2,,13.06,,,,,,,,,,
2014 Q3,,13.23,,,,,,,,,,
2014 Q4,,13.49,,,,,,,,,,
2015 Q1,,13.00,,,,,,,,,,
2015 Q2,,13.50,,,,,,,,,,
2015 Q3,,12.94,,,,,,,,,,
2015 Q4,,13.03,,,,,,,,,,
2016 Q1,,13.49,,,,,,,,,,
2016 Q2,,13.77,,,,,,,,,,
2016 Q3,,13.37,,,,,,,,,,
2016 Q4,,13.67,,,,,,,,,,
2017 Q1,,14.66,,,,,,,,,,
2017 Q2,,13.91,,,,,,,,,,
2017 Q3,,14.13,,,,,,,,,,
2017 Q4,,14.56,,,,,,,,,,
2018 Q1,,14.79,,,,,,,,,,
,,,,,,,,,,,,
Note: Shows the number of call minutes terminating on mobile networks which originate on other networks.,,,,,,,,,,,,
