Facility Name,Location Address,Location Address2,City,State,Zip Code,County,Region,Phone Number,Owner Name,Owner Type,Activity Desc,Activity Number,Active,East Coordinate,North Coordinate,Accuracy Code,Waste Types,Regulatory Status,Authorization Number,Authorization Issue Date,Expiration Date,Location
Point Recycling Ltd,686 Morgan Avenue,,Brooklyn,NY,11222,Kings,2,7183846372,Nicholas Marmo,Private,C&D processing - permit,[24W92],Yes,589600,4509000,2.1 - NYSDEC 100 m grid collection,Construction & Demolition Debris;Concrete;Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard;Plastics;Soil (Clean);Wood (Chips);Wood (Unadulterated),Permit,?2-6101-00086/00003,2018-01-30T00:00:00,2023-01-29T00:00:00,"{'human_address': '{""address"":""686 Morgan Avenue"",""city"":""Brooklyn"",""state"":""NY"",""zip"":""11222""}', 'latitude': '40.727598', 'longitude': '-73.940064', 'needs_recoding': False}"
WMNY BQE Transfer Station,475 Scott Avenue,,Brookyn,NY,11222,Kings,2,7185335398,Waste Management of NY,Private,C&D processing - permit,[24W04],Yes,590298,4508891,,Wood (Clean);Wood (Pallets & Crates);Wood (Trees/Stumps),Permit,?2-6101-00026/00001,2016-04-28T00:00:00,2021-04-27T00:00:00,"{'human_address': '{""address"":""475 Scott Avenue"",""city"":""Brookyn"",""state"":""NY"",""zip"":""11222""}', 'latitude': '40.726314', 'longitude': '-73.93003', 'needs_recoding': False}"
K.LABELLA CORP SUPINO SCRAP &METALS,2604 RICHMOND TERRACE,,RICHMOND,NY,10303,New York,2,7184471500,KENNETH LABELLA,Private,C&D processing - permit,[2],Yes,572048,4498824,1 - No accuracy stated,,,?,,,"{'human_address': '{""address"":""2604 RICHMOND TERRACE"",""city"":""RICHMOND"",""state"":""NY"",""zip"":""10303""}', 'latitude': '40.637433', 'longitude': '-74.148038', 'needs_recoding': False}"
American Recycling Management LLC,172-33 Douglas Avenue,,Jamaica,NY,11433,Queens,2,7187392301,Christopher Hein,Private,C&D processing - permit,[41W06],Yes,602499,4506670,2.1 - NYSDEC 100 m grid collection,Metal (Structural);Construction & Demolition Debris,Permit,?,2014-05-21T00:00:00,2019-05-20T00:00:00,"{'human_address': '{""address"":""172-33 Douglas Avenue"",""city"":""Jamaica"",""state"":""NY"",""zip"":""11433""}', 'latitude': '40.705067', 'longitude': '-73.784988', 'needs_recoding': False}"
Crown Container Transfer Station,126-46 34 Avenue,,Flushing,NY,11368,Queens,2,7187859976,Chuan Jin Lin,Private,C&D processing - permit,[41W50],Yes,597611,4512788,,Construction & Demolition Debris;Metals (Ferrous);Metals (Non-Ferrous),Permit,?2-6302-00006/00002,2017-10-30T00:00:00,2022-10-29T00:00:00,"{'human_address': '{""address"":""126-46 34 Avenue"",""city"":""Flushing"",""state"":""NY"",""zip"":""11368""}', 'latitude': '40.760258', 'longitude': '-73.843706', 'needs_recoding': False}"
New Style Recycling Corp,49-10 Grand Avenue,,Maspeth,NY,11378,Queens,2,7183264175,Antoinette Cristina,Private,C&D processing - permit,[41W53],Yes,591300,4507948,,Construction & Demolition Debris;Soil (Clean);Wood (Clean);Concrete;Metals (Non-Ferrous);Metals (Ferrous);Wood (Unadulterated);Paper / Cardboard;Plastics;Waste Tires;Wood (Unadulterated Pallets),Permit,?2-6304-00021/00001,2017-03-10T00:00:00,2022-03-09T00:00:00,"{'human_address': '{""address"":""49-10 Grand Avenue"",""city"":""Maspeth"",""state"":""NY"",""zip"":""11378""}', 'latitude': '40.717512', 'longitude': '-73.918967', 'needs_recoding': False}"
Regal Recycling Inc,172-06 Douglas Avenue,,Jamaica,NY,11433,Queens,2,7185239330,Regal Recycling Company Inc,Private,C&D processing - permit,[41W49],Yes,602523,4506701,2.1 - NYSDEC 100 m grid collection,Construction & Demolition Debris;Concrete;Soil (Clean);Wood (Clean);Metals (Ferrous);Metals (Non-Ferrous);Wood (Unadulterated),Permit,?2-6307-00008/00007,2013-06-18T00:00:00,2018-06-18T00:00:00,"{'human_address': '{""address"":""172-06 Douglas Avenue"",""city"":""Jamaica"",""state"":""NY"",""zip"":""11433""}', 'latitude': '40.704998', 'longitude': '-73.78525', 'needs_recoding': False}"
Thomas Novelli Contracting,94-20 Merrick Blvd,,Jamaica,NY,11433,Queens,2,7185234439,Enrico Novelli,Private,C&D processing - permit,[41W57],Yes,602041,4506545,4.3 - Utilization of Digital Orthophoto Quads,Soil (Clean),Permit,?2-6307-00128/00001,2010-11-19T00:00:00,2015-11-19T00:00:00,"{'human_address': '{""address"":""94-20 Merrick Blvd"",""city"":""Jamaica"",""state"":""NY"",""zip"":""11433""}', 'latitude': '40.703422', 'longitude': '-73.792085', 'needs_recoding': False}"
Flag Container Services Inc,11 Ferry Street,,Staten Island,NY,10302,Richmond,2,7187204650,Peter Franchini,Private,C&D processing - permit,[43W13],Yes,573410,4499274,,Construction & Demolition Debris;Concrete;Soil (Clean);Wood (Clean);Wood (Pallets & Crates);Paper/Cardboard;Plastics;Metals (Aluminum);Waste Tires;Wood (Brush/ Branches/ Trees/ Stumps),Permit,?2-6401-00020/00004,2015-11-24T00:00:00,2020-06-30T00:00:00,"{'human_address': '{""address"":""11 Ferry Street"",""city"":""Staten Island"",""state"":""NY"",""zip"":""10302""}', 'latitude': '40.640904', 'longitude': '-74.131894', 'needs_recoding': False}"
Brookfield Resource Mgmt (Westchester Recycling Services),13 Hayes Street,,Elmsford,NY,10523,Westchester,3,9145925250,Brookfield Resource Management,Private,C&D processing - permit,[60W30],Yes,599254,4546259,,,Permit,?3-5526-00002/00001,2014-04-25T00:00:00,2019-04-24T00:00:00,"{'human_address': '{""address"":""13 Hayes Street"",""city"":""Elmsford"",""state"":""NY"",""zip"":""10523""}', 'latitude': '41.058974', 'longitude': '-73.818741', 'needs_recoding': False}"
Stokes Waste Paper Co,25 Van Street,,Staten Island,NY,10310,Richmond,2,7187207220,David,Private,C&D processing - permit,[43W14],Yes,574500,4499100,2.1 - NYSDEC 100 m grid collection,Brick;Construction & Demolition Debris;Soil (Clean);Concrete;Wood (Trees/Stumps);Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard,Permit,?2-6401-00001/00009,2017-11-06T00:00:00,2022-10-30T00:00:00,"{'human_address': '{""address"":""25 Van Street"",""city"":""Staten Island"",""state"":""NY"",""zip"":""10310""}', 'latitude': '40.639411', 'longitude': '-74.119396', 'needs_recoding': False}"
Mid-Hudson Structural Concrete (Recycle Depot),230 Van Wagner Road,,Poughkeepsie,NY,12601,Dutchess,3,8454523939,Joseph Trocino,Private,C&D processing - permit,[14W04],Yes,592534,4618176,4.3 - Utilization of Digital Orthophoto Quads,Construction & Demolition Debris;Wood (Clean);Sand;Asphalt;Brick;Concrete;Rock;Soil (Clean);Wood (Trees/Stumps);Wood (Brush/ Branches/ Trees/ Stumps);Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard;Wood (Chips);Wood (Unadulterated),Permit,?3-1346-00050/00007,2009-01-30T00:00:00,2021-02-25T00:00:00,"{'human_address': '{""address"":""230 Van Wagner Road"",""city"":""Poughkeepsie"",""state"":""NY"",""zip"":""12601""}', 'latitude': '41.710102', 'longitude': '-73.887864', 'needs_recoding': False}"
Port of Coeymans C&D Processing (P&M Brick),2170 Route 144,,Coeymans,NY,12045,Albany,4,5187562164,LW Land Development,Private,C&D processing - permit,[01W01],Yes,599221,4704722,4.1 - Address Matching,Concrete,Permit,?4-0124-00012/00017,2014-03-15T00:00:00,2019-03-15T00:00:00,
Watch Hill Holding Corp/Royal Carting Service,409 Rt. 82; PO Box 1209,,Hopewell Junction,NY,12533,Dutchess,3,8458966000,Emil Panichi,,C&D processing - permit,[14T03],Yes,596306,4602468,,Wood (Brush/ Branches/ Trees/ Stumps);Metals (Ferrous);Metals (Non-Ferrous);Concrete;Construction & Demolition Debris;Commingled Paper;Waste Tires;Electronics,Permit,?3-1328-00129/00002,2013-03-26T00:00:00,2018-03-26T00:00:00,"{'human_address': '{""address"":""409 Rt. 82; PO Box 1209"",""city"":""Hopewell Junction"",""state"":""NY"",""zip"":""12533""}', 'latitude': '41.566822', 'longitude': '-73.845079', 'needs_recoding': False}"
West Hook Sand & Gravel,25 West Hook Road,,Hopewell Junction,NY,12533,Dutchess,3,8458973316,West Hook Sand & Gravel; Inc.,Private,C&D processing - permit,[14W06],Yes,595743,4597182,1 - No accuracy stated,,Permit,?3-1330-00052/02002,2009-01-13T00:00:00,2019-02-09T00:00:00,"{'human_address': '{""address"":""25 West Hook Road"",""city"":""Hopewell Junction"",""state"":""NY"",""zip"":""12533""}', 'latitude': '41.517412', 'longitude': '-73.848069', 'needs_recoding': False}"
Callahan Nannini Shale Inc,276 Clove Road,,Blooming Grove,NY,12577,Orange,3,8454964323,Robert A Nannini,Private,C&D processing - permit,[36W16],Yes,572431,4583997,,Concrete;Asphalt;Construction & Demolition Debris,Permit,?3-3320-00009/00006,2012-09-14T00:00:00,2017-09-13T00:00:00,"{'human_address': '{""address"":""276 Clove Road"",""city"":""Blooming Grove"",""state"":""NY"",""zip"":""12577""}', 'latitude': '41.402389', 'longitude': '-74.134377', 'needs_recoding': False}"
Middletown Carting LLC (Auto Wreckers),83-85 Industrial Place Ext,,Middletown,NY,10940,Orange,3,8453438011,John Carbone,Private,C&D processing - permit,[36W17],Yes,549654,4590600,,,Permit,?3-3309-00131/00001,2013-02-21T00:00:00,2018-02-20T00:00:00,
Ray's Transportation Inc,42 Argenio Drive,,New Windsor,NY,12553,Orange,3,8455657210,Ray's Transportation Inc,Private,C&D processing - permit,[36W13],Yes,580845,4593770,,,Permit,?3-3348-00264/00001,2015-04-15T00:00:00,2020-04-15T00:00:00,"{'human_address': '{""address"":""42 Argenio Drive"",""city"":""New Windsor"",""state"":""NY"",""zip"":""12553""}', 'latitude': '41.491272', 'longitude': '-74.032227', 'needs_recoding': False}"
Taylor Biomass Gasification Facility,350 Nelleytown Road,,Montgomery,NY,12549,Orange,3,8454574021,James W. Taylor,Private,C&D processing - permit,[36W02],Yes,564643,4593572,,Asphalt;Metals (Ferrous);Metals (Non-Ferrous);Construction & Demolition Debris;Paper / Cardboard;Wood (Unadulterated);Brick;Soil (Clean),Permit,?3-3342-00105/00009,2010-12-03T00:00:00,2020-12-02T00:00:00,"{'human_address': '{""address"":""350 Nelleytown Road"",""city"":""Montgomery"",""state"":""NY"",""zip"":""12549""}', 'latitude': '41.491895', 'longitude': '-74.228388', 'needs_recoding': False}"
MBC Contractors Inc (Hudson River Views Ind. Park),45 Holt Drive,PO Box 54,Stony Point,NY,10960,Rockland,3,8454298231,MBC Contractors,Private,C&D processing - permit,[44W13],Yes,585676,4563469,,,Permit,?3-3928-00181/00001,2014-04-09T00:00:00,2019-04-08T00:00:00,"{'human_address': '{""address"":""45 Holt Drive"",""city"":""Stony Point"",""state"":""NY"",""zip"":""10960""}', 'latitude': '41.218002', 'longitude': '-73.980012', 'needs_recoding': False}"
Miele Sanitation Co Inc,50 A Snake Hill Rd,,West Nyack,NY,10994,Rockland,3,8453533620,Joseph Miele,,C&D processing - permit,[44W06],Yes,586800,4550700,4.3 - Utilization of Digital Orthophoto Quads,,Permit,?3-3920-00266/00001,2016-08-17T00:00:00,2021-08-16T00:00:00,"{'human_address': '{""address"":""50 A Snake Hill Rd"",""city"":""West Nyack"",""state"":""NY"",""zip"":""10994""}', 'latitude': '41.10313', 'longitude': '-73.962979', 'needs_recoding': False}"
Sterling Recycling Inc,99 Sterling Mine Rd,,Sloatsburg,NY,10974,Rockland,3,8457536666,Sterling Recycling; Inc,Private,C&D processing - permit,[44W04],Yes,566905,4556152,4.3 - Utilization of Digital Orthophoto Quads,Construction & Demolition Debris;Concrete;Metal (Structural);Asphalt;Brick;Paper / Cardboard;Wood (Unadulterated),Permit,?3-3926-00280/00001,2013-02-19T00:00:00,2022-07-05T00:00:00,"{'human_address': '{""address"":""99 Sterling Mine Rd"",""city"":""Sloatsburg"",""state"":""NY"",""zip"":""10974""}', 'latitude': '41.154403', 'longitude': '-74.203885', 'needs_recoding': False}"
Suffolk Soil Ltd,640 Moriches-Middle Island Road,,Moriches,NY,11955,Suffolk,1,6318740353,Patrick Leary,Private,C&D processing - registration,[52W104R],Yes,684213,4520183,,Soil (Clean),Registration,?52W104R,,,"{'human_address': '{""address"":""640 Moriches-Middle Island Road"",""city"":""Moriches"",""state"":""NY"",""zip"":""11955""}', 'latitude': '40.812405', 'longitude': '-72.814818', 'needs_recoding': False}"
LaMela Sanitation Service Inc,1118 Route 9W,,Marlboro,NY,12542,Ulster,3,8452364222,John Lamela,Private,C&D processing - permit,[56T15],Yes,585292,4605223,,Concrete;Wood (Brush/ Branches/ Trees/ Stumps);Metals (Ferrous);Metals (Non-Ferrous);Construction & Demolition Debris;Paper / Cardboard;Waste Tires;Plastics,Permit,?3-5136-00007/00002,2013-01-14T00:00:00,2018-02-07T00:00:00,"{'human_address': '{""address"":""1118 Route 9W"",""city"":""Marlboro"",""state"":""NY"",""zip"":""12542""}', 'latitude': '41.595506', 'longitude': '-73.976155', 'needs_recoding': False}"
Ace Scrap Recycling CD Processor,140 South Terrace Avenue,,Mount Vernon,NY,10550,Westchester,3,9146670211,A. Scrap Recycling LLC,Private,C&D processing - permit,[60W22],Yes,596797,4529304,,Construction & Demolition Debris,Permit,?3-5508-00314/00001,2013-01-10T00:00:00,2016-03-31T00:00:00,"{'human_address': '{""address"":""140 South Terrace Avenue"",""city"":""Mount Vernon"",""state"":""NY"",""zip"":""10550""}', 'latitude': '40.909072', 'longitude': '-73.850589', 'needs_recoding': False}"
Finne Bros Refuse Systems Inc,225 Railroad Avenue,,Bedford Hills,NY,10507,Westchester,3,9142023563,Aida Longo,Private,C&D processing - permit,[60T25],Yes,609320,4566195,,Construction & Demolition Debris,Permit,?3-5520-00071/00007,2003-08-29T00:00:00,2008-08-29T00:00:00,"{'human_address': '{""address"":""225 Railroad Avenue"",""city"":""Bedford Hills"",""state"":""NY"",""zip"":""10507""}', 'latitude': '41.240022', 'longitude': '-73.695621', 'needs_recoding': False}"
Queen City Recycling Center CD Processor,19 Cliff Street,,New Rochelle,NY,10801,Westchester,3,9146362080,Frank Miceli,Private,C&D processing - permit,[60W24],Yes,601885,4528768,,Construction & Demolition Debris;Concrete;Rock;Metal (Structural);Paper / Cardboard;Plastics;Wood (Unadulterated),Permit,?3-5510-00361/00001,2013-09-23T00:00:00,2018-09-23T00:00:00,"{'human_address': '{""address"":""19 Cliff Street"",""city"":""New Rochelle"",""state"":""NY"",""zip"":""10801""}', 'latitude': '40.90354', 'longitude': '-73.790441', 'needs_recoding': False}"
CD Man LLC Transfer Station,101 Raft Street,,Albany,NY,12202,Albany,4,5184342747,William Biers,Private,C&D processing - permit,[01W09],Yes,601377,4719133,4.2.1 - Utilization of GIS and Facility Mapping System,,Permit,?4-0101-00473/00001,2014-10-31T00:00:00,2024-10-30T00:00:00,"{'human_address': '{""address"":""101 Raft Street"",""city"":""Albany"",""state"":""NY"",""zip"":""12202""}', 'latitude': '42.622319', 'longitude': '-73.762096', 'needs_recoding': False}"
ICS Waste Transfer Station,7 Railroad Ave,,Colonie,NY,12205,Albany,4,5183651611,Sebahattin Ipek,Private,C&D processing - permit,[01W16],Yes,597850,4727115,4 - GIS Assisted,,Permit,?4-0126-00721/00001,2012-07-02T00:00:00,2022-07-01T00:00:00,"{'human_address': '{""address"":""7 Railroad Ave"",""city"":""Colonie"",""state"":""NY"",""zip"":""12205""}', 'latitude': '42.689548', 'longitude': '-73.805917', 'needs_recoding': False}"
Greene-Del Sanitation and Recycling,100 Green-Del Lane,,Roxbury,NY,12474,Delaware,4,5182993839,Linda Compton,Private,C&D processing - permit,[13W01],Yes,545898,4686540,,Construction & Demolition Debris;Concrete,Permit,?4-1248-00267/00001,2009-03-13T00:00:00,2019-03-13T00:00:00,"{'human_address': '{""address"":""100 Green-Del Lane"",""city"":""Roxbury"",""state"":""NY"",""zip"":""12474""}', 'latitude': '42.268877', 'longitude': '-74.588653', 'needs_recoding': False}"
Waste Recovery Enterprises Inc,122 Valley View Road,,Unadilla,NY,13849,Otsego,4,6075632616,Denton Reed,Private,C&D processing - permit,[39W55],Yes,466595,4685459,1 - No accuracy stated,,Permit,?,,,"{'human_address': '{""address"":""122 Valley View Road"",""city"":""Unadilla"",""state"":""NY"",""zip"":""13849""}', 'latitude': '42.160154', 'longitude': '-75.198306', 'needs_recoding': False}"
Troy Transfer Station,799 Burden Ave,,Troy,NY,12180,Rensselaer,4,5182668990,County Waste Transfer Corp,Private,C&D processing - permit,[42W01],Yes,606743,4728753,,,None,?4-3817-00111/00004,2013-08-01T00:00:00,2018-07-31T00:00:00,"{'human_address': '{""address"":""799 Burden Ave"",""city"":""Troy"",""state"":""NY"",""zip"":""12180""}', 'latitude': '42.703828', 'longitude': '-73.696448', 'needs_recoding': False}"
County Waste & Recycling Services - Halfmoon,1927 Route 9,,Halfmoon,NY,12065,Saratoga,5,5188777007,County Waste & Recycling Services; Inc.,Private,C&D processing - permit,[46W05],Yes,600200,4751000,4.3 - Utilization of Digital Orthophoto Quads,Construction & Demolition Debris;Paper/Cardboard;Metal (Structural);Wood (Unadulterated),Permit,?5-4138-00127/00001,2011-08-02T00:00:00,2021-08-01T00:00:00,"{'human_address': '{""address"":""1927 Route 9"",""city"":""Halfmoon"",""state"":""NY"",""zip"":""12065""}', 'latitude': '42.903292', 'longitude': '-73.77498', 'needs_recoding': False}"
Fort Ann Transfer Station LLC,10913 Route 149,,Fort Ann,NY,12827,Washington,5,5187983444,Fort Ann transfer LLC,Private,C&D processing - permit,[58W07],Yes,618800,4807300,,Construction & Demolition Debris;Wood (Clean);Paper / Cardboard;Metal (Structural);Waste Tires,Permit,?5-5328-00133/00001,2018-05-23T00:00:00,2023-05-22T00:00:00,"{'human_address': '{""address"":""10913 Route 149"",""city"":""Fort Ann"",""state"":""NY"",""zip"":""12827""}', 'latitude': '43.406082', 'longitude': '-73.530125', 'needs_recoding': False}"
Greece (T) Transfer Station,635 Flynn Road,,Rochester,NY,14612,Monroe,8,5857232376,Town of Greece,Municipal,C&D processing - permit,[28R04],Yes,279577,4795981,4.2 - Utilization of GIS and existing spatial data,Concrete;Wood (Brush/ Branches/ Trees/ Stumps);Asphalt;Wood (Chips),Permit,?,,,"{'human_address': '{""address"":""635 Flynn Road"",""city"":""Rochester"",""state"":""NY"",""zip"":""14612""}', 'latitude': '43.281396', 'longitude': '-77.714726', 'needs_recoding': False}"
ALPCO Recycling Facility,846 Macedon Center Road,,Macedon,NY,14502,Wayne,8,3159868900,Alton Plumb,Private,C&D processing - permit,[59R03],Yes,309800,4774100,4.3 - Utilization of Digital Orthophoto Quads,Concrete;Construction & Demolition Debris;Wood (Unadulterated);Metals (Ferrous);Metals (Non-Ferrous);Paper / Cardboard,Permit,?8-5430-00061/00001,2017-07-31T00:00:00,2020-07-30T00:00:00,"{'human_address': '{""address"":""846 Macedon Center Road"",""city"":""Macedon"",""state"":""NY"",""zip"":""14502""}', 'latitude': '43.094251', 'longitude': '-77.336345', 'needs_recoding': False}"
L&R Transfer Station,11075 Galen Hill Road,,Freedom,NY,14065,Cattaraugus,9,7164923936,L&R Transfer Station LLC,Private,C&D processing - permit,[05W05],Yes,223800,4708562,4.2 - Utilization of GIS and existing spatial data,,Permit,?904420009600001,2016-09-06T00:00:00,2021-09-05T00:00:00,"{'human_address': '{""address"":""11075 Galen Hill Road"",""city"":""Freedom"",""state"":""NY"",""zip"":""14065""}', 'latitude': '42.481176', 'longitude': '-78.358579', 'needs_recoding': False}"
Nu Waste LLC,1700 Union Road,,West Seneca,NY,14224,Erie,9,7166740019,John A. Bauer,Private,C&D processing - permit,[15W36],Yes,193068,4750580,4.2 - Utilization of GIS and existing spatial data,Construction & Demolition Debris;Metals (Ferrous);Metals (Non-Ferrous),Permit,?914680007500003,2017-11-03T00:00:00,2022-12-17T00:00:00,"{'human_address': '{""address"":""1700 Union Road"",""city"":""West Seneca"",""state"":""NY"",""zip"":""14224""}', 'latitude': '42.845994', 'longitude': '-78.754395', 'needs_recoding': False}"
