Company: Company Name,Company: Company Name (Fake),Company: Industry,Company: Company Number,Company: Stock Name,Company: Stock Symbol,Company: Stock Sector,Company: IBAN
Oozz,"Larkin, Torphy and Kessler","Computer Software: Programming, Data Processing",05-892-9949,Alphabet Inc.,GOOG,Technology,IE30 XZED 6714 8291 6672 97
Meembee,Hodkiewicz-Fay,Telecommunications Equipment,89-113-7633,"GTT Communications, Inc.",GTT,Public Utilities,SM82 W671 7450 385Z T2QV YLSI CTC
Yabox,Bergstrom-Mayert,RETAIL: Building Materials,52-773-6566,"Boise Cascade, L.L.C.",BCC,Consumer Services,AT80 3034 0270 2655 5119
Livefish,Koelpin-Hammes,Agricultural Chemicals,92-539-7857,American Vanguard Corporation,AVD,Basic Industries,NO86 7633 6866 335
Jaloo,Greenfelder Inc,Investment Bankers/Brokers/Service,26-390-5717,VelocityShares Daily Inverse VIX Short-Term ETN,XIV,Finance,IE47 QWOI 9620 8355 2522 29
Flipstorm,Kemmer-Luettgen,Movies/Entertainment,55-343-6731,"Genius Brands International, Inc.",GNUS,Consumer Services,SA60 08AP 79ZI IU60 EFXL GIPA
Midel,Schinner Inc,Investment Bankers/Brokers/Service,49-726-6387,"Payment Data Systems, Inc.",PYDS,Finance,LV94 XWIQ TA1W 8XO0 BFNC R
Fliptune,Haley-Koelpin,Finance: Consumer Services,76-545-5494,"On Deck Capital, Inc.",ONDK,Finance,DK97 5749 0654 7091 83
Meedoo,Simonis Inc,Homebuilding,27-281-7179,"Beazer Homes USA, Inc.",BZH,Capital Goods,KZ94 519Y 1PND ZUWG AVVC
Ntags,Ratke LLC,Oil & Gas Production,33-927-1182,Pacific Drilling S.A.,PACD,Energy,MR80 5026 6766 4888 8246 3240 781
Voonyx,"Powlowski, Kassulke and Jacobi",Oil & Gas Production,63-725-3202,Cimarex Energy Co,XEC,Energy,ME49 6686 7111 8460 7024 14
Oyoloo,Waelchi Inc,n/a,57-698-7067,Apollo Tactical Income Fund Inc.,AIF,n/a,GL81 0063 2163 0752 57
Izio,Heathcote Inc,Investment Bankers/Brokers/Service,63-310-3945,"BGC Partners, Inc.",BGCA,Finance,FR61 5781 1511 36FE PMX4 IKL1 S80
Avamm,"O'Hara, Kuhn and Hodkiewicz","Computer Software: Programming, Data Processing",22-871-5186,"Moxian, Inc.",MOXC,Technology,NO48 4626 4686 265
Meetz,"Schoen, Murazik and Hudson",Real Estate Investment Trusts,89-130-0790,Public Storage,PSA^T,Consumer Services,CR94 2226 4648 6657 3294 6
Voolith,Greenholt LLC,n/a,71-784-3270,BlackRock Strategic Municipal Trust Inc. (The),BSD,n/a,FR73 3538 6120 85DF D2VA GHBD S51
Pixonyx,Crooks-Langworth,Marine Transportation,54-895-3716,Pangaea Logistics Solutions Ltd.,PANL,Transportation,IE76 HXYV 3295 8646 2164 44
Zoomzone,Funk-Braun,Electronic Components,08-868-0584,RADA Electronic Industries Ltd.,RADA,Consumer Non-Durables,IL63 5083 0520 9785 7226 136
Brainlounge,Collier-Glover,n/a,35-166-1619,Saratoga Investment Corp,SAR,n/a,FR95 4620 0968 33FZ MGXU 4XZA C69
Blogtags,Brekke-Tromp,Metal Fabrications,06-341-9692,"Hebron Technology Co., Ltd.",HEBT,Capital Goods,DE43 6943 2622 4151 6247 92
Linkbuzz,Weissnat and Sons,Power Generation,01-980-4602,Xcel Energy Inc.,XEL,Public Utilities,LB43 7482 JGRC 9B2S YCHP ZMIM GK3S
Oyonder,"Graham, Weber and Bednar",n/a,77-305-0215,"Taubman Centers, Inc.",TCO^J,n/a,MR48 6624 0400 2880 3641 9227 303
Photobug,Luettgen Inc,Marine Transportation,50-451-6330,Star Bulk Carriers Corp.,SBLKL,Transportation,FR31 8939 4209 25R5 XK7F QASO D27
Zooxo,McClure LLC,n/a,49-360-4424,"CorEnergy Infrastructure Trust, Inc.",CORR^A,n/a,SA39 07YG BTH9 55OD Y65A VTJD
Edgeclub,"O'Keefe, Marquardt and Hermiston",Oil & Gas Production,33-217-6735,Permian Basin Royalty Trust,PBT,Energy,BA12 6645 8464 6492 6357
Viva,Botsford and Sons,Precious Metals,59-652-6760,Kinross Gold Corporation,KGC,Basic Industries,FR17 0337 1168 30TC JB0G QMDF F53
Leenti,Gibson LLC,Medical/Dental Instruments,12-008-7108,Glaukos Corporation,GKOS,Health Care,PT82 2724 7515 5951 1122 1735 1
Voolith,Homenick Group,Major Pharmaceuticals,32-790-5025,Celsion Corporation,CLSN,Health Care,LB62 1292 EYLR TRQN 7XHM E3GX W0AU
Thoughtbeat,Prohaska-Conroy,Electric Utilities: Central,82-506-8994,"CenterPoint Energy, Inc.",CNP,Public Utilities,KW70 KUZY ZMW9 98NB NN4C BCYL ETDB TV
Thoughtmix,Hirthe and Sons,Marine Transportation,95-432-3862,Dorian LPG Ltd.,LPG,Transportation,FR22 9168 3419 66LK WZRB 8A6R M79
Skajo,Terry Inc,Real Estate Investment Trusts,96-090-5952,American Tower Corporation (REIT),AMT,Consumer Services,TR40 9663 5R7N P1DH 3RU4 QHPF PC
Browsetype,"Thompson, Klein and Kuhic",n/a,99-891-9009,Lazard Global Total Return and Income Fund,LGI,n/a,HU37 6893 7129 9808 8417 5495 7555
Tagopia,Ritchie-Macejkovic,Major Pharmaceuticals,72-174-7026,Kitov Pharmaceuticals Holdings Ltd.,KTOVW,Health Care,GT83 GRZC WIBT F0YB ODV9 DE8W SNBK
Yabox,"Runolfsdottir, Kuvalis and Zulauf",n/a,77-807-2021,Welltower Inc.,HCN^I,n/a,MT92 CWNA 2978 00IG IWLH TFTR VZDB 6YL
Dynabox,"Goodwin, Fadel and Von",Containers/Packaging,61-444-5842,"Advanced Drainage Systems, Inc.",WMS,Capital Goods,FR89 0510 8457 68HH TOGK LKAN E50
Zoonoodle,"Prohaska, Feil and Veum",Clothing/Shoe/Accessory Stores,71-092-7625,Vince Holding Corp.,VNCE,Consumer Services,DO77 JFFT 3311 0394 6858 7007 5349
Zooveo,Shanahan-Cremin,"Computer Software: Programming, Data Processing",72-034-9721,Alphabet Inc.,GOOGL,Technology,SA95 84DU OFQQ UV9U YOVP 2ALD
Latz,Treutel and Sons,Precious Metals,63-385-8259,Randgold Resources Limited,GOLD,Basic Industries,SK33 7530 9773 5091 7468 5955
Kazio,Gutmann and Sons,Commercial Banks,89-541-0428,MFC Bancorp Ltd.,MFCB,Finance,AE19 9177 1908 0999 6619 738
Jabberstorm,Beahan-Wuckert,Electrical Products,14-919-4066,Analogic Corporation,ALOG,Capital Goods,FR46 1975 3697 52SR VVJ4 AMSL P98
Tagtune,Pfeffer-Hudson,Savings Institutions,56-509-2471,"HomeTrust Bancshares, Inc.",HTBI,Finance,FR54 2602 3189 33K4 KYBO OHEC J87
Yotz,"Yost, Murphy and Cole",Business Services,33-784-5508,CardConnect Corp.,CCN,Finance,MC35 8191 2670 20PM K7AY YTWG 955
Lazz,Larkin Inc,Finance: Consumer Services,95-387-0365,Lehman ABS Corporation,KTP,Finance,FR30 5651 8895 85QI H8EI VWJZ B21
Meetz,Gutmann and Sons,n/a,75-101-1320,PowerShares DWA SmallCap Momentum Portfolio,DWAS,n/a,BA27 2863 8126 6259 1756
Voonder,"Ziemann, Adams and Stokes",Department/Specialty Retail Stores,77-092-1900,Macy's Inc,M,Consumer Services,IT34 T294 8424 953R 7KJ1 UAF0 T2G
Cogilith,"McCullough, Terry and Schmidt",Hospital/Nursing Management,25-034-0755,"Tivity Health, Inc.",TVTY,Health Care,MT61 CNNA 5045 0UPT F88K JWPP D8BW AS0
Oyoyo,Heller-Hermiston,Hotels/Resorts,59-007-0057,Playa Hotels & Resorts N.V.,PLYAW,Consumer Services,FR11 2816 2519 56HI KXOF NOI8 676
Wikivu,"Metz, Lockman and Terry",Building Materials,40-727-0911,"China Ceramics Co., Ltd.",CCCL,Capital Goods,SA88 763K Q1WL KXSJ XAWO NIR9
Riffwire,Douglas-O'Kon,Major Banks,41-821-6544,"Investors Bancorp, Inc.",ISBC,Finance,MD03 GI2J XJLR ISRX AGSR CGVS
Mycat,Fay-Bergnaum,Major Banks,75-936-7990,"First Community Bancshares, Inc.",FCBC,Finance,CY05 5101 0022 ZRRH 60OZ VOI8 YLRX
Yabox,"Barton, Marks and Ziemann",Oil Refining/Marketing,09-180-7248,Aegean Marine Petroleum Network Inc.,ANW,Energy,BE50 4113 0852 7481
Twitternation,Krajcik-Schoen,Electronic Components,93-691-2619,"Perceptron, Inc.",PRCP,Capital Goods,LV30 GSVT LJD2 LUEG PGEY U
Chatterbridge,"Gaylord, Altenwerth and Corwin",n/a,07-839-4703,ClearBridge Energy MLP Opportunity Fund Inc.,EMO,n/a,TN21 8230 5942 0144 8784 0242
Jazzy,Block Inc,Electrical Products,11-275-5802,Sanmina Corporation,SANM,Technology,FR39 2762 8417 96R3 FTZC 056Q O43
Miboo,Gutmann-Doyle,Diversified Commercial Services,97-094-2638,Aercap Holdings N.V.,AER,Technology,VG63 ITNZ 4351 2496 8814 5239
Quatz,"Kuhn, Brown and Torphy",Medical/Nursing Services,81-341-3787,LHC Group,LHCG,Health Care,RO22 QORF CANE 910C 0ZCG FCFF
Jamia,"Schultz, Thiel and Bernhard",Biotechnology: Commercial Physical & Biological Resarch,43-247-2247,"PRA Health Sciences, Inc.",PRAH,Health Care,MC16 8488 5732 57IY 06NW NYZY P82
Meezzy,Borer-Nitzsche,Major Banks,29-448-8512,"Financial Institutions, Inc.",FISI,Finance,SI49 9213 9879 4629 050
Jaxbean,"Reinger, Koepp and Larson","Computer Software: Programming, Data Processing",77-834-8062,FactSet Research Systems Inc.,FDS,Technology,BG81 OBKH 7678 49OU AWOE SM
Pixonyx,Bernhard-O'Conner,Medical/Dental Instruments,87-543-5228,"T2 Biosystems, Inc.",TTOO,Health Care,CR29 5368 7077 9148 1311 4
Pixonyx,"McDermott, Kovacek and Murray",n/a,45-924-5587,Apollo Tactical Income Fund Inc.,AIF,n/a,IT51 Z659 4001 079S 5IFC 8MXI FWW
Kwilith,Bergnaum Group,Food Chains,95-925-6256,"Sprouts Farmers Market, Inc.",SFM,Consumer Services,EE11 4501 9370 9683 3202
Yodo,"Fritsch, Block and Torphy",Major Pharmaceuticals,49-596-5064,ACADIA Pharmaceuticals Inc.,ACAD,Health Care,VG92 AHYS 2966 9537 9900 4429
Mynte,"Carter, Mayert and McLaughlin",Major Banks,51-731-9251,Northern Trust Corporation,NTRSP,Finance,ES08 2173 4971 0705 2781 5596
Flipopia,Corwin-Kerluke,n/a,45-834-1717,WeatherStorm Forensic Accounting Long Short ETF,FLAG,n/a,LU73 4624 TZSY VRRC XU0Q
Centidel,"Adams, Ebert and Cremin",Multi-Sector Companies,66-123-6765,"Xcel Brands, Inc",XELB,Miscellaneous,FR20 8441 8953 75JG G3RN SHLQ P71
Babbleset,Gorczany Group,Precious Metals,16-322-7899,"Royal Gold, Inc.",RGLD,Basic Industries,BH66 TDLA OHLQ LUQZ CJYS IJ
Browsecat,Williamson-Rohan,n/a,99-909-0939,"Blackrock MuniYield California Insured Fund, Inc.",MCA,n/a,FR86 5233 3481 10JI OBBD 7NRD O13
Snaptags,Schmidt and Sons,Business Services,05-545-7817,FinTech Acquisition Corp. II,FNTEW,Finance,IE52 AWBD 7049 1350 1112 64
Jabbertype,Mills-Romaguera,Air Freight/Delivery Services,27-816-5341,"SkyWest, Inc.",SKYW,Transportation,SI37 0077 6472 3132 782
Zooxo,Wolf-Farrell,Industrial Machinery/Components,06-288-9425,"Axcelis Technologies, Inc.",ACLS,Technology,TR69 6612 0KPE I7ZB EJKD X1SX HJ
Gabcube,"Fadel, Yost and Trantow",n/a,82-436-5331,"Customers Bancorp, Inc",CUBI^C,n/a,FR04 4208 8325 36KX VLCH AIJ9 A95
Oba,Breitenberg-Schowalter,Television Services,25-575-5429,Videocon d2h Limited,VDTH,Consumer Services,TN12 9010 5043 1293 1861 9106
Ntag,Rice Inc,Metal Fabrications,71-353-1609,Crane Company,CR,Capital Goods,LB83 6683 SVRM DPMI MOQR VLFM XCU5
BlogXS,Feeney LLC,n/a,47-726-1429,Valley National Bancorp,VLY.WS,n/a,NL66 TZIM 5556 0627 85
Gigaclub,Frami-Terry,Telecommunications Equipment,13-325-1543,Inseego Corp.,INSG,Consumer Durables,IL21 4978 3542 5368 6452 413
Realcube,Hauck-Herman,Marine Transportation,13-781-2226,Capital Product Partners L.P.,CPLP,Transportation,ES77 9807 1005 2308 3312 7653
Quatz,Hettinger-Conroy,Electric Utilities: Central,42-815-4014,TransAlta Corporation,TAC,Public Utilities,SA53 563F S1PV SKY2 FMEF ZZCQ
Feedfire,Kris Group,n/a,22-113-9775,Special Opportunities Fund Inc.,SPE,n/a,AZ48 JATO RNHD BQSP G0SH EBHA DOMI
Yamia,Marks Group,Electrical Products,70-900-5159,"Itron, Inc.",ITRI,Capital Goods,NO87 0595 3052 598
Demimbu,"Hoeger, Bailey and Stanton",n/a,08-345-6869,PowerShares DWA Consumer Staples Momentum Portfolio,PSL,n/a,KZ35 361I 6AKP XRUL UYAV
Fivechat,Powlowski LLC,Air Freight/Delivery Services,19-621-0796,Azul S.A.,AZUL,Transportation,GT56 8P1H ELIB ZJ5G 6CCO KUJT JXGW
Jaxworks,Grimes-Pollich,Restaurants,11-905-4018,"The ONE Group Hospitality, Inc.",STKS,Consumer Services,MC41 1489 8806 268G HQKK 5UFE 025
Npath,Franecki-Kertzmann,Oil & Gas Production,21-752-0282,Chesapeake Utilities Corporation,CPK,Public Utilities,DE37 4666 3250 2024 3068 32
Thoughtbridge,"Hahn, Roob and Rice",Oil & Gas Production,19-954-9417,Advantage Oil & Gas Ltd,AAV,Energy,ES76 9173 6141 9866 5873 9114
Yoveo,"Murazik, Kemmer and Hansen",Industrial Machinery/Components,81-525-8766,"FLIR Systems, Inc.",FLIR,Capital Goods,GR34 8197 431F ESJR DB1M ZYQI S5E
LiveZ,Labadie Inc,Home Furnishings,45-817-4899,Select Comfort Corporation,SCSS,Consumer Durables,SI93 6513 1226 2191 021
Jabberstorm,Cassin-Harber,Semiconductors,06-517-7862,"LightPath Technologies, Inc.",LPTH,Technology,FO02 7212 6839 2947 43
Dabtype,"Bailey, Ebert and Bergstrom",n/a,07-090-1729,Steel Partners Holdings LP,SPLP^A,n/a,FR63 4606 1780 98RH 36YH FMU3 W22
Linkbridge,Ondricka-Thompson,Real Estate Investment Trusts,32-758-5621,"Digital Realty Trust, Inc.",DLR,Consumer Services,KZ12 2714 ZFEX 05QV VUH6
Yambee,Dickens LLC,n/a,85-972-8043,Bank Of New York Mellon Corporation (The),BK^C,n/a,FR27 4890 4839 95BX JXUI URXK G97
Skibox,"Jast, Lehner and Bayer",n/a,49-018-2957,Japan Smaller Capitalization Fund Inc,JOF,n/a,CZ70 6420 4160 2188 4603 8406
Centizu,Wintheiser-Bartoletti,Computer Communications Equipment,97-990-5953,"F5 Networks, Inc.",FFIV,Technology,BG57 ANKC 5614 02A2 RD65 FI
Livefish,Maggio-Herzog,Telecommunications Equipment,35-855-5086,"Sunworks, Inc.",SUNW,Public Utilities,FR46 7237 1027 06Z6 NIJT EJ8D A64
Twitterlist,Runolfsdottir-Jacobs,n/a,24-747-8261,PowerShares DWA Developed Markets Momentum Portfolio,PIZ,n/a,HR62 2560 9733 1345 8020 7
Buzzdog,"Tremblay, Schoen and Blanda",n/a,41-033-2301,Tri Continental Corporation,TY^,n/a,FR56 2400 8522 86AD HZYL PWOA M22
Zooxo,"Keebler, Feil and Farrell",Industrial Machinery/Components,34-724-4654,Arotech Corporation,ARTX,Miscellaneous,GE11 LV13 9669 4249 5579 82
Minyx,Heidenreich-Heidenreich,Savings Institutions,88-331-0839,1st Constitution Bancorp (NJ),FCCY,Finance,GR69 7164 259U MZ5B L05K BNGI 1VP
Jaxnation,Wolf Group,Consumer Electronics/Appliances,24-600-6960,Koss Corporation,KOSS,Consumer Non-Durables,MR74 3528 1990 2217 5296 0761 591
Photofeed,Crooks Group,Newspapers/Magazines,00-948-0200,New York Times Company (The),NYT,Consumer Services,CR23 4200 1955 3231 9469 8
Meedoo,Gleichner-King,n/a,67-100-4155,Nuveen Diversified Dividend and Income Fund,JDD,n/a,CZ84 1354 8911 2622 5656 1459
Oodoo,Watsica Group,Other Specialty Stores,02-594-4329,"First Cash, Inc.",FCFS,Consumer Services,MC43 7629 2090 71ON JO6C LAM6 L31
Trupe,Rice-O'Conner,Electronic Components,35-664-8555,Qualstar Corporation,QBAK,Technology,FR26 2626 9858 21LI F68T DFUQ 850
Twitterbeat,Yundt Group,Major Pharmaceuticals,01-153-8990,"Catalyst Pharmaceuticals, Inc.",CPRX,Health Care,RO88 PBFT IVCE TNPL ORVB MAJU
Kaymbo,Parker-Halvorson,n/a,91-077-2484,"AG Mortgage Investment Trust, Inc.",MITT^B,n/a,LV63 SATW JUWJ ISM1 EM3I A
Oyondu,Greenfelder Group,Advertising,79-971-9271,"Cogint, Inc.",COGT,Consumer Services,TN60 2456 3458 0998 7903 8524
Thoughtsphere,Ebert LLC,n/a,69-853-2603,Blackrock Florida Municipal 2020 Term Trust,BFO,n/a,FO10 9270 1096 5935 49
Thoughtbridge,Wintheiser-Wilderman,Clothing/Shoe/Accessory Stores,39-417-2227,"Foot Locker, Inc.",FL,Consumer Services,IE03 BSUZ 6516 1670 5280 75
Dynabox,"Leuschke, West and Walsh",Major Pharmaceuticals,64-176-7658,"Chembio Diagnostics, Inc.",CEMI,Health Care,FR60 7035 0782 92SH AF8B IT30 H51
Zoozzy,Marvin-Welch,Trucking Freight/Courier Services,98-949-6057,"P.A.M. Transportation Services, Inc.",PTSI,Transportation,FR82 7435 7390 60BM BEKA ZIMW U28
Topdrive,Schiller and Sons,Electric Utilities: Central,04-211-9000,"TerraForm Power, Inc.",TERP,Public Utilities,IL87 5547 9296 9338 5172 854
Twinte,"Reilly, McDermott and Kassulke",n/a,59-277-7841,Vanguard Russell 1000 Growth ETF,VONG,n/a,ES32 4114 2993 5499 2154 3601
Viva,Raynor LLC,Business Services,07-108-5737,Axar Acquisition Corp.,AXARU,Finance,FR76 0030 5252 541E NTKI EZRH H38
Buzzdog,"Dare, Funk and Torp",Textiles,75-962-1952,"Culp, Inc.",CFI,Basic Industries,FR23 5662 4556 45RZ 2074 OZ52 H74
Zoozzy,Lang LLC,Oilfield Services/Equipment,02-055-3679,ProPetro Holding Corp.,PUMP,Energy,GI29 TTTJ CDQV HMXD VUEP JLK
Skivee,"Cummerata, Rogahn and Donnelly",EDP Services,18-020-7422,"Five9, Inc.",FIVN,Technology,EE51 6391 7064 0220 8633
Aimbo,Douglas LLC,Oil & Gas Production,22-982-0373,"PDC Energy, Inc.",PDCE,Energy,AE69 2300 6851 0378 9973 207
Podcat,Stamm Inc,Oil/Gas Transmission,00-336-2654,"Just Energy Group, Inc.",JE,Public Utilities,PK54 GZEJ ZU4J PSG0 JZVM HD6B
Dabvine,Nitzsche Group,Restaurants,05-414-7835,"Red Robin Gourmet Burgers, Inc.",RRGB,Consumer Services,GR02 5223 195E MW8D PGQS VIXX XLG
Browsedrive,Hilll Inc,Package Goods/Cosmetics,06-169-7972,"Revlon, Inc.",REV,Consumer Non-Durables,MR29 7870 7464 6589 6054 9681 288
Tagchat,"Goyette, Hackett and Yost",n/a,68-527-2877,Managed Duration Investment Grade Municipal Fund,MZF,n/a,LI50 3912 8ZUK X7BS HNZU N
Chatterbridge,Schumm-Hamill,n/a,99-284-3279,Alcentra Capital Corp.,ABDC,n/a,PK86 ZJKU MWAD GZGB BMND 8MI5
Edgeblab,Feeney LLC,Electric Utilities: Central,61-316-2639,Enel Generacion Chile S.A.,EOCC,Public Utilities,MC70 8983 5215 51MP HOQZ BULN L08
Layo,"Trantow, McGlynn and Koss",Electrical Products,98-843-3262,"Frequency Electronics, Inc.",FEIM,Capital Goods,FO16 0100 4683 1848 60
Quinu,Runolfsson LLC,Major Banks,21-320-4053,OFG Bancorp,OFG^A,Finance,FR50 3466 7810 68HR NHG5 7QCX A53
Skajo,Kutch Inc,n/a,11-986-0524,Janus Henderson Small/Mid Cap Growth Alpha ETF,JSMD,n/a,AD89 3590 4542 1QD0 HTKG IY0D
Mynte,Hickle and Sons,n/a,72-765-0449,"Gabelli Equity Trust, Inc. (The)",GAB^D,n/a,MC57 0719 0009 31Q8 LMIW 3B2X Q95
Topicblab,Stracke-Botsford,Restaurants,38-323-4881,Starbucks Corporation,SBUX,Consumer Services,BE29 6588 1406 6292
Oyope,"Friesen, Ullrich and Buckridge",n/a,85-488-0447,PowerShares Global Agriculture Portfolio,PAGG,n/a,GB16 CIFW 0527 3727 8661 25
Wordpedia,Luettgen Inc,Major Banks,33-955-1174,International Bancshares Corporation,IBOC,Finance,EE90 7319 7243 3173 6106
Jaxworks,Kshlerin LLC,Major Pharmaceuticals,82-086-7694,AEterna Zentaris Inc.,AEZS,Health Care,HR21 7926 6089 6866 8966 6
Eazzy,"Wisozk, Shields and Barrows",n/a,29-865-8408,Crawford & Company,CRD.B,n/a,FI20 5359 7503 4324 08
Zoozzy,Dibbert-Becker,Telecommunications Equipment,40-960-7276,Magal Security Systems Ltd.,MAGS,Consumer Durables,FR78 4299 0749 04WK DYBY LFTV S54
Skilith,"McClure, Cummerata and Frami",Textiles,67-851-2395,"Xerium Technologies, Inc.",XRM,Basic Industries,IL73 6650 8761 7221 3732 807
Vimbo,Corkery-Kiehn,n/a,78-559-5789,Dynegy Inc.,DYN^A,n/a,IS85 5213 8702 3150 4387 0900 78
Oyoloo,Ritchie and Sons,n/a,70-217-9973,First Trust Large Cap Growth AlphaDEX Fund,FTC,n/a,IS51 7548 5510 9740 3887 8599 84
Katz,Heaney Group,Semiconductors,10-337-7841,"Monolithic Power Systems, Inc.",MPWR,Technology,GB36 RNGC 3576 0159 2161 90
Jaxnation,Dach LLC,n/a,76-311-2252,Bank of America Corporation,BML^G,n/a,AT78 7120 7924 6284 0268
Twitterlist,Jacobson-Sauer,Auto Manufacturing,71-106-9810,"Tesla, Inc. ",TSLA,Capital Goods,GR57 8053 072N LCXP HB9N THON 9SG
Quimba,"McDermott, Brown and Fadel",Computer Software: Prepackaged Software,44-298-5842,"Aware, Inc.",AWRE,Technology,BE48 5899 1468 1061
Vidoo,"Heathcote, Corkery and Ebert",Major Pharmaceuticals,05-124-3351,Bioverativ Inc.,BIVV,Health Care,DK69 9982 2114 0803 79
Voonix,Rolfson Group,Specialty Chemicals,96-103-0483,Foamix Pharmaceuticals Ltd.,FOMX,Consumer Durables,NL38 YYUH 3108 6978 72
Brainverse,Reichert Inc,n/a,95-733-2893,PowerShares DWA Energy Momentum Portfolio,PXI,n/a,EE94 8996 5142 8784 4327
Zooveo,Larson LLC,Office Equipment/Supplies/Services,41-872-5886,"HD Supply Holdings, Inc.",HDS,Consumer Services,FR92 8660 4909 593L P0WU BGMA M65
Roodel,Metz and Sons,Major Pharmaceuticals,53-632-6397,Cambrex Corporation,CBM,Health Care,MC90 8375 4502 973M LH6W ZH6B 728
Ntags,Maggio LLC,Industrial Specialties,13-559-4253,ReWalk Robotics Ltd,RWLK,Health Care,SK78 9377 5017 1680 5746 4381
Skynoodle,Kiehn Inc,Major Pharmaceuticals,43-124-0743,vTv Therapeutics Inc.,VTVT,Health Care,LU12 020B YQ1M XYW1 QIUA
Brainverse,Muller and Sons,RETAIL: Building Materials,37-719-0385,"Huttig Building Products, Inc.",HBP,Consumer Services,BA97 5648 6048 6087 2012
Fanoodle,"Considine, Crooks and Mraz",Air Freight/Delivery Services,92-623-6479,"Copa Holdings, S.A.",CPA,Transportation,GB31 NAUS 2095 7153 9427 71
Aivee,"Walker, Kemmer and Powlowski",Major Pharmaceuticals,69-285-5427,"Novan, Inc.",NOVN,Health Care,MT27 UUJR 5226 6Q7L AIGH DKDZ WGTM KZI
Browsebug,"Hane, Weissnat and Keeling",Marine Transportation,73-055-9514,"Odyssey Marine Exploration, Inc.",OMEX,Consumer Services,GB07 PFFG 5905 6150 2636 79
Riffpath,Nikolaus-Jacobs,Major Banks,48-386-2681,South State Corporation,SSB,Finance,MU52 ZSKF 3977 4782 0172 9143 430L IC
Youspan,Ferry Group,Diversified Commercial Services,67-255-7001,Korn/Ferry International,KFY,Technology,PT89 3996 7015 7941 6794 6172 9
Babbleopia,"Ebert, Hahn and Streich",Major Banks,18-219-8039,ACNB Corporation,ACNB,Finance,HR35 6102 9701 8246 8171 1
Youtags,Veum-Lockman,"Computer Software: Programming, Data Processing",97-538-4340,Rocket Fuel Inc.,FUEL,Technology,FR62 9359 6065 55FG ULTQ FHMJ 875
Quinu,"Rogahn, Gislason and Cruickshank",Finance: Consumer Services,90-478-8282,TransUnion,TRU,Finance,LB17 1107 LSX6 VXPX A4UQ JOJK YAHN
Pixoboo,Herman and Sons,Computer peripheral equipment,74-014-8159,"AstroNova, Inc.",ALOT,Technology,PK79 BXNX 3HMH UY9H APNN RWUS
Divape,Daugherty-Funk,n/a,01-720-4549,WisdomTree Japan Hedged SmallCap Equity Fund,DXJS,n/a,FR93 3336 9662 941O MKT6 UPO9 808
Oyondu,Leannon-Klein,n/a,40-390-4958,John Hancock Investors Trust,JHI,n/a,GI36 ANXH SGKD FLAU VYMA JZ7
Brightbean,Reichel Inc,Water Supply,24-406-3446,Aegion Corp,AEGN,Basic Industries,GI25 GCGF PQIM 9N6Y 96AE HSE
Zazio,"Jenkins, Schamberger and Doyle",Major Banks,51-472-9883,Northern Trust Corporation,NTRSP,Finance,LI95 5853 5TI6 R77A SBBC 2
Oba,Renner and Sons,Engineering & Construction,93-144-4241,"EMCOR Group, Inc.",EME,Capital Goods,FR91 0634 0388 32KW OUJG NLNF X85
Browseblab,"Quitzon, Paucek and Schmidt",Oil & Gas Production,07-513-1907,Petroleo Brasileiro S.A.- Petrobras,PBR,Energy,PS42 JYKE CZAT LOMC NIHW 2JL6 YA44 V
Zoomcast,Fahey-Turner,Major Chemicals,09-444-6474,LyondellBasell Industries NV,LYB,Basic Industries,NO49 5350 2943 326
Pixoboo,Ernser Group,n/a,32-940-5293,Highland/iBoxx Senior Loan ETF,SNLN,n/a,LT27 9667 1557 1955 1106
Oyonder,Lebsack-Russel,Real Estate,52-250-2496,Forestar Group Inc,FOR,Finance,FR27 6299 8387 40O8 LFHJ ABUH M16
Trudeo,Parisian-Collier,Power Generation,91-280-7442,"Westar Energy, Inc.",WR,Public Utilities,BA07 9132 6127 2933 8268
Thoughtblab,Schoen LLC,n/a,27-627-4865,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,IFGL,n/a,AL86 3615 9109 2QYO FUEZ JMOJ PTNY
Yadel,Bahringer Group,Electric Utilities: Central,32-598-3096,Dynegy Inc.,DYNC,Public Utilities,CH59 1491 6YOG HLSA ZMQB U
BlogXS,"Ferry, Ullrich and White",Business Services,44-421-1984,Forum Merger Corporation,FMCI,Finance,NO44 2545 5086 120
Kimia,Sipes-Weimann,n/a,59-192-2599,VictoryShares International High Div Volatility Wtd ETF,CID,n/a,FR38 6527 1790 78SG 3HQE 2MX5 V31
Zoomcast,Ebert-Prohaska,Real Estate,73-374-6822,Optibase Ltd.,OBAS,Finance,FR54 0124 2151 93ZA KN0I ZDTV 130
Lazz,"Hirthe, Gibson and Krajcik",Semiconductors,88-642-3398,SemiLEDS Corporation,LEDS,Technology,FR83 5556 6009 13HS LYGR UQAY Q84
Voonix,"Johns, Johns and Waters",Oil & Gas Production,28-230-2488,Penn Virginia Corporation,PVAC,Energy,EE83 8854 2141 8231 1760
Skilith,Kub and Sons,Other Consumer Services,01-630-5987,Performant Financial Corporation,PFMT,Consumer Services,SI07 5882 0625 6536 075
Leenti,Barton-Walsh,Biotechnology: Biological Products (No Diagnostic Substances),03-990-3071,Bio-Techne Corp,TECH,Health Care,NL73 KYNE 5540 7286 82
