Retailer country,Order method type,Retailer type,Product line,Product type,Product,Year,Quarter,Revenue,Quantity,Gross margin
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Water Bag,2013,Q1 2013,76001.95,19241,0.46582278
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,55226.32,5457,0.4716483
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kitchen Kit,2013,Q1 2013,102905.72,4409,0.31747846
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,8649.54,2762,0.72857516
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cook Set,2013,Q1 2013,93224.19,1748,0.34429508
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Deluxe Cook Set,2013,Q1 2013,156132.41,1267,0.35437799
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Single Flame,2013,Q1 2013,165108.29,2603,0.26880025
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Double Flame,2013,Q1 2013,87661.44,608,0.4798169
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Kettle,2013,Q1 2013,57461.94,4515,0.59848815
United States,Web,Sports Store,Camping Equipment,Cooking Gear,TrailChef Utensils,2013,Q1 2013,65413.33,3476,0.46860984
United States,Web,Sports Store,Camping Equipment,Tents,Star Lite,2013,Q1 2013,371662.34,1057,0.28900518
United States,Web,Sports Store,Camping Equipment,Tents,Star Dome,2013,Q1 2013,365444.85,591,0.35958599
United States,Web,Sports Store,Camping Equipment,Tents,Star Gazer 2,2013,Q1 2013,946696.3,1711,0.2904934
United States,Web,Sports Store,Camping Equipment,Tents,Star Gazer 3,2013,Q1 2013,347107.54,491,0.35779557
United States,Web,Sports Store,Camping Equipment,Tents,Star Gazer 6,2013,Q1 2013,142875.95,180,0.38268127
United States,Web,Sports Store,Camping Equipment,Tents,Star Peg,2013,Q1 2013,32491.42,16402,0.49518981
United States,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Lite,2013,Q1 2013,292033.08,3412,0.29898353
United States,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator,2013,Q1 2013,346373.26,2402,0.40361447
United States,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Extreme,2013,Q1 2013,228376.38,894,0.41281143
United States,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Self - Inflating Mat,2013,Q1 2013,312709.69,2911,0.51081449
United States,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pad,2013,Q1 2013,17569.44,441,0.50401606
United States,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,36255.55,2075,0.51638439
United States,Web,Sports Store,Camping Equipment,Sleeping Bags,Hibernator Camp Cot,2013,Q1 2013,141544.76,1426,0.3426355
United States,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Climber Backpack,2013,Q1 2013,306537.96,4198,0.2810189
United States,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,530203.37,1922,0.39585348
United States,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,165942.72,471,0.39449932
United States,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Extreme Backpack,2013,Q1 2013,352042.31,792,0.4625846
United States,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Cooler,2013,Q1 2013,82900.35,2659,0.5188802
United States,Web,Sports Store,Camping Equipment,Packs,Canyon Mule Carryall,2013,Q1 2013,224992.26,3222,0.41028211
United States,Web,Sports Store,Camping Equipment,Lanterns,Firefly Lite,2013,Q1 2013,22650.67,1561,0.53481508
United States,Web,Sports Store,Camping Equipment,Lanterns,Firefly Mapreader,2013,Q1 2013,55671.63,3484,0.53064065
United States,Web,Sports Store,Camping Equipment,Lanterns,Firefly 2,2013,Q1 2013,113005.93,4204,0.37984954
United States,Web,Sports Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,46250.24,1571,0.38858696
United States,Web,Sports Store,Camping Equipment,Lanterns,Firefly Extreme,2013,Q1 2013,7200.62,133,0.44052457
United States,Web,Sports Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,32591.12,1228,0.33006782
United States,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,79148,2334,0.44737504
United States,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,53729.65,1703,0.36608558
United States,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Butane,2013,Q1 2013,5762.68,86,0.39365365
United States,Web,Sports Store,Camping Equipment,Lanterns,EverGlow Lamp,2013,Q1 2013,85182.22,3118,0.53183634
United States,Web,Sports Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,40802.37,1183,0.54712288
United States,Web,Sports Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,41031.54,850,0.37852686
United States,Web,Sports Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,5991.84,144,0.51934631
United States,Web,Sports Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,11133.15,143,0.49906361
United States,Web,Sports Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,23321.53,243,0.53111996
United States,Web,Sports Store,Personal Accessories,Watches,Mountain Man Extreme,2013,Q1 2013,18036.69,63,0.59416223
United States,Web,Sports Store,Personal Accessories,Watches,Venue,2013,Q1 2013,256011,3507,0.41831445
United States,Web,Sports Store,Personal Accessories,Watches,Infinity,2013,Q1 2013,437190,1885,0.45440962
United States,Web,Sports Store,Personal Accessories,Watches,Lux,2013,Q1 2013,185833.6,1080,0.47535107
United States,Web,Sports Store,Personal Accessories,Watches,Sam,2013,Q1 2013,51186,1140,0.38708241
United States,Web,Sports Store,Personal Accessories,Watches,TX,2013,Q1 2013,386776,2051,0.4530202
United States,Web,Sports Store,Personal Accessories,Watches,Legend,2013,Q1 2013,363545,1373,0.43402621
United States,Web,Sports Store,Personal Accessories,Watches,Zodiak,2013,Q1 2013,36008,340,0.42360364
United States,Web,Sports Store,Personal Accessories,Watches,Kodiak,2013,Q1 2013,135818.2,1104,0.45182442
United States,Web,Sports Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,86481.06,1427,0.5685061
United States,Web,Sports Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,39741.9,376,0.52988055
United States,Web,Sports Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,149036.5,1253,0.50497603
United States,Web,Sports Store,Personal Accessories,Eyewear,Polar Extreme,2013,Q1 2013,15329.87,107,0.49396179
United States,Web,Sports Store,Personal Accessories,Eyewear,Bella,2013,Q1 2013,61200,884,0.44092696
United States,Web,Sports Store,Personal Accessories,Eyewear,Capri,2013,Q1 2013,70050.7,1829,0.33862931
United States,Web,Sports Store,Personal Accessories,Eyewear,Cat Eye,2013,Q1 2013,217129.3,6818,0.32789877
United States,Web,Sports Store,Personal Accessories,Eyewear,Dante,2013,Q1 2013,402466.14,9060,0.37958604
United States,Web,Sports Store,Personal Accessories,Eyewear,Fairway,2013,Q1 2013,317402.8,15752,0.39939131
United States,Web,Sports Store,Personal Accessories,Eyewear,Inferno,2013,Q1 2013,386306.25,5913,0.40914114
United States,Web,Sports Store,Personal Accessories,Eyewear,Maximus,2013,Q1 2013,366030,4437,0.50425596
United States,Web,Sports Store,Personal Accessories,Eyewear,Trendi,2013,Q1 2013,94463.4,1878,0.3955587
United States,Web,Sports Store,Personal Accessories,Eyewear,Zone,2013,Q1 2013,635973,20754,0.32243105
United States,Web,Sports Store,Personal Accessories,Eyewear,Hawk Eye,2013,Q1 2013,251505,6210,0.40579615
United States,Web,Sports Store,Personal Accessories,Eyewear,Retro,2013,Q1 2013,360801.35,5759,0.44712269
United States,Web,Sports Store,Personal Accessories,Knives,Single Edge,2013,Q1 2013,371210.24,30531,0.29596403
United States,Web,Sports Store,Personal Accessories,Knives,Double Edge,2013,Q1 2013,52998.74,3244,0.3003811
United States,Web,Sports Store,Personal Accessories,Knives,Edge Extreme,2013,Q1 2013,141796.37,1247,0.2964559
United States,Web,Sports Store,Personal Accessories,Knives,Bear Edge,2013,Q1 2013,76560.88,1928,0.40745404
United States,Web,Sports Store,Personal Accessories,Knives,Bear Survival Edge,2013,Q1 2013,85720.4,977,0.46431655
United States,Web,Sports Store,Personal Accessories,Knives,Max Gizmo,2013,Q1 2013,93727.4,2309,0.54154185
United States,Web,Sports Store,Personal Accessories,Knives,Pocket Gizmo,2013,Q1 2013,52064.4,4036,0.61166824
United States,Web,Sports Store,Personal Accessories,Binoculars,Seeker 35,2013,Q1 2013,158147.43,1581,0.28831351
United States,Web,Sports Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,94021.2,738,0.2733124
United States,Web,Sports Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,108426.66,738,0.35937748
United States,Web,Sports Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,142343.61,1871,0.47423
United States,Web,Sports Store,Personal Accessories,Binoculars,Opera Vision,2013,Q1 2013,40260,366,0.54030551
United States,Web,Sports Store,Personal Accessories,Binoculars,Ranger Vision,2013,Q1 2013,109862.4,668,0.50138337
United States,Web,Sports Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,82055.63,2554,0.37749549
United States,Web,Sports Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,17393.26,188,0.42713442
United States,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,101242.57,913,0.33772207
United States,Web,Sports Store,Personal Accessories,Navigation,Glacier GPS Extreme,2013,Q1 2013,117858.9,345,0.48343188
United States,Web,Sports Store,Personal Accessories,Navigation,Trail Scout,2013,Q1 2013,110908,466,0.35327515
United States,Web,Sports Store,Personal Accessories,Navigation,Astro Pilot,2013,Q1 2013,133110,918,0.37724431
United States,Web,Sports Store,Personal Accessories,Navigation,Sky Pilot,2013,Q1 2013,110622,309,0.33970982
United States,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,10084.78,2251,0.59153001
United States,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q1 2013,1099,157,0.73142857
United States,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,10045,1435,0.66714286
United States,Web,Sports Store,Outdoor Protection,Insect Repellents,BugShield Extreme,2013,Q1 2013,46175.43,7008,0.63271896
United States,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,7655,1531,0.61
United States,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter Stick,2013,Q1 2013,1730,346,0.608
United States,Web,Sports Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,22812.5,5199,0.57838247
United States,Web,Sports Store,Outdoor Protection,First Aid,Compact Relief Kit,2013,Q1 2013,10787,469,0.60869565
United States,Web,Sports Store,Outdoor Protection,First Aid,Deluxe Family Relief Kit,2013,Q1 2013,9380,268,0.59885714
United States,Web,Sports Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,2514,419,0.52833333
United States,Web,Sports Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,1495.78,859,-0.10262204
United States,Web,Sports Store,Outdoor Protection,First Aid,Insect Bite Relief,2013,Q1 2013,1632,272,0.54
United States,Web,Sports Store,Golf Equipment,Irons,Hailstorm Steel Irons,2013,Q1 2013,55804.05,126,0.50100396
United States,Web,Sports Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,345504.34,437,0.4671486
United States,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Steel Irons,2013,Q1 2013,136793.61,270,0.45176387
United States,Web,Sports Store,Golf Equipment,Irons,Lady Hailstorm Titanium Irons,2013,Q1 2013,203016.84,240,0.50348946
United States,Web,Sports Store,Golf Equipment,Woods,Hailstorm Titanium Woods Set,2013,Q1 2013,783558.2,664,0.4981219
United States,Web,Sports Store,Golf Equipment,Woods,Hailstorm Steel Woods Set,2013,Q1 2013,194880,299,0.4758908
United States,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Titanium Woods Set,2013,Q1 2013,545722.06,422,0.52829468
United States,Web,Sports Store,Golf Equipment,Woods,Lady Hailstorm Steel Woods Set,2013,Q1 2013,70087.68,81,0.51345229
United States,Web,Sports Store,Golf Equipment,Putters,Blue Steel Putter,2013,Q1 2013,97642.35,1154,0.51307194
United States,Web,Sports Store,Golf Equipment,Putters,Blue Steel Max Putter,2013,Q1 2013,100557.6,873,0.22138168
United States,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf and Tee Set,2013,Q1 2013,36728,4265,0.67485297
United States,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Umbrella,2013,Q1 2013,13312.98,1779,0.19822609
United States,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Golf Bag,2013,Q1 2013,225402.3,1043,0.63120563
United States,Web,Sports Store,Golf Equipment,Golf Accessories,Course Pro Gloves,2013,Q1 2013,2816.73,263,0.76190476
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,11152.26,1113,0.47704591
United States,Sales visit,Department Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,5435.76,1562,0.75574713
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Lite,2013,Q1 2013,207104.18,589,0.28900518
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Dome,2013,Q1 2013,102027.75,165,0.35958599
United States,Sales visit,Department Store,Camping Equipment,Tents,Star Gazer 3,2013,Q1 2013,93316.08,132,0.35779557
United States,Sales visit,Department Store,Camping Equipment,Sleeping Bags,Hibernator Pillow,2013,Q1 2013,7836.6,444,0.52124646
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Weekender Backpack,2013,Q1 2013,41454.05,145,0.41704852
United States,Sales visit,Department Store,Camping Equipment,Packs,Canyon Mule Journey Backpack,2013,Q1 2013,116970.24,332,0.39449932
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly 4,2013,Q1 2013,9273.6,315,0.38858696
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Firefly Multi-light,2013,Q1 2013,8837.82,333,0.33006782
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Single,2013,Q1 2013,21156.25,625,0.44638109
United States,Sales visit,Department Store,Camping Equipment,Lanterns,EverGlow Kerosene,2013,Q1 2013,12935.5,410,0.36608558
United States,Sales visit,Department Store,Camping Equipment,Lanterns,Flicker Lantern,2013,Q1 2013,8219.21,239,0.5457982
United States,Sales visit,Department Store,Personal Accessories,Binoculars,Seeker Mini,2013,Q1 2013,9304.65,145,0.37665576
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Spray,2013,Q1 2013,0,145,
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion Lite,2013,Q1 2013,2618,374,0.73142857
United States,Sales visit,Department Store,Outdoor Protection,Insect Repellents,BugShield Lotion,2013,Q1 2013,2695,385,0.66714286
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Blocker,2013,Q1 2013,1345,269,0.61
United States,Sales visit,Department Store,Outdoor Protection,Sunscreen,Sun Shelter 30,2013,Q1 2013,0,145,
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Calamine Relief,2013,Q1 2013,666,111,0.52833333
United States,Sales visit,Department Store,Outdoor Protection,First Aid,Aloe Relief,2013,Q1 2013,0,145,
United States,Sales visit,Department Store,Golf Equipment,Irons,Hailstorm Titanium Irons,2013,Q1 2013,109380.4,124,0.48883347
United States,Sales visit,Eyewear Store,Personal Accessories,Watches,Mountain Man Analog,2013,Q1 2013,7136.48,146,0.38625205
United States,Sales visit,Eyewear Store,Personal Accessories,Watches,Mountain Man Digital,2013,Q1 2013,1289.91,31,0.51934631
United States,Sales visit,Eyewear Store,Personal Accessories,Watches,Mountain Man Deluxe,2013,Q1 2013,8006.62,99,0.51777404
United States,Sales visit,Eyewear Store,Personal Accessories,Watches,Mountain Man Combination,2013,Q1 2013,1666.17,17,0.54086318
United States,Sales visit,Eyewear Store,Personal Accessories,Watches,Mountain Man Extreme,2013,Q1 2013,2355.04,8,0.60530607
United States,Sales visit,Eyewear Store,Personal Accessories,Eyewear,Polar Sun,2013,Q1 2013,14408.72,233,0.57713454
United States,Sales visit,Eyewear Store,Personal Accessories,Eyewear,Polar Ice,2013,Q1 2013,5060,46,0.54827273
United States,Sales visit,Eyewear Store,Personal Accessories,Eyewear,Polar Sports,2013,Q1 2013,10184.1,83,0.5201304
United States,Sales visit,Eyewear Store,Personal Accessories,Eyewear,Polar Wave,2013,Q1 2013,1434.3,15,0.56996444
United States,Sales visit,Eyewear Store,Personal Accessories,Binoculars,Seeker 50,2013,Q1 2013,6752.2,53,0.2733124
United States,Sales visit,Eyewear Store,Personal Accessories,Binoculars,Seeker Extreme,2013,Q1 2013,6941.6,40,0.45764665
United States,Sales visit,Eyewear Store,Personal Accessories,Navigation,Glacier Basic,2013,Q1 2013,10470.4,320,0.38875306
United States,Sales visit,Eyewear Store,Personal Accessories,Navigation,Glacier Deluxe,2013,Q1 2013,5425.9,58,0.43345804
United States,Sales visit,Eyewear Store,Personal Accessories,Navigation,Glacier GPS,2013,Q1 2013,14193.92,128,0.33772207
Canada,Telephone,Sports Store,Camping Equipment,Cooking Gear,TrailChef Canteen,2013,Q1 2013,7036.44,573,0.35504886
Canada,Telephone,Sports Store,Camping Equipment,Cooking Gear,TrailChef Cup,2013,Q1 2013,3722.83,1037,0.7632312
