Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,Last Payment Amount,Origination Country,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate Type,Current Rate Ref,Early Redemption Penalty,Last Payment Date,Next Principal Scheduled Repayment Date,Early Redemption Penalty,Loan Status,Days in Past-Due
180273.8095,180306.069,ZLP27721,Web,Not in MARP,4/30/2014,527.1164021,Ireland,Mortage,Loan,Linear,5/21/2045,5/20/2050,EUR,189761.9048,32.25952381,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
185566.6667,186543.3333,ZLP27722,Broker,Not in MARP,5/1/2014,542.5925926,Ireland,Mortage,Loan,Linear,5/22/2045,5/21/2050,EUR,195333.3333,976.6666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
200040,201040,ZLP27723,Branch,Not in MARP,5/2/2014,555.5555556,Ireland,Mortage,Loan,Linear,5/23/2045,5/22/2050,EUR,200000,1000,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
142500,142875,ZLP27724,Web,ARA,5/3/2014,416.6666667,Ireland,Mortage,Loan,Linear,5/24/2045,5/22/2053,EUR,150000,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
90000,90270,ZLP27725,Broker,Exited MARP,5/4/2014,277.7777778,Ireland,Mortage,Loan,Linear,5/25/2045,5/30/2045,EUR,100000,270,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
83300,83791.3,ZLP27726,Branch,Not in MARP,5/5/2014,0,Ireland,Mortage,Loan,Linear,5/26/2045,5/31/2045,EUR,85000,491.3,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,400
190000,191000,ZLP27727,Branch,ARA,5/6/2014,555.5555556,Ireland,Mortage,Loan,Linear,5/27/2045,6/1/2045,EUR,200000,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
142500,142905,ZLP27728,Web,ARA,5/7/2014,416.6666667,Ireland,Mortage,Loan,Linear,5/28/2045,6/2/2045,EUR,150000,405,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
129200,129986.08,ZLP27729,Broker,ARA,5/8/2014,377.7777778,Ireland,Mortage,Loan,Linear,5/29/2045,6/3/2045,EUR,136000,786.08,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
126078.5714,126742.1429,ZLP27730,Branch,Not in MARP,5/9/2014,368.6507937,Ireland,Mortage,Loan,Linear,5/30/2045,6/4/2045,EUR,132714.2857,663.5714286,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
116485.7143,116507.7171,ZLP27731,Web,Not in MARP,5/10/2014,359.5238095,Ireland,Mortage,Loan,Linear,5/31/2045,5/30/2051,EUR,129428.5714,22.00285714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
123620,123641.4443,ZLP27732,Broker,Not in MARP,5/11/2014,350.3968254,Ireland,Mortage,Loan,Linear,6/1/2045,5/31/2050,EUR,126142.8571,21.44428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,260
116714.2857,116735.1714,ZLP27733,Branch,Not in MARP,5/12/2014,341.2698413,Ireland,Mortage,Loan,Linear,6/2/2045,6/1/2050,EUR,122857.1429,20.88571429,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,90
107614.2857,107913.2143,ZLP27734,Branch,Not in MARP,5/13/2014,332.1428571,Ireland,Mortage,Loan,Linear,6/3/2045,6/2/2050,EUR,119571.4286,298.9285714,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
113960,114273.9714,ZLP27735,Web,Not in MARP,5/14/2014,323.015873,Ireland,Mortage,Loan,Linear,6/4/2045,6/3/2050,EUR,116285.7143,313.9714286,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
190000,191156,ZLP27736,Broker,Not in MARP,5/15/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/5/2045,6/4/2050,EUR,200000,1156,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
142500,143250,ZLP27737,Branch,Not in MARP,5/16/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/6/2045,6/4/2053,EUR,150000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
100020,100037,ZLP27738,Web,Not in MARP,5/17/2014,277.7777778,Ireland,Mortage,Loan,Linear,6/7/2045,6/12/2045,EUR,100000,17,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
80750,81175,ZLP27739,Broker,Not in MARP,5/18/2014,236.1111111,Ireland,Mortage,Loan,Linear,6/8/2045,6/13/2045,EUR,85000,425,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
180000,181000,ZLP27740,Branch,Not in MARP,5/19/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/9/2045,6/14/2045,EUR,200000,1000,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
147000,147375,ZLP27741,Branch,Not in MARP,5/20/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/10/2045,6/15/2045,EUR,150000,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
129200,129567.2,ZLP27742,Web,Not in MARP,5/21/2014,377.7777778,Ireland,Mortage,Loan,Linear,6/11/2045,6/16/2045,EUR,136000,367.2,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
126078.5714,126845.66,ZLP27743,Broker,Not in MARP,5/22/2014,368.6507937,Ireland,Mortage,Loan,Linear,6/12/2045,6/17/2045,EUR,132714.2857,767.0885714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
122957.1429,123604.2857,ZLP27744,Branch,ARA,5/23/2014,359.5238095,Ireland,Mortage,Loan,Linear,6/13/2045,6/12/2051,EUR,129428.5714,647.1428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
119835.7143,120176.3,ZLP27745,Web,Exited MARP,5/24/2014,350.3968254,Ireland,Mortage,Loan,Linear,6/14/2045,6/13/2050,EUR,126142.8571,340.5857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
110571.4286,111281.5429,ZLP27746,Broker,Not in MARP,5/25/2014,341.2698413,Ireland,Mortage,Loan,Linear,6/15/2045,6/14/2050,EUR,122857.1429,710.1142857,fixed,,,fixed,,0.03,7/22/2019,8/30/2019,0.04,non-performing,180
117180,117777.8571,ZLP27747,Branch,ARA,5/26/2014,332.1428571,Ireland,Mortage,Loan,Linear,6/16/2045,6/15/2050,EUR,119571.4286,597.8571429,fixed,,,fixed,,0.03,7/31/2019,8/30/2019,0.04,non-performing,170
110471.4286,110491.1971,ZLP27748,Branch,ARA,5/27/2014,323.015873,Ireland,Mortage,Loan,Linear,6/17/2045,6/16/2050,EUR,116285.7143,19.76857143,mixed,5 years fixed then variable,,fixed,,0.03,8/1/2019,8/30/2019,0.04,non-performing,213
135000,135025.5,ZLP27749,Web,ARA,5/28/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/18/2045,6/17/2050,EUR,150000,25.5,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,280
98000,98017,ZLP27750,Broker,Not in MARP,5/29/2014,277.7777778,Ireland,Mortage,Loan,Linear,6/19/2045,6/17/2053,EUR,100000,17,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
80750,80962.5,ZLP27751,Branch,Not in MARP,5/30/2014,0,Ireland,Mortage,Loan,Linear,6/20/2045,6/25/2045,EUR,85000,212.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
190000,190540,ZLP27752,Web,Not in MARP,5/31/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/21/2045,6/26/2045,EUR,200000,540,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
150030,150897,ZLP27753,Broker,Not in MARP,6/1/2014,416.6666667,Ireland,Mortage,Loan,Linear,2/8/2045,2/13/2045,EUR,150000,867,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
129200,129880,ZLP27754,Branch,Not in MARP,6/2/2014,377.7777778,Ireland,Mortage,Loan,Linear,2/9/2045,2/14/2045,EUR,136000,680,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
140700,140726.5767,ZLP27755,Branch,Not in MARP,6/3/2014,434.2592593,Ireland,Mortage,Loan,Linear,2/10/2045,2/15/2045,EUR,156333.3333,26.57666667,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
158666.6667,159476.1905,ZLP27756,Web,Not in MARP,6/4/2014,0,Ireland,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,161904.7619,809.5238095,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,350
159102.381,159939.7619,ZLP27757,Broker,Not in MARP,6/5/2014,465.2116402,Ireland,Mortage,Loan,Linear,5/24/2045,5/23/2051,EUR,167476.1905,837.3809524,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
164395.2381,164827.8571,ZLP27758,Branch,Not in MARP,6/6/2014,480.6878307,Ireland,Mortage,Loan,Linear,5/25/2045,5/24/2050,EUR,173047.619,432.6190476,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
169688.0952,170170.3667,ZLP27759,Web,Not in MARP,6/7/2014,496.1640212,Ireland,Mortage,Loan,Linear,5/26/2045,5/25/2050,EUR,178619.0476,482.2714286,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
174980.9524,176045.5733,ZLP27760,Broker,Not in MARP,6/8/2014,511.6402116,Ireland,Mortage,Loan,Linear,5/27/2045,5/26/2050,EUR,184190.4762,1064.620952,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
170785.7143,171734.5238,ZLP27761,Branch,Not in MARP,6/9/2014,527.1164021,Ireland,Mortage,Loan,Linear,5/28/2045,5/27/2050,EUR,189761.9048,948.8095238,fixed,,,fixed,,0.03,7/23/2019,8/30/2019,0.04,non-performing,93
191426.6667,191954.0667,ZLP27762,Branch,Not in MARP,6/10/2014,542.5925926,Ireland,Mortage,Loan,Linear,5/29/2045,5/28/2050,EUR,195333.3333,527.4,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,270
190000,191156,ZLP27763,Web,Not in MARP,6/11/2014,555.5555556,Ireland,Mortage,Loan,Linear,5/30/2045,5/28/2053,EUR,200000,1156,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
135000,135750,ZLP27764,Broker,ARA,6/12/2014,416.6666667,Ireland,Mortage,Loan,Linear,5/31/2045,6/5/2045,EUR,150000,750,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
98000,98017,ZLP27765,Branch,Exited MARP,6/13/2014,277.7777778,Ireland,Mortage,Loan,Linear,6/1/2045,6/6/2045,EUR,100000,17,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
80750,80764.45,ZLP27766,Web,Not in MARP,6/14/2014,236.1111111,Ireland,Mortage,Loan,Linear,6/2/2045,6/7/2045,EUR,85000,14.45,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
190000,190034,ZLP27767,Broker,ARA,6/15/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/3/2045,6/8/2045,EUR,200000,34,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
150030,150405,ZLP27768,Branch,ARA,6/16/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/4/2045,6/9/2045,EUR,150000,375,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,200
129200,129567.2,ZLP27769,Branch,ARA,6/17/2014,377.7777778,Ireland,Mortage,Loan,Linear,6/5/2045,6/10/2045,EUR,136000,367.2,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
119442.8571,120209.9457,ZLP27770,Web,Not in MARP,6/18/2014,0,Ireland,Mortage,Loan,Linear,6/6/2045,6/5/2051,EUR,132714.2857,767.0885714,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,400
126840,127487.1429,ZLP27771,Broker,Not in MARP,6/19/2014,359.5238095,Ireland,Mortage,Loan,Linear,6/7/2045,6/6/2050,EUR,129428.5714,647.1428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,95
119835.7143,119857.1586,ZLP27772,Branch,Not in MARP,6/20/2014,350.3968254,Ireland,Mortage,Loan,Linear,6/8/2045,6/7/2050,EUR,126142.8571,21.44428571,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,97
116714.2857,117328.5714,ZLP27773,Web,Not in MARP,6/21/2014,341.2698413,Ireland,Mortage,Loan,Linear,6/9/2045,6/8/2050,EUR,122857.1429,614.2857143,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,93
113592.8571,114190.7143,ZLP27774,Broker,Not in MARP,6/22/2014,332.1428571,Ireland,Mortage,Loan,Linear,6/10/2045,6/9/2050,EUR,119571.4286,597.8571429,fixed,,,fixed,,0.03,7/29/2019,8/30/2019,0.04,non-performing,20
110471.4286,110762.1429,ZLP27775,Branch,Not in MARP,6/23/2014,323.015873,Ireland,Mortage,Loan,Linear,6/11/2045,6/10/2050,EUR,116285.7143,290.7142857,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
180000,180540,ZLP27776,Branch,Not in MARP,6/24/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/12/2045,6/10/2053,EUR,200000,540,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,92
147000,147867,ZLP27777,Web,Not in MARP,6/25/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/13/2045,6/18/2045,EUR,150000,867,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,180
95000,95500,ZLP27778,Broker,Not in MARP,6/26/2014,277.7777778,Ireland,Mortage,Loan,Linear,6/14/2045,6/19/2045,EUR,100000,500,variable,,LIBOR,fixed,LIBOR,0.03,7/26/2019,8/30/2019,0.04,non-performing,170
76500,76729.5,ZLP27779,Branch,Not in MARP,6/27/2014,236.1111111,Ireland,Mortage,Loan,Linear,6/15/2045,6/20/2045,EUR,85000,229.5,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,213
196000,197156,ZLP27780,Web,Not in MARP,6/28/2014,555.5555556,Ireland,Mortage,Loan,Linear,6/16/2045,6/21/2045,EUR,200000,1156,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,200
142500,143250,ZLP27781,Broker,Not in MARP,6/29/2014,416.6666667,Ireland,Mortage,Loan,Linear,6/17/2045,6/22/2045,EUR,150000,750,mixed,5 years fixed then variable,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,90
129200,129223.12,ZLP27782,Branch,Not in MARP,6/30/2014,377.7777778,Ireland,Mortage,Loan,Linear,6/18/2045,6/23/2045,EUR,136000,23.12,fixed,,,fixed,,0.03,7/26/2019,8/30/2019,0.04,non-performing,91
