COMPANY NAME,INDUSTRY,ADDRESS,CITY,STATE,ZIP,P,WEBSITE URL,CEO,CONTACT TITLE,EMPLOYEES,SALES,SALES RANGE,SIC CODE,SIC DESCRIPTION,NAICS CODE,LATITUDE,LONGITUDE
BHP Billiton Limited Common Stock,Legal,559 California St,San Francisco,CA,94104,214-808-1300,ltws.com,Bev Dermo,,4,668000,,8111,Legal Services,541110,37.792715,122.40322
BlackRock Virginia Municipal Bond Trust,Insurance,2244 East Plaza Boulevard # L,National City,CA,91950,682-632-5970,farmersagent.com/tbundalian,Bette Digiovanni,Manager,4,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.67872,117.08187
Sotheby's Common Stock,Other Business Services,3329 Longview Drive,Sacramento,CA,95821,512-343-4517,local.terminix.com,Lajuana Mccloud,,,,Unknown,7342,Disinfecting and Pest Control Services,561710,38.643403,121.386576
BlackRock Municipal Bond Investment Trust,Other Business Services,759 East Nees Avenue Unit 27156,Fresno,CA,93729,512-343-4518,levelupcareers.com,Shakira Westervelt,,,,"$100,000 - $500,004",7361,Employment Agencies,541612,36.8521,119.77135
"Boulder Growth & Income Fund, Inc.",Other Business Services,605 East Holt Boulevard,Ontario,CA,91764,512-343-4519,acesmogcheck.com,Matt Nickolich,,3,324000,,,"Business Services, NEC",,34.06325,117.5551306
"Big Lots, Inc. Common Stock",Legal,"7704 Irvine Center Drive, Suite 955",Irvine,CA,92618,512-343-4520,habbaspilaw.com/city/orange-county/,Clemencia Momplaisir,,3,510000,,,Legal Services,,33.659099,117.6237177
SPDR S&P BRIC 40,Legal,323 North Main St # B,Fort Bragg,CA,95437,682-632-5970,fortbragglaw.com,Oliva Ambert,Partner,2,334000,,8111,Legal Services,541110,39.44471,123.80609
SPDR Barclays 1,Printing & Publishing,104 S. CITRUS SUITE 204,Covina,CA,91723,512-343-4510,rochaarts.com,Ranee Maye,,,,Unknown,,Miscellaneous Publishing,,34.0862,117.89023
Progressive Waste Solutions Ltd. Common Shares,Real Estate,2179 North Calif Boulevard # 300,Walnut Creek,CA,94596,682-632-5970,cbre.com,Ming Eskew,,,,Unknown,6531,Real Estate Agents and Managers,531210,37.90947,122.06545
Bio,Legal,"9000 Miramar Rd, Ste 220",San Diego,CA,92126,214-808-1293,aimeemorris.com,Annice Peckens,,,,Unknown,,Legal Services,,32.8940773,117.124101
Bio,Professional Services,1485 Ford St # 201,Redlands,CA,92373,214-808-1294,caeap.com,Effie Frymark,President,7,574000,,8748,"Business Consulting Services, NEC",624190,34.03732,117.139612
BioAmber Inc. Common Stock,Professional Services,3482 Buskirk Avenue # 215,Pleasant Hill,CA,94523,214-808-1237,mazeassociates.com,Maricela Conger,,38,3230000,,8721,"Accounting, Auditing, and Bookkeeping Services",541219,37.941523,122.05712
"BioAmber Inc. Warrant, expiring May 9, 2017",Professional Services,28217 Foxlane Drive,Canyon Country,CA,91351,214-808-1238,svsmusicproductions.com,Esteban Plantenberg,,,,"$50,000 - $100,004",8748,"Business Consulting Services, NEC",541618,34.434378,118.467041
Brookfield Infrastructure Partners LP Limited Partnership Units,Legal,2229 East Bayshore Road # 200,Palo Alto,CA,94303,214-808-1239,williamclewis.com,Doretha Wykle,Owner,4,668000,,8111,Legal Services,541110,37.450305,122.123101
"Berkshire Income Realty, Inc. 9% Series A Preferred Stock",Professional Services,1547 West Grand Avenue,Grover Beach,CA,93433,918-354-8910,cashamerica.com,Dorsey Neitzke,,,,$500.000 - $999.1003,8742,Management Consulting Services,522320,35.12119,120.61238
BlackRock Multi,Professional Services,3529 Mount Diablo Boulevard 12,Lafayette,CA,94549,918-354-8911,maryfurlong.com,Amie Okuniewski,,,,"$100,000 - $500,000",8742,Management Consulting Services,541613,37.86704,122.511418
Bitauto Holdings Limited American Depositary Shares (each representing one ordinary share),Legal,224 Bush St # 1611,San Francisco,CA,94104,918-354-8912,toothattorney.com,Bulah Berkoff,,7,1169000,,8111,Legal Services,541110,37.1394,122.590205
Vanguard Intermediate,Insurance,6269 Greenwich Drive # 250,San Diego,CA,92122,214-808-1260,hpis.biz,Erin Delbosque,Chief Executive Officer,4,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.8545,117.18491
Market Vectors BDC Income ETF,Professional Services,13026 Woodcock Avenue,Sylmar,CA,91342,214-808-1261,arpnetworks.com,Kassandra Marushia,,,,"$100,000 - $500,000",8712,Architectural Services,541310,34.306061,118.455575
Market Vectors Gaming ETF,Insurance,3174 Crow Canyon Place # 120,San Ramon,CA,94583,214-808-1262,farmersagent.com/jcarlson6,Leslee Matsuno,Owner,,,"$100,000 - $500,000",6411,"Insurance Agents, Brokers, and Service",524210,37.777009,121.972437
Blackrock California Municipal 2018 Term Trust Blackrock California Municipal 2018 Term Trust,Real Estate,877 Stevens Avenue,Solana Beach,CA,92075,214-808-1263,equityapartments.com,Daniel Dobler,Manager,4,792000,,6513,Operators of Apartment Buildings,531110,32.98401,117.2594
Bank of New York Mellon Corporation (The) Common Stock,Professional Services,5154 Candlewood St # 9g,Lakewood,CA,90712,682-632-5971,driverstuwilliams.com,Antonio Unruh,,,,"$100,000 - $500,000",8721,"Accounting, Auditing, and Bookkeeping Services",541211,33.853522,118.133016
