COMPANY NAME,INDUSTRY,ADDRESS,CITY,STATE,ZIP,COUNTY,number,WEBSITE URL,CEO,CONTACT TITLE,NUMBER OF EMPLOYEES,EMPLOYEE SIZE,SALES,SALES RANGE,SIC CODE,SIC DESCRIPTION,NAICS CODE,LATITUDE,LONGITUDE
"Argan, Inc. Common Stock",Other Business Services,1402 E. Juana,San Leandro,CA,94577,Alameda,918-354-8898,ghaspwaterdamagerestoration.com/mold-testing/ca/mold-inspection-in-san-leandro-ca/,Terrence Gentry,,,4-Jan,,Unknown,,"Business Services, NEC",,37.7297,122.13376
iShares  Agency Bond ETF,Legal,428 Yale Avenue,Claremont,CA,91711,Los Angeles,918-354-8899,paulbrisson.com,Paul Brisson,,,4-Jan,,Unknown,,Legal Services,,34.09795,117.71789
A.H. Belo Corporation Common Stock,Professional Services,2835 North Naomi St,Burbank,CA,91504,Los Angeles,918-354-8900,aetlab.com,Cyrus Razmara,Executive Director,35,,5005000,,8734,Testing Laboratories,541380,34.20341,118.33994
"Armada Hoffler Properties, Inc. Common Stock",Professional Services,31978 Hilltop Boulevard # D,Running Springs,CA,92382,San Bernardino,214-808-1244,brsltd.org,Victor Cintron,CEO,,4-Jan,,Unknown,8734,Testing Laboratories,541380,34.2055,117.10595
Aspen Insurance Holdings Limited Ordinary Shares,Advertising & Marketing,2831 F St,Eureka,CA,95501,Humboldt,214-808-1245,coxrasmussen.com,Alicia Cox,Owner,5,,1045000,,7311,Advertising Agencies,541810,40.7824,124.16365
Aspen Insurance Holdings Limited Perp Pfd Shares (Bermuda),Professional Services,5304 Betsy Ross Drive,Santa Clara,CA,95054,Santa Clara,214-808-1246,promo-line.com,Aldad Matityahu,Owner,50,,10500000,,8743,Public Relations Services,237130,37.407365,121.143201
Aspen Insurance Holdings Limited Perp Pref Shs (Bermuda),Insurance,656 University Avenue,Sacramento,CA,95825,Sacramento,214-808-1247,perryfn.com,Jeff Perry,President,10,,1960000,,6411,"Insurance Agents, Brokers, and Service",524210,38.567119,121.705768
Aspen Insurance Holdings Limited 5.95% Fixed,Other Business Services,14001 Jamboree Road,Irvine,CA,92606,Orange,682-632-5967,irvinecompany.com,,,,4-Jan,,$500.000 - $999.1000,7361,Employment Agencies,561311,33.1259,117.654869
"Ashford Hospitality Prime, Inc. Common Stock",Other Business Services,4571 Eucalyptus Avenue,Chino,CA,91710,San Bernardino,214-808-1247,rainchainsworld.com,Junelia Dicousta,,,4-Jan,,Unknown,,"Business Services, NEC",,33.152897,117.138007
AMN Healthcare Services Inc AMN Healthcare Services Inc,Other Business Services,312 California St # 400,San Francisco,CA,94104,San Francisco,214-808-1248,jmoorepartners.com,James A Moore,,,4-Jan,,"$100,000 - $500,001",7389,"Business Services, NEC",522320,37.793117,122.400139
Ashford Hospitality Trust Inc Common Stock,Professional Services,3653 Viaduct Lujosa,Escondido,CA,92025,San Diego,918-354-8902,resourcetrends.com,John Ruetten,,1,,135000,,8748,"Business Consulting Services, NEC",541910,33.070377,117.047897
Ashford Hospitality Trust Inc 8.55% Cum Preferred Series A,Real Estate,331 Pythian Road,Santa Rosa,CA,95409,Sonoma,918-354-8903,torvickrealestate.com,Kathy Torvick,President,2,,268000,,6531,Real Estate Agents and Managers,531210,38.43005,122.58206
Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,Legal,101 West San Fernando St # 300,San Jose,CA,95113,Santa Clara,918-354-8904,zilkakotab.com,Dominic Kotab,,2,,334000,,8111,Legal Services,541110,37.44685,121.10625
Ashford Hospitality Trust Inc 9.00% Series E Cumulative Preferred Stock,Legal,15701 Winchester Boulevard,Los Gatos,CA,95030,Santa Clara,918-354-8905,receiversinc.com,Gregory Sterling,Owner,2,,334000,,8111,Legal Services,541110,37.653603,121.114827
Arlington Asset Investment Corp Class A (new),Other Business Services,4501 Woodman Ave. Suite A,Sherman Oaks,CA,91423,Los Angeles,918-354-8906,ziegelgroup.com,Ziegel Group,,,4-Jan,,Unknown,,"Business Services, NEC",,34.1530859,118.430863
iShares Asia 50 ETF,Other Business Services,249 Rickenbacker Circle,Livermore,CA,94551,Alameda,214-808-1258,clarkpest.com,Dave Erichsen,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,37.691843,121.80378
Apollo Investment Corporation 6.625% Senior Notes due 2042,Legal,8912 Research Drive,Irvine,CA,92618,Orange,214-808-1259,shimokaji.com,Michael Shimokaji,Owner,,4-Jan,,$500.000 - $999.1000,8111,Legal Services,541110,33.64268,117.73774
Apollo Tactical Income Fund Inc. Common Stock,Professional Services,4271 North Blackstone Avenue # 110,Fresno,CA,93726,Fresno,214-808-1260,chcfresno.org,John Shore,Executive Director,,4-Jan,,"$1,000,000 - $2,500,001",8748,"Business Consulting Services, NEC",531390,36.795287,119.790413
"American International Group, Inc. New Common Stock",Other Business Services,27701 Medical Center Road,Mission Viejo,CA,92691,Orange,214-808-1261,mission4health.com,Richard Kozak,,2000,,212000000,,7389,"Business Services, NEC",561499,33.56185,117.6674
"American International Group, Inc. Warrant expiring January 19, 2021",Professional Services,13702 Riverside Drive # 604,Sherman Oaks,CA,91423,Los Angeles,214-808-1262,levineandassociates.com,Larry Levine,Owner,2,,420000,,8743,Public Relations Services,541820,34.157667,118.4313
Albany International Corporation Common Stock,Printing & Publishing,12401 High Bluff Drive # 100,San Diego,CA,92130,San Diego,214-808-1263,amnhealthcare.com,Susan Salka,CEO,1700,,705843000,,7363,Help Supply Services,561330,32.94464,117.24059
Ashford Inc. Common Stock,Legal,3420 West Shaw Avenue,Fresno,CA,93711,Fresno,918-354-8898,gltlaw.com,Gerald Lee Tahajian,,9,,1503000,,8111,Legal Services,541110,36.80814,119.85419
AAR Corp. Common Stock,Professional Services,"1031 15th Street, Suite 100",Sacramento,CA,95814,Sacramento,214-808-1260,adt.com,Florene Barefield,,,4-Jan,,Unknown,,"Business Consulting Services, NEC",,33.75782937,117.88
Air Industries Group Common Stock,Other Business Services,702 First Ave.,Sunnyvale,CA,94089,Santa Clara,682-632-5967,justmyweight.com,Craig Depew,,,4-Jan,,Unknown,,"Business Services, NEC",,37.8637,122.01818
"Applied Industrial Technologies, Inc. Common Stock",Other Business Services,926 Blcaom Hill Road # 1525,San Jose,CA,95123,Santa Clara,214-808-1267,ethanallen.com,Richard Bloomfield,,20,,6120000,,7389,"Business Services, NEC",541410,37.7788,121.862879
Apartment Investment and Management Company Common Stock,Transportation & Shipping,2559 Merced Avenue,South El Monte,CA,91733,Los Angeles,214-808-1268,vulcan.com,Joe Garbiero,Owner,,4-Jan,,"$1,000,000 - $2,500,000",3592,"Carburetors, Pistons, Piston Rings, and Valves",332710,34.0589,118.05125
Apartment Investment and Management Company Preferred Series Class A,Other Business Services,910 North Sepulveda Boulevard,El Segundo,CA,90245,Los Angeles,214-808-1269,loanapp.com,Monica Lezama,,,4-Jan,0,"$1,000,000 - $2,500,000",7389,"Business Services, NEC",561499,33.930062,118.39625
Apartment Investment and Management Company Class Z Cumulative Preferred Stock,Legal,401 South Hope St # 1060,Los Angeles,CA,90071,Los Angeles,214-808-1270,omm.com,Gina Marie Durham,,1500,,0,"$100,000 - $500,001",8111,Legal Services,541110,34.052214,118.253655
Arlington Asset Investment Corp 6.625% Notes due 2023,Printing & Publishing,9841 Sixth St.,Rancho Cucamonga,CA,91730,San Bernardino,214-808-1271,safariprinting.com,Shelley Drummond,,2,,414000,,,Printing and Writing Paper,,34.0859906,117.5547468
Apollo Investment Corporation 6.875% Senior Notes due 2043,Legal,Po Box 1901,Redlands,CA,92373,San Bernardino,214-808-1272,waynejohnsonlaw.com,Wayne Johnson,Owner,2,,334000,,8111,Legal Services,541110,34.03424,117.1126974
"Assurant, Inc. Common Stock",Legal,161 West Santa Clara St # 1050,San Jose,CA,95113,Santa Clara,512-343-4497,businessandtechnologylawgroup.com,Stephen Hollman,,6,,1002000,,8111,Legal Services,541110,37.33494,121.89305
Arthur J. Gallagher & Co. Common Stock,Other Business Services,"1042 n ogden dr #1, West Holly",Lee Vining,CA,93541,Mono,512-343-4498,laxlegacylimo.com/,Mehdi Nadifi,,,4-Jan,,Unknown,,"Business Services, NEC",,38.0407565,119.144595
Asanko Gold Inc.,Other Business Services,412 Lewis Rd. #190,San Jose,CA,95111,Santa Clara,682-632-5967,quantumleapdatarecovery.com/california/data-recovery-in-san-jose-ca/,Amal Monroe,,,4-Jan,,Unknown,,"Business Services, NEC",,37.29719,121.8417
Embotelladora Andina S.A. Common Stock,Professional Services,5631 Cerritos Avenue,Cypress,CA,90630,Orange,512-343-4500,wcct.com,Kenneth Kim,,,4-Jan,,"$100,000 - $500,000",8731,Commercial Physical and Biological Research,541712,33.810094,118.034015
Embotelladora Andina S.A. Common Stock,Other Business Services,3417 Lancashire Lane,Modesto,CA,95350,Stanislaus,512-343-4501,homereportcardinspections.com,Bob Holmes,President,1,,219000,,7389,"Business Services, NEC",531390,37.687054,120.985549
Alliance California Municipal Income Fund Inc,Transportation & Shipping,7132 Mirabel Road,Forestville,CA,95436,Sonoma,682-632-5967,rruwater.com,Hal Wood,Owner,9,,2322000,,3713,Truck and Bus Bodies,221310,38.47475,122.3913
Acadia Realty Trust Common Stock,Other Business Services,3820 23rd St,San Francisco,CA,94114,San Francisco,512-343-4503,apieceofpeace.com,Margaret Belton,,,4-Jan,,"$100,000 - $500,000",7389,"Business Services, NEC",812199,37.753225,122.5061
AK Steel Holding Corporation Common Stock,Legal,20751 Ventura Boulevard # 400,Woodland Hills,CA,91364,Los Angeles,512-343-4504,lmwslaw.com,Robert Sherwin,Partner,75,,12525000,,8111,Legal Services,541110,34.166502,118.585308
Air Lease Corporation Class A Common Stock,Insurance,14452 Chambers Road Ste 130,Tustin,CA,92780,Orange,682-632-5967,insuremegary.com,Gary Bernat,,,4-Jan,,Unknown,,"Insurance Agents, Brokers, and Service",,33.72199,117.80748
Albemarle Corporation Common Stock,Professional Services,1128 11th St # 310,Sacramento,CA,95814,Sacramento,512-343-4505,theboveecompany.com,John Bovee,Owner,8,,1680000,,8742,Management Consulting Services,541820,38.578539,121.492656
WisdomTree Asia Local Debt Fund ETF,Legal,536 Anton Boulevard # 810,Costa Mesa,CA,92626,Orange,214-808-1280,lawfriend.com,Noel Torgerson,,,4-Jan,,"$100,000 - $500,001",8111,Legal Services,541110,33.69005,117.87686
"Alon USA Partners, LP Common Units representing Limited Partner Interests",Professional Services,13262 Moorpark Street Suite 201,Sherman Oaks,CA,91423,Los Angeles,214-808-1281,hadassteincpa.com,Hadas Stein,,4,,1876000,,,"Accounting, Auditing, and Bookkeeping Services",,34.1503,118.422
"Allete, Inc.",Advertising & Marketing,8655 Washington Boulevard,Culver City,CA,90232,Los Angeles,214-808-1282,haleymiranda.com,Jed West,Owner,10,,2090000,,7311,Advertising Agencies,541810,34.02997,118.38266
"Alexander & Baldwin, Inc. Common Stock",Professional Services,,San Diego,CA,92121,San Diego,682-632-5967,wilsonarchitecture.com,Timothy Wilson,,1,,207000,,8712,Architectural Services,541310,,
AlphaClone Alternative Alpha ETF,Printing & Publishing,695 South Oxford Avenue,Los Angeles,CA,90005,Los Angeles,214-808-1285,calbook.org,Mary Menzel,Other,,4-Jan,,Unknown,5192,"Books, Periodicals, and Newspapers",813319,34.06004,118.30777
"Alamo Group, Inc. Common Stock",Professional Services,3315 Capobella,Aliso Viejo,CA,92656,Orange,214-808-1286,yeseverestcs.com,Diane L Smith,,,4-Jan,,Unknown,8742,Management Consulting Services,999990,33.59487,117.7332
"Alon USA Energy, Inc. common stick",Legal,356 South Grand Avenue # 2900,Los Angeles,CA,90071,Los Angeles,214-808-1287,reedsmith.com,Junga Kim,,200,,33400000,,8111,Legal Services,541110,34.05227,118.251989
"Alaska Air Group, Inc. Common Stock",Legal,556 California St,San Francisco,CA,94104,San Francisco,214-808-1288,ltws.com,Wayne H Gilbert,,4,,668000,,8111,Legal Services,541110,37.792712,122.403217
Allstate Corporation (The) Common Stock,Insurance,2241 East Plaza Boulevard # L,National City,CA,91950,San Diego,682-632-5967,farmersagent.com/tbundalian,Teresita Bundalian,Manager,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.67869,117.08184
Allstate Corporation (The) Dep Shs Repstg 1/1000th Perp Pfd Ser A,Other Business Services,3326 Longview Drive,Sacramento,CA,95821,Sacramento,512-343-4505,local.terminix.com,,,,4-Jan,,Unknown,7342,Disinfecting and Pest Control Services,561710,38.6434,121.386573
Allstate Corporation (The) 5.100% Fixed,Other Business Services,756 East Nees Avenue Unit 27156,Fresno,CA,93729,,512-343-4506,levelupcareers.com,,,,4-Jan,,"$100,000 - $500,001",7361,Employment Agencies,541612,36.85207,119.77132
Allstate Corporation (The) Dep Shs Repstg 1/1000th Int Shs Pfd Stk Ser C,Other Business Services,602 East Holt Boulevard,Ontario,CA,91764,San Bernardino,512-343-4507,acesmogcheck.com,Smog Ontario,,3,,324000,,,"Business Services, NEC",,34.06322,117.143608
The Allstate Corporation Leopards Each Representing A 1/1000th Interest In A Share Of Fixed Rate Noncumulative Perpetual Preferred Stock Series D,Legal,"7701 Irvine Center Drive, Suite 955",Irvine,CA,92618,Orange,512-343-4508,habbaspilaw.com/city/orange-county/,Samer Habbas,,3,,510000,,,Legal Services,,33.659096,117.2121951
Allstate Corporation Depositary Shares Representing 1/1000th Perpetual Preferred Series E,Legal,320 North Main St # B,Fort Bragg,CA,95437,Mendocino,682-632-5967,fortbragglaw.com,Ryan F Perkins,Partner,2,,334000,,8111,Legal Services,541110,39.44468,123.80606
Allstate Corporation (The) Leopards Dep Shares Representing 1/1000th Perp Pfd,Printing & Publishing,101 S. CITRUS SUITE 204,Covina,CA,91723,Los Angeles,512-343-4507,rochaarts.com,ROCHA ARTS,,,4-Jan,,Unknown,,Miscellaneous Publishing,,34.0859,117.8902
Allegion plc Ordinary Shares,Real Estate,2176 North Calif Boulevard # 300,Walnut Creek,CA,94596,Contra Costa,682-632-5967,cbre.com,Trevor Thorpe,,,4-Jan,,Unknown,6531,Real Estate Agents and Managers,531210,37.90944,122.06542
Ally Financial Inc. Common Stock,Legal,"8997 Miramar Rd, Ste 220",San Diego,CA,92126,San Diego,214-808-1293,aimeemorris.com,Aimee Morris,,,4-Jan,,Unknown,,Legal Services,,32.8940773,117.31035
"GMAC Capital Trust I Fixed Rate Floating Rate Trust Preferred Securities, Series 2",Professional Services,1482 Ford St # 201,Redlands,CA,92373,San Bernardino,214-808-1294,caeap.com,Robert Bruner,President,7,,574000,,8748,"Business Consulting Services, NEC",624190,34.03729,117.46546
"Ally Financial Inc Fixed Rate Floating Rate Perpetual Preferred Stock, Series A",Professional Services,3479 Buskirk Avenue # 215,Pleasant Hill,CA,94523,Contra Costa,214-808-1237,mazeassociates.com,Tim Kirsch,,38,,3230000,,8721,"Accounting, Auditing, and Bookkeeping Services",541219,37.94152,122.05709
American Lorain Corporation Common Stock,Professional Services,28214 Foxlane Drive,Canyon Country,CA,91351,Los Angeles,214-808-1238,svsmusicproductions.com,Scott V Smith,,,4-Jan,,"$50,000 - $100,001",8748,"Business Consulting Services, NEC",541618,34.434375,118.467038
Alabama Power Company Preferred Stock,Legal,2226 East Bayshore Road # 200,Palo Alto,CA,94303,San Mateo,214-808-1239,williamclewis.com,William Lewis,Owner,4,,668000,,8111,Legal Services,541110,37.450302,122.123098
Alabama Power Company Preferred Stock,Professional Services,1544 West Grand Avenue,Grover Beach,CA,93433,San Luis Obispo,918-354-8901,cashamerica.com,Dan Hutton,,,4-Jan,,$500.000 - $999.1000,8742,Management Consulting Services,522320,35.12116,120.61235
Alabama Power Company 5.30% Cl A Pfd Stk,Professional Services,3526 Mount Diablo Boulevard 12,Lafayette,CA,94549,Contra Costa,918-354-8902,maryfurlong.com,Mary Furlong,,,4-Jan,,"$100,000 - $500,000",8742,Management Consulting Services,541613,37.690568,122.38696
Alere Inc. Common Stock,Legal,221 Bush St # 1611,San Francisco,CA,94104,San Francisco,918-354-8903,toothattorney.com,James Davis,,7,,1169000,,8111,Legal Services,541110,37.589924,122.117483
"Alere Inc. Inverness Medical Innovations, Inc. Series B Convertible Perpetual Preferred Stock",Insurance,6266 Greenwich Drive # 250,San Diego,CA,92122,San Diego,214-808-1248,hpis.biz,Wayne Washkowiak,Chief Executive Officer,4,,784000,,6411,"Insurance Agents, Brokers, and Service",524210,32.85447,117.18488
"Allison Transmission Holdings, Inc. Common Stock",Professional Services,13023 Woodcock Avenue,Sylmar,CA,91342,Los Angeles,214-808-1249,arpnetworks.com,,,,4-Jan,,"$100,000 - $500,000",8712,Architectural Services,541310,34.306058,118.455572
RBS US Large Cap Alternator Exchange Traded Note,Insurance,3171 Crow Canyon Place # 120,San Ramon,CA,94583,Contra Costa,214-808-1250,farmersagent.com/jcarlson3,Jason Carlson,Owner,,4-Jan,,"$100,000 - $500,000",6411,"Insurance Agents, Brokers, and Service",524210,37.777006,121.972434
ProShares Morningstar Alternatives Solution ETF,Real Estate,874 Stevens Avenue,Solana Beach,CA,92075,San Diego,214-808-1251,equityapartments.com,James Peterson,Manager,4,,792000,,6513,Operators of Apartment Buildings,531110,32.984007,117.25937
Alteva,Professional Services,5151 Candlewood St # 9g,Lakewood,CA,90712,Los Angeles,682-632-5968,driverstuwilliams.com,Kyle Driver,,,4-Jan,,"$100,000 - $500,000",8721,"Accounting, Auditing, and Bookkeeping Services",541211,33.853519,118.133016
Alcatel,Professional Services,2206 Coy Avenue,Bakersfield,CA,93307,Kern,214-808-1249,krazan.com,Dean Alexander,President,6,,1056000,,8748,"Business Consulting Services, NEC",541711,35.323232,118.99972
"Autoliv, Inc. Common Stock",Other Business Services,6747 Greenleaf Ave,Whittier,CA,90601,Los Angeles,214-808-1250,locksmith-los-alamitos.com,,,,4-Jan,,Unknown,,"Business Services, NEC",,33.9794985,118.0370973
"Alexander's, Inc. Common Stock",Real Estate,2802 Camino Del Rio South # 301,San Diego,CA,92108,San Diego,918-354-8907,heffins.com,Shawn Heffernan,Owner,,4-Jan,,Unknown,6512,Operators of Nonresidential Buildings,523930,32.770912,117.134034
Antero Midstream Partners LP Common Units representing limited partner interests,Legal,1281 South Victoria Avenue # 125,Ventura,CA,93003,Ventura,918-354-8908,venturadui.com,Steven Powell,Partner,3,,501000,,8111,Legal Services,541110,34.26306,119.21184
"Amber Road, Inc. Common Stock",Real Estate,4112 Viaduct Marina,Marina Del Rey,CA,90292,Los Angeles,918-354-8909,oakwood.com,Oakwood Kornblugh,Manager,70,,13860000,,6513,Operators of Apartment Buildings,531210,33.982519,118.46108
"AMC Entertainment Holdings, Inc. Class A Common Stock",Professional Services,1002 Bridgeway # 431,Sausalito,CA,94965,Marin,918-354-8910,unspoken.com,Steven Lee Ulrich,,2,,460000,,8742,Management Consulting Services,541611,37.739351,122.406687
"Armco Metals Holdings, Inc. Common Stock",Other Business Services,1861 El  Camino Real #55,Burlingame,CA,94010,San Mateo,918-354-8911,abcservicesssf.com,Claudia Giraldo,,,4-Jan,,Unknown,,"Business Services, NEC",,37.1538264,122.85183
