,LOAN IDENTIFIER,CURRENT DQ STATUS,ORIGINATION CHANNEL,SELLER NAME,ORIGINAL INTEREST RATE,ORIGINAL UPB,ORIGINAL LOAN TERM,ORIGINATION DATE,FIRST PAYMENT DATE,ORIGINAL LOAN-TO-VALUE (LTV),ORIGINAL COMBINED LOAN-TO-VALUE (CLTV),NUMBER OF BORROWERS,ORIGINAL DEBT TO INCOME RATIO,BORROWER CREDIT SCORE AT ORIGINATION,FIRST TIME HOME BUYER INDICATOR,LOAN PURPOSE,PROPERTY TYPE,NUMBER OF UNITS,OCCUPANCY TYPE,PROPERTY STATE,ZIP CODE SHORT,PRIMARY MORTGAGE INSURANCE PERCENT,PRODUCT TYPE,CO-BORROWER CREDIT SCORE AT ORIGINATION,MORTGAGE INSURANCE TYPE,RELOCATION MORTGAGE INDICATOR
2839564,268690885475,0,R,OTHER,4.25,64000,360,11/2014,01/2015,80,80,2,20.0,781.0,Y,P,SF,1,P,MI,481,,FRM,792.0,,N
2028960,220525149716,0,R,OTHER,4.0,185000,360,02/2015,04/2015,95,95,2,23.0,760.0,Y,P,SF,1,P,TN,379,30.0,FRM,767.0,1.0,N
5878359,448213966885,0,R,OTHER,4.25,417000,360,12/2014,02/2015,75,75,2,35.0,718.0,N,C,SF,1,P,IL,605,,FRM,765.0,,N
14401437,948259548696,0,C,"WELLS FARGO BANK, N.A.",4.625,136000,360,12/2014,02/2015,90,90,1,34.0,741.0,Y,P,SF,1,P,MI,480,25.0,FRM,,1.0,N
2931464,274027031770,0,R,OTHER,2.875,130000,180,03/2015,05/2015,64,64,2,19.0,767.0,N,R,SF,1,P,CA,958,,FRM,743.0,,N
7114633,521269961665,0,R,OTHER,4.0,500000,360,12/2014,02/2015,59,59,2,38.0,796.0,N,P,SF,1,P,MD,208,,FRM,790.0,,N
12942747,862704033363,0,R,SUNTRUST MORTGAGE INC.,2.99,165000,180,12/2014,02/2015,62,62,2,44.0,765.0,N,R,SF,1,P,VA,240,,FRM,773.0,,N
1473803,187466709288,0,B,OTHER,4.25,374000,360,12/2014,02/2015,95,95,1,38.0,719.0,N,P,SF,1,P,IL,606,30.0,FRM,,1.0,N
3699804,319032666030,0,R,"WELLS FARGO BANK, N.A.",3.75,82000,180,12/2014,02/2015,18,18,2,36.0,758.0,N,C,SF,1,P,OR,970,,FRM,794.0,,N
2185152,229820781686,0,C,"WELLS FARGO BANK, N.A.",4.25,237000,360,01/2015,03/2015,80,80,1,34.0,805.0,N,P,PU,1,S,SC,295,,FRM,,,N
11196585,760005540132,0,R,QUICKEN LOANS INC.,4.55,215000,360,12/2014,02/2015,90,90,2,26.0,799.0,N,R,SF,1,P,AZ,857,25.0,FRM,805.0,2.0,N
8824386,620448439954,0,C,OTHER,4.625,117000,360,01/2015,03/2015,95,95,1,41.0,766.0,N,P,SF,1,P,FL,337,30.0,FRM,,1.0,N
1622859,196228615578,0,R,OTHER,3.75,165000,360,01/2015,03/2015,95,95,1,19.0,777.0,Y,P,PU,1,P,AR,727,30.0,FRM,,1.0,N
577492,134686602084,0,R,QUICKEN LOANS INC.,4.25,280000,360,02/2015,04/2015,72,72,2,38.0,795.0,N,R,SF,1,P,MO,644,,FRM,799.0,,N
564745,133913799684,0,R,QUICKEN LOANS INC.,4.375,345000,300,12/2014,02/2015,87,87,2,26.0,763.0,N,R,PU,1,P,CO,800,25.0,FRM,762.0,2.0,N
13829227,914562514657,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,279000,180,11/2014,01/2015,75,75,2,44.0,755.0,N,C,SF,1,P,IN,460,,FRM,772.0,,N
13134968,873991691479,0,R,OTHER,3.625,164000,360,03/2015,05/2015,95,95,1,25.0,727.0,N,P,SF,1,P,MI,484,30.0,FRM,,1.0,N
8089014,577761013870,0,R,OTHER,3.125,90000,180,12/2014,02/2015,70,70,2,25.0,705.0,N,R,SF,1,P,PR,7,,FRM,707.0,,N
3919713,332056049481,0,R,OTHER,3.5,127000,360,01/2015,03/2015,67,67,2,26.0,802.0,N,C,SF,1,P,IL,626,,FRM,794.0,,N
7740459,557436962505,0,B,OTHER,3.99,127000,360,01/2015,03/2015,80,80,1,21.0,784.0,Y,P,SF,1,P,GA,316,,FRM,,,N
10587328,723923337510,0,R,OTHER,3.75,255000,360,03/2015,05/2015,76,76,2,32.0,791.0,N,P,PU,1,P,CO,805,,FRM,811.0,,N
5853147,446639834188,0,R,QUICKEN LOANS INC.,4.75,100000,360,12/2014,02/2015,85,85,2,38.0,780.0,N,R,SF,1,P,OH,440,12.0,FRM,793.0,2.0,N
10117407,696197328441,0,R,OTHER,3.5,104000,180,01/2015,03/2015,91,91,1,37.0,801.0,N,R,SF,1,P,PR,7,12.0,FRM,,1.0,N
13105892,872248942275,0,R,"NATIONSTAR MORTGAGE, LLC",4.375,302000,360,12/2014,02/2015,72,72,2,45.0,699.0,N,R,PU,1,P,TX,774,,FRM,692.0,,N
13008174,866592367296,0,C,"WELLS FARGO BANK, N.A.",3.875,189000,360,02/2015,04/2015,95,95,1,36.0,761.0,Y,P,SF,1,P,LA,700,30.0,FRM,,1.0,N
368942,122200918444,0,R,OTHER,3.875,268000,360,02/2015,04/2015,90,90,2,32.0,825.0,N,P,SF,1,P,FL,321,25.0,FRM,812.0,1.0,N
7851978,563885660460,0,B,OTHER,4.0,305000,360,02/2015,04/2015,90,90,2,45.0,708.0,N,R,SF,1,P,WA,986,25.0,FRM,700.0,1.0,N
7474942,542249749995,0,R,OTHER,3.875,90000,360,03/2015,05/2015,95,95,2,33.0,808.0,Y,P,SF,1,P,IA,510,30.0,FRM,703.0,1.0,N
208028,112725394249,0,C,"WELLS FARGO BANK, N.A.",4.125,238000,360,11/2014,01/2015,85,85,2,33.0,756.0,Y,P,PU,1,P,DE,197,12.0,FRM,801.0,1.0,N
10940253,744656910320,0,R,"WELLS FARGO BANK, N.A.",4.25,164000,180,02/2015,04/2015,80,80,1,39.0,797.0,N,P,PU,1,I,AZ,852,,FRM,,,N
12012956,808349208254,0,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.0,375000,180,02/2015,04/2015,31,31,1,36.0,787.0,N,C,SF,1,P,CT,68,,FRM,,,N
752635,144872808386,0,R,OTHER,4.25,165000,360,02/2015,04/2015,75,75,1,45.0,775.0,N,C,SF,1,I,ID,838,,FRM,,,N
13855581,916193049502,0,C,DITECH FINANCIAL LLC,3.625,167000,180,02/2015,04/2015,72,72,1,41.0,786.0,N,R,CO,1,I,MA,19,,FRM,,,N
12059548,811126741966,0,C,OTHER,4.5,238000,360,10/2014,12/2014,79,79,1,37.0,700.0,N,R,PU,1,P,NC,282,,FRM,,,N
3152390,286893676761,0,R,"WELLS FARGO BANK, N.A.",3.375,139000,120,02/2015,04/2015,49,49,2,27.0,783.0,N,R,PU,1,S,FL,325,,FRM,777.0,,N
3934844,332885283168,0,R,OTHER,3.25,179000,180,12/2014,02/2015,69,69,1,40.0,755.0,N,C,SF,1,P,CO,800,,FRM,,,N
12081890,812438697500,0,B,OTHER,3.875,386000,360,01/2015,03/2015,69,69,2,37.0,816.0,N,R,SF,1,P,CA,928,,FRM,805.0,,N
1406771,183378937245,0,R,OTHER,4.0,396000,360,12/2014,02/2015,80,80,2,31.0,750.0,N,P,PU,1,P,MD,212,,FRM,790.0,,N
8839866,621373841889,0,R,"WELLS FARGO BANK, N.A.",3.25,138000,180,02/2015,04/2015,95,95,1,34.0,718.0,Y,P,SF,1,P,SC,295,25.0,FRM,,1.0,N
15176105,994239608967,0,R,OTHER,4.25,176000,360,01/2015,03/2015,95,95,1,43.0,698.0,Y,P,PU,1,P,AZ,851,30.0,FRM,,1.0,N
4079707,341295280537,0,R,OTHER,4.625,390000,360,12/2014,02/2015,66,66,1,41.0,813.0,N,R,SF,1,I,WA,981,,FRM,,,N
10201677,701194835142,0,R,OTHER,3.75,354000,360,02/2015,04/2015,84,84,2,43.0,754.0,N,R,PU,1,P,TN,370,12.0,FRM,743.0,1.0,N
10266700,705010215307,0,R,OTHER,3.25,230000,120,01/2015,03/2015,65,65,1,37.0,742.0,N,C,PU,1,P,CO,800,,FRM,,,N
2135221,226899238413,0,R,OTHER,3.625,240000,360,02/2015,04/2015,65,65,2,30.0,803.0,N,P,CO,1,P,DE,198,,FRM,724.0,,N
8376364,594645734310,0,C,"STEARNS LENDING, LLC",4.375,184000,360,11/2014,01/2015,80,80,1,39.0,731.0,N,C,SF,1,P,AZ,852,,FRM,,,N
2161855,228448060805,0,B,QUICKEN LOANS INC.,3.625,337000,360,02/2015,04/2015,50,50,2,30.0,772.0,N,R,SF,1,P,CA,945,,FRM,723.0,,N
8159722,581905545940,0,C,"STEARNS LENDING, LLC",4.0,169000,360,02/2015,04/2015,95,95,2,43.0,742.0,Y,P,SF,1,P,TX,750,30.0,FRM,729.0,1.0,N
1173402,169691873267,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.75,290000,360,11/2014,01/2015,90,90,1,13.0,790.0,Y,P,PU,1,P,PA,181,25.0,FRM,,1.0,N
14129397,932146732714,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,401000,360,12/2014,02/2015,80,80,2,42.0,729.0,N,P,PU,1,P,CO,802,,FRM,735.0,,N
12464000,834940991966,0,C,"WELLS FARGO BANK, N.A.",4.75,140000,360,11/2014,01/2015,80,80,2,38.0,704.0,Y,P,PU,1,P,FL,331,,FRM,656.0,,N
1973291,217125987523,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.0,164000,180,11/2014,01/2015,59,59,2,39.0,729.0,N,C,PU,1,P,TX,774,,FRM,740.0,,N
12678334,847433439836,0,R,OTHER,3.0,65000,120,03/2015,04/2015,36,36,2,37.0,762.0,N,C,SF,1,P,PR,6,,FRM,754.0,,N
13184921,876826410237,0,R,OTHER,4.0,180000,360,12/2014,02/2015,80,80,2,39.0,817.0,N,P,SF,1,P,WI,547,,FRM,819.0,,N
6471287,483252475917,0,R,QUICKEN LOANS INC.,4.25,210000,360,01/2015,03/2015,71,71,1,30.0,803.0,N,R,SF,1,P,VA,234,,FRM,,,N
13702206,907307473285,0,R,"WELLS FARGO BANK, N.A.",4.125,75000,360,02/2015,04/2015,40,40,2,32.0,818.0,N,C,SF,1,P,CA,958,,FRM,824.0,,N
8584969,606701177240,0,C,OTHER,3.25,280000,180,12/2014,02/2015,61,61,1,43.0,749.0,N,P,PU,1,P,TX,773,,FRM,,,N
1849343,209780801960,0,B,OTHER,3.625,190000,360,02/2015,04/2015,65,65,2,19.0,778.0,N,C,PU,1,P,LA,711,,FRM,769.0,,N
13664955,905129654360,0,C,OTHER,2.95,74000,180,12/2014,02/2015,78,78,2,25.0,747.0,N,R,SF,1,P,AR,716,,FRM,681.0,,N
8884748,623987748391,0,R,OTHER,4.25,181000,360,02/2015,04/2015,75,75,2,13.0,711.0,N,R,SF,1,P,UT,841,,FRM,781.0,,N
11847586,798154138503,0,R,OTHER,4.125,199000,360,02/2015,04/2015,37,37,2,45.0,817.0,N,C,PU,1,P,CA,926,,FRM,799.0,,N
5210255,408498899445,0,R,QUICKEN LOANS INC.,4.25,186000,240,03/2015,05/2015,49,49,2,47.0,753.0,N,R,SF,1,I,TX,774,,FRM,765.0,,N
9572161,664259449558,0,R,OTHER,3.625,44000,180,11/2014,01/2015,90,90,2,21.0,713.0,Y,P,SF,1,P,IL,620,12.0,FRM,763.0,1.0,N
332350,120095751887,0,R,OTHER,3.125,320000,180,12/2014,02/2015,75,75,2,44.0,683.0,N,R,PU,1,P,TX,787,,FRM,720.0,,N
8297246,589800398874,0,R,OTHER,5.125,32000,360,12/2014,02/2015,80,80,1,31.0,670.0,Y,P,CO,1,P,KY,410,,FRM,,,N
2683324,259343632106,0,R,"WELLS FARGO BANK, N.A.",3.75,161000,240,12/2014,02/2015,49,49,2,44.0,800.0,N,C,PU,1,P,AZ,852,,FRM,785.0,,N
14149806,933385566160,0,R,OTHER,4.0,626000,360,02/2015,04/2015,78,78,1,23.0,714.0,N,R,SF,1,P,CA,913,,FRM,,,N
6331610,474979235109,0,C,OTHER,3.375,252000,180,10/2014,12/2014,89,89,2,24.0,772.0,N,R,SF,1,P,PA,194,12.0,FRM,771.0,1.0,N
3837530,327157442408,0,B,OTHER,3.75,280000,360,03/2015,05/2015,80,80,2,33.0,799.0,N,R,SF,1,P,MI,480,,FRM,792.0,,N
3396673,301179292918,0,R,OTHER,3.875,402000,360,12/2014,02/2015,80,80,2,24.0,801.0,N,P,SF,1,P,MI,492,,FRM,816.0,,N
2010630,219462846165,0,C,OTHER,4.875,176000,300,01/2015,03/2015,75,84,1,30.0,669.0,N,R,SF,1,P,CA,953,,FRM,,,N
8442587,598513398750,0,B,OTHER,4.125,330000,360,03/2015,05/2015,75,75,2,21.0,748.0,N,R,CO,1,I,CA,926,,FRM,756.0,,N
11631755,785740267059,0,R,OTHER,4.0,25000,360,01/2015,04/2015,50,50,1,42.0,676.0,N,C,SF,1,P,MN,557,,FRM,,,N
6085799,460385072542,0,C,OTHER,4.0,195000,360,03/2015,05/2015,84,84,2,38.0,786.0,N,R,SF,1,P,IA,500,12.0,FRM,784.0,1.0,N
5386328,418953002737,0,C,OTHER,3.75,37000,120,12/2014,02/2015,52,52,1,44.0,717.0,N,P,SF,1,I,AR,728,,FRM,,,N
12836599,856575706407,0,R,QUICKEN LOANS INC.,3.99,166000,180,02/2015,03/2015,93,93,1,22.0,799.0,N,R,PU,1,P,PA,189,25.0,FRM,,2.0,N
527464,131763292326,0,R,"WELLS FARGO BANK, N.A.",4.25,439000,360,01/2015,03/2015,47,47,2,35.0,689.0,N,R,SF,1,P,CA,950,,FRM,689.0,,N
13352022,886598414807,0,R,"STEARNS LENDING, LLC",4.0,505000,360,01/2015,03/2015,73,73,2,31.0,808.0,N,R,CO,1,P,CA,950,,FRM,817.0,,N
10666777,728459818988,0,C,OTHER,4.375,114000,360,12/2014,02/2015,80,80,2,45.0,689.0,N,C,SF,1,P,OK,731,,FRM,712.0,,N
5818918,444572013958,0,R,"LOANDEPOT.COM, LLC",3.875,222000,360,01/2015,03/2015,80,80,1,33.0,770.0,N,R,PU,1,P,NC,275,,FRM,,,N
6624784,492303546291,0,C,OTHER,3.375,149000,180,12/2014,02/2015,66,66,2,29.0,790.0,N,R,PU,1,S,SC,296,,FRM,787.0,,N
15222646,996911767457,0,C,OTHER,4.625,152000,360,11/2014,01/2015,95,100,2,32.0,698.0,Y,P,SF,1,P,MN,554,16.0,FRM,671.0,1.0,N
11401732,772268520765,0,R,OTHER,3.5,140000,180,01/2015,03/2015,55,55,1,29.0,677.0,N,C,SF,1,P,NJ,80,,FRM,,,N
12156032,816752980167,0,R,OTHER,3.625,148000,240,11/2014,01/2015,68,68,2,22.0,699.0,N,R,PU,1,P,IN,462,,FRM,695.0,,N
7536912,545943425571,0,R,OTHER,4.25,417000,360,03/2015,05/2015,51,51,2,30.0,743.0,N,C,CO,1,I,CA,902,,FRM,737.0,,N
11870734,799624057279,0,B,OTHER,3.875,241000,360,02/2015,04/2015,80,80,1,43.0,736.0,N,R,PU,1,P,CO,801,,FRM,,,N
1051486,162339596885,0,C,"WELLS FARGO BANK, N.A.",4.25,414000,360,12/2014,02/2015,90,90,2,39.0,802.0,N,P,SF,1,P,AZ,852,25.0,FRM,798.0,1.0,N
11806557,795820279412,0,C,"WELLS FARGO BANK, N.A.",3.75,300000,360,12/2014,02/2015,80,80,2,28.0,808.0,N,P,PU,1,S,NC,279,,FRM,813.0,,N
7013643,515275941132,0,R,QUICKEN LOANS INC.,4.99,125000,360,01/2015,03/2015,79,79,1,37.0,639.0,N,R,SF,1,P,NV,891,,FRM,,,N
7409725,538402800213,0,R,OTHER,3.875,167000,240,01/2015,03/2015,44,44,1,44.0,709.0,N,C,SF,1,P,TX,787,,FRM,,,N
3650456,316211218742,0,R,OTHER,4.25,411000,360,12/2014,02/2015,85,85,2,19.0,724.0,N,R,SF,1,P,WA,981,12.0,FRM,779.0,1.0,N
6241176,469513051608,0,R,QUICKEN LOANS INC.,3.375,155000,120,01/2015,03/2015,59,66,2,33.0,782.0,N,R,CO,1,P,MI,481,,FRM,799.0,,N
7619804,550585299327,0,C,"WELLS FARGO BANK, N.A.",4.25,159000,360,12/2014,02/2015,90,90,1,10.0,762.0,N,P,SF,1,S,PA,191,25.0,FRM,,1.0,N
9573879,664361895547,0,R,OTHER,3.875,396000,360,03/2015,05/2015,71,71,2,29.0,785.0,N,R,PU,1,P,IL,606,,FRM,798.0,,N
2750709,263378829010,0,R,"NATIONSTAR MORTGAGE, LLC",3.75,163000,360,02/2015,04/2015,80,80,1,19.0,746.0,N,P,PU,1,P,IL,601,,FRM,,,N
7666230,553253417353,0,R,QUICKEN LOANS INC.,4.75,120000,360,12/2014,02/2015,80,80,2,43.0,703.0,N,R,SF,1,P,CA,932,,FRM,676.0,,N
10875025,740749919724,0,R,OTHER,4.625,118000,360,12/2014,02/2015,80,80,2,17.0,670.0,N,C,SF,1,P,AZ,853,,FRM,677.0,,N
4144311,345239940515,0,R,OTHER,4.125,544000,360,03/2015,05/2015,75,90,1,32.0,745.0,Y,P,PU,1,P,CA,920,,FRM,,,N
2282879,235849772645,0,R,OTHER,4.125,314000,360,02/2015,04/2015,95,95,2,45.0,787.0,N,P,PU,1,P,NV,891,30.0,FRM,759.0,1.0,N
2810875,266909168864,0,C,OTHER,3.75,340000,360,02/2015,04/2015,89,89,2,26.0,813.0,N,R,SF,1,P,IL,601,25.0,FRM,816.0,2.0,N
12480706,835904732501,0,B,OTHER,3.25,95000,180,12/2014,02/2015,64,64,1,46.0,720.0,N,R,CO,1,I,CT,68,,FRM,,,N
876144,152089407078,0,C,OTHER,4.25,140000,360,12/2014,02/2015,58,58,1,37.0,815.0,N,P,SF,1,S,AL,365,,FRM,,,N
12762822,852574069658,0,B,"CITIMORTGAGE, INC.",4.25,262000,360,02/2015,04/2015,80,80,2,43.0,737.0,N,R,SF,1,P,IL,600,,FRM,672.0,,N
9060263,634296354629,0,R,OTHER,4.875,121000,360,03/2015,05/2015,80,80,1,40.0,669.0,N,C,SF,1,P,NM,871,,FRM,,,N
11287,100770807845,0,R,OTHER,3.75,216000,360,03/2015,05/2015,80,80,2,44.0,779.0,N,P,PU,1,P,TN,371,,FRM,780.0,,N
8567517,605734497232,0,R,OTHER,4.5,160000,360,12/2014,02/2015,73,73,1,31.0,746.0,N,P,SF,1,I,CA,945,,FRM,,,N
7898792,566530721530,0,R,OTHER,3.875,205000,240,01/2015,03/2015,87,87,2,19.0,817.0,N,R,PU,1,P,IN,460,25.0,FRM,782.0,1.0,N
2335001,238849294581,0,R,QUICKEN LOANS INC.,4.375,257000,360,12/2014,02/2015,77,77,1,39.0,678.0,N,R,PU,1,P,FL,330,,FRM,,,N
15083486,988622132098,0,R,QUICKEN LOANS INC.,4.18,187000,360,01/2015,03/2015,70,70,2,28.0,787.0,N,R,SF,1,P,NV,897,,FRM,766.0,,N
14159668,933942375834,0,B,"FLAGSTAR BANK, FSB",4.5,340000,360,12/2014,02/2015,85,85,1,44.0,746.0,Y,P,PU,1,P,GA,305,12.0,FRM,,2.0,N
8493654,601428911051,0,R,"WELLS FARGO BANK, N.A.",4.375,43000,180,12/2014,02/2015,75,75,1,36.0,679.0,N,C,SF,1,I,OK,744,,FRM,,,N
9155635,640014852968,0,R,OTHER,4.25,171000,360,12/2014,02/2015,87,87,2,28.0,681.0,N,R,SF,1,P,UT,840,25.0,FRM,691.0,1.0,N
8418356,597176169405,0,C,"WELLS FARGO BANK, N.A.",4.25,157000,360,02/2015,04/2015,95,95,1,38.0,768.0,Y,P,SF,1,P,MI,480,30.0,FRM,,2.0,N
6699978,496600121978,0,R,OTHER,4.125,250000,360,01/2015,03/2015,67,67,2,29.0,769.0,N,R,SF,1,P,PR,6,,FRM,808.0,,N
10545025,721421639236,0,C,"NATIONSTAR MORTGAGE, LLC",4.0,246000,360,02/2015,04/2015,95,95,2,29.0,738.0,N,P,SF,1,P,NH,38,30.0,FRM,762.0,1.0,N
11167242,758317519112,0,R,OTHER,3.875,64000,360,02/2015,04/2015,95,95,2,14.0,810.0,Y,P,SF,1,P,MI,488,30.0,FRM,714.0,1.0,N
609162,136597560366,0,R,OTHER,3.875,135000,180,01/2015,03/2015,75,75,1,27.0,741.0,N,R,SF,1,I,VA,231,,FRM,,,N
12635921,844992023355,0,B,FREEDOM MORTGAGE CORP.,4.5,90000,360,12/2014,02/2015,50,50,1,42.0,652.0,N,C,SF,1,P,FL,349,,FRM,,,N
3279184,294396229981,0,R,QUICKEN LOANS INC.,4.25,607000,360,11/2014,01/2015,79,79,2,37.0,779.0,N,R,SF,1,P,NJ,74,,FRM,776.0,,N
7764026,558762626012,0,R,QUICKEN LOANS INC.,4.55,134000,360,01/2015,03/2015,80,80,1,43.0,712.0,N,C,SF,1,P,MN,550,,FRM,,,N
12941262,862597948509,0,R,OTHER,3.875,156000,360,02/2015,04/2015,80,80,1,16.0,812.0,N,P,CO,1,P,PA,153,,FRM,,,N
4541693,368855983677,0,R,OTHER,4.25,247000,360,03/2015,05/2015,95,95,2,41.0,697.0,N,P,SF,1,P,IN,461,30.0,FRM,708.0,1.0,N
13856793,916243004724,0,B,OTHER,3.625,286000,360,02/2015,05/2015,56,56,2,45.0,807.0,N,R,SF,1,P,CA,932,,FRM,806.0,,N
8129435,580128966116,0,C,OTHER,4.25,111000,360,12/2014,02/2015,53,53,2,13.0,779.0,N,P,SF,1,I,LA,705,,FRM,779.0,,N
613174,136849655459,0,R,OTHER,3.0,403000,180,02/2015,04/2015,84,84,2,38.0,727.0,N,R,SF,1,P,NY,118,6.0,FRM,759.0,1.0,N
3483514,306193833664,0,C,OTHER,3.5,44000,180,03/2015,05/2015,38,38,2,20.0,697.0,N,R,MH,1,P,MN,567,,FRM,768.0,,N
4539492,368721871866,0,R,OTHER,3.875,341000,360,01/2015,03/2015,80,80,1,32.0,782.0,Y,P,PU,1,P,TX,762,,FRM,,,N
3321495,296854515074,0,R,OTHER,3.75,294000,360,02/2015,04/2015,95,95,1,44.0,768.0,Y,P,PU,1,P,WA,980,30.0,FRM,,1.0,N
7610537,550038533268,0,R,"WELLS FARGO BANK, N.A.",3.875,268000,360,01/2015,03/2015,80,80,2,18.0,781.0,N,P,PU,1,P,TX,764,,FRM,803.0,,N
14947364,980579855233,0,R,OTHER,4.25,59000,360,02/2015,04/2015,47,47,1,35.0,652.0,N,R,SF,1,P,TX,780,,FRM,,,N
11504618,778288878652,0,R,OTHER,3.125,140000,360,02/2015,04/2015,41,41,2,21.0,809.0,N,R,PU,1,P,VA,234,,FRM,809.0,,N
11834660,797463216405,0,R,OTHER,4.0,159000,360,03/2015,05/2015,95,95,1,43.0,741.0,Y,P,SF,1,P,OK,731,30.0,FRM,,1.0,N
3528904,308772927788,0,C,OTHER,4.625,248000,360,12/2014,02/2015,95,95,1,44.0,714.0,Y,P,PU,1,P,TX,750,30.0,FRM,,1.0,N
3319360,296737072812,X,R,QUICKEN LOANS INC.,4.25,298000,360,12/2014,02/2015,60,79,2,40.0,792.0,N,R,SF,1,P,CA,920,,FRM,788.0,,N
12530183,838682413932,0,R,OTHER,3.5,192000,360,03/2015,05/2015,82,82,2,27.0,813.0,N,R,SF,1,P,UT,844,12.0,FRM,809.0,1.0,N
15154032,992865895164,0,R,OTHER,3.5,81000,180,03/2015,05/2015,75,75,1,16.0,787.0,N,P,CO,1,I,OH,452,,FRM,,,N
4623475,373603146753,0,C,OTHER,4.625,102000,360,01/2015,03/2015,75,75,1,42.0,733.0,N,R,PU,1,I,TX,770,,FRM,,,N
471032,128367159349,0,R,OTHER,4.125,187000,360,01/2015,03/2015,95,95,2,40.0,743.0,N,P,PU,1,P,TX,762,30.0,FRM,790.0,1.0,N
9160843,640351489037,0,R,"WELLS FARGO BANK, N.A.",4.0,138000,360,01/2015,03/2015,60,60,2,15.0,733.0,N,R,PU,1,P,AZ,864,,FRM,726.0,,N
10210444,701696264514,0,C,"WELLS FARGO BANK, N.A.",3.75,155000,180,01/2015,03/2015,85,85,1,39.0,711.0,N,C,PU,1,P,AR,727,6.0,FRM,,1.0,N
8944150,627548830643,0,C,"FLAGSTAR BANK, FSB",3.99,401000,360,12/2014,02/2015,88,88,1,26.0,804.0,N,P,PU,1,P,NJ,80,25.0,FRM,,1.0,N
11288713,765501759787,0,C,OTHER,4.75,104000,360,12/2014,02/2015,75,75,1,33.0,660.0,Y,P,SF,1,P,AR,721,,FRM,,,N
1917623,213752157635,0,R,OTHER,3.875,235000,360,02/2015,04/2015,41,41,2,20.0,697.0,N,C,PU,1,P,MD,207,,FRM,793.0,,N
14628485,961707752168,0,C,OTHER,3.25,28000,180,12/2014,03/2015,32,32,1,16.0,809.0,N,C,SF,1,P,MI,486,,FRM,,,N
14505084,954419442277,0,C,"WELLS FARGO BANK, N.A.",4.25,209000,360,10/2014,12/2014,88,88,1,35.0,742.0,N,R,SF,1,P,TX,774,25.0,FRM,,1.0,N
5982947,454419517552,0,B,"NATIONSTAR MORTGAGE, LLC",4.25,296000,360,12/2014,02/2015,80,80,2,33.0,735.0,N,C,PU,1,P,VA,232,,FRM,742.0,,N
12705781,849099833680,1,C,"WELLS FARGO BANK, N.A.",4.625,162000,360,12/2014,02/2015,95,95,1,12.0,686.0,N,P,CO,1,P,OH,435,30.0,FRM,,1.0,N
12673231,847179072694,0,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.375,320000,360,10/2014,12/2014,57,57,1,25.0,760.0,N,C,SF,1,I,CA,951,,FRM,,,N
10515131,719688853540,0,R,"WELLS FARGO BANK, N.A.",4.375,45000,360,11/2014,01/2015,95,95,1,41.0,720.0,N,P,SF,1,P,IN,476,30.0,FRM,,1.0,N
1517337,189981830621,0,C,OTHER,3.0,210000,180,02/2015,04/2015,45,45,1,21.0,799.0,N,R,SF,1,P,IN,462,,FRM,,,N
12117051,814495970759,0,R,"WELLS FARGO BANK, N.A.",4.125,219000,360,12/2014,02/2015,95,95,2,40.0,790.0,Y,P,SF,1,P,MT,598,30.0,FRM,812.0,1.0,N
10963256,746004792645,0,R,OTHER,4.125,225000,360,02/2015,04/2015,90,90,1,35.0,727.0,N,P,CO,1,S,MD,218,25.0,FRM,,1.0,N
139777,108579998846,0,C,FREEDOM MORTGAGE CORP.,4.125,113000,360,01/2015,03/2015,63,63,1,38.0,678.0,N,R,PU,1,P,AZ,851,,FRM,,,N
5666399,435572007690,0,R,OTHER,4.0,41000,360,03/2015,05/2015,75,75,2,28.0,795.0,N,P,SF,2,I,IN,469,,FRM,782.0,,N
10532135,720658392491,5,C,"WELLS FARGO BANK, N.A.",4.625,116000,360,12/2014,02/2015,80,80,1,44.0,654.0,N,P,SF,1,P,MI,492,,FRM,,,N
2291934,236372347620,0,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.875,299000,360,11/2014,01/2015,90,90,1,24.0,798.0,Y,P,PU,1,P,TX,770,25.0,FRM,,1.0,N
1308482,177699471612,0,B,FRANKLIN AMERICAN MORTGAGE COMPANY,3.5,361000,360,02/2015,04/2015,95,95,1,37.0,739.0,N,P,PU,1,P,TX,750,30.0,FRM,,1.0,N
15158866,993135307735,0,B,OTHER,4.125,365000,360,02/2015,04/2015,69,69,1,20.0,720.0,N,R,SF,4,I,CA,958,,FRM,,,N
2771408,264627426149,0,C,OTHER,3.25,175000,180,01/2015,03/2015,43,43,2,22.0,789.0,N,R,SF,1,P,NE,687,,FRM,798.0,,N
6644388,493375319768,0,R,OTHER,4.2,208000,360,12/2014,02/2015,89,89,2,24.0,787.0,N,R,SF,1,P,WI,535,25.0,FRM,769.0,1.0,N
