Contract Identifier,Instrument Identifier,Channel of Origination,Date of Origination,Country of Origination,Asset Class,Loan Purpose,Product Type,Amortisation Type,Original Maturity Date,Current Maturity Date,Loan Currency,Origination Amount,Principal Balance,Accrued Interest Balance (On book),Total Balance,Original Interest Rate,Original Interest Rate Type,Description of Original Interest Rate Type,Original Interest Rate Reference,Current Interest Rate,Current Interest Rate Type,Current Interest Rate Reference,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Last Payment Amount,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due
A00019663,LP19600,Branch,42163,USA,Resi,Mortage,Loan,Linear,53113,53118,USD,184190.4762,180506.6667,1064.620952,181571.2876,0.0446954023,fixed,,,,fixed,,42164,53118,,,0.03,0.005,0.0075,43672,511.6402116,511.6402116,45.3928219,43707,43707,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,95,3
A00019664,LP19601,Branch,42164,USA,CRE,Mortage,Loan,Linear,53114,55304,USD,189761.9048,180273.8095,948.8095238,181222.619,0.04479996292,fixed,,,,fixed,,42165,55304,,,0.03,0.005,0.0075,43672,527.1164021,527.1164021,45.30565476,43707,43707,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,97,3
A00019665,LP19602,Web,42165,USA,Resi,Mortage,Loan,Linear,53115,54940,USD,195333.3333,185566.6667,33.20666667,185599.8733,0.04490452354,fixed,,,,fixed,,42166,54940,,,0.03,0.005,0.0075,43672,542.5925926,542.5925926,46.39996833,43707,43707,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,93,3
A00019666,LP19603,Broker,42166,USA,Resi,Mortage,Loan,Linear,53116,54941,USD,200000,200040,1000,201040,0.04,mixed,5 years fixed then variable,,,fixed,,42167,54941,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,50.26,43707,43707,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,,20,3
A00019667,LP19604,Branch,42167,USA,Resi,Mortage,Loan,Balloon,53117,54942,USD,150000,142500,750,143250,0.035,variable,,LIBOR,3,fixed,LIBOR,42168,54942,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,,90,3
A00019668,LP19605,Web,42168,USA,Resi,Mortage,Loan,Linear,53118,54943,USD,100000,90000,250,90250,0.04,fixed,,,,fixed,,42169,54943,,,0.03,0.005,0.0075,43669,277.7777778,277.7777778,22.5625,43707,43707,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,91,3
A00019669,LP19606,Broker,42169,USA,Resi,Mortage,Loan,Linear,53119,54944,USD,85000,83300,229.5,83529.5,0.04,fixed,,,,fixed,,42170,54944,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.882375,43707,43707,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,95,3
A00019670,LP19607,Branch,42170,USA,Resi,Mortage,Loan,Linear,53120,56040,USD,200000,190000,1156,191156,0.04,mixed,5 years fixed then variable,,,fixed,,42171,56040,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.789,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3
A00019671,LP19608,Branch,42171,USA,Resi,Mortage,Loan,Linear,53121,53126,USD,150000,142500,750,143250,0.0375,fixed,,,,fixed,,42172,53126,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
A00019672,LP19609,Web,42172,USA,Resi,Mortage,Loan,Linear,53122,53127,USD,136000,129200,367.2,129567.2,0.04,fixed,,,,fixed,,42173,53127,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.3918,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,,20,3
A00019673,LP19610,Broker,42173,USA,Resi,Mortage,Loan,Linear,53123,53128,USD,132714.2857,126078.5714,767.0885714,126845.66,0.04,fixed,,,,fixed,,42174,53128,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,31.711415,43707,43707,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,,90,3
A00019674,LP19611,Branch,42174,USA,Resi,Mortage,Loan,Linear,53124,53129,USD,129428.5714,116485.7143,647.1428571,117132.8571,0.04,fixed,,,,fixed,,42175,53129,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,29.28321429,43707,43707,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,91,3
A00019675,LP19612,Web,42175,USA,Resi,Mortage,Loan,Linear,53125,53130,USD,126142.8571,123620,21.44428571,123641.4443,0.04,fixed,,,,fixed,,42176,53130,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.91036107,43707,43707,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,95,3
A00019676,LP19613,Broker,42176,USA,Resi,Mortage,Loan,Linear,53126,53131,USD,122857.1429,116714.2857,20.88571429,116735.1714,0.04,fixed,,,,fixed,,42177,53131,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,29.18379286,43707,43707,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,97,3
A00019677,LP19614,Branch,42177,USA,Resi,Mortage,Loan,Linear,53127,55317,USD,119571.4286,107614.2857,20.32714286,107634.6129,0.04,mixed,5 years fixed then variable,,,fixed,,42178,55317,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,26.90865321,43707,43707,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,93,3
A00019678,LP19615,Branch,42178,USA,Resi,Mortage,Loan,Linear,53128,54953,USD,116285.7143,113960,290.7142857,114250.7143,0.0375,fixed,,,,fixed,,42179,54953,,,0.03,0.005,0.0075,43672,323.015873,323.015873,28.56267857,43707,43707,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,,90,3
A00019679,LP19616,Web,42179,USA,Resi,Mortage,Loan,Linear,53129,54954,USD,200000,190000,540,190540,0.04,fixed,,,,fixed,,42180,54954,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.635,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,92,3
A00019680,LP19617,Broker,42180,USA,CRE,Mortage,Loan,Linear,53130,54955,USD,150000,142500,867,143367,0.04,fixed,,,,fixed,,42181,54955,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.84175,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
A00019681,LP19618,Branch,42181,USA,Resi,Mortage,Loan,Linear,53131,54956,USD,100000,100020,500,100520,0.04,mixed,5 years fixed then variable,,,fixed,,42182,54956,,,0.03,0.005,0.0075,43675,277.7777778,277.7777778,25.13,43707,43707,monthly,monthly,833.3333333,3000.6,0.04,0.005,0.01,non-performing,95,3
A00019682,LP19619,Web,42182,USA,Resi,Mortage,Loan,Linear,53132,54957,USD,85000,80750,14.45,80764.45,0.035,fixed,,,,fixed,,42183,54957,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.1911125,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,97,3
A00019683,LP19620,Broker,42183,USA,Resi,Mortage,Loan,Linear,53133,56053,USD,200000,180000,1000,181000,0.04,fixed,,,,fixed,,42184,56053,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,45.25,43707,43707,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,93,3
A00019684,LP19621,Branch,42184,USA,Resi,Mortage,Loan,Linear,53134,53139,USD,150000,147000,750,147750,0.04,fixed,,,,fixed,,42185,53139,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,36.9375,43707,43707,monthly,monthly,1250,4410,0.04,0.005,0.01,,90,3
A00019685,LP19622,Branch,42051,USA,CRE,Mortage,Loan,Linear,53001,53006,USD,136000,129200,340,129540,0.04,fixed,,,,fixed,,42052,53006,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.385,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,92,3
A00019686,LP19623,Web,42052,USA,Resi,Mortage,Loan,Linear,53002,53007,USD,132714.2857,126078.5714,358.3285714,126436.9,0.04,fixed,,,,fixed,,42053,53007,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,31.609225,43707,43707,monthly,monthly,2211.904762,7564.714286,0.04,0.005,0.01,non-performing,180,6
A00019687,LP19624,Broker,42053,USA,Resi,Mortage,Loan,Balloon,53003,53008,USD,129428.5714,122957.1429,748.0971429,123705.24,0.04,fixed,,,,fixed,,42054,53008,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,30.92631,43707,43707,monthly,monthly,2157.142857,7377.428571,0.04,0.005,0.01,non-performing,170,6
A00019688,LP19625,Branch,42054,USA,Resi,Mortage,Loan,Linear,53004,53009,USD,126142.8571,119835.7143,630.7142857,120466.4286,0.04,fixed,,,,fixed,,42055,53009,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.11660714,43707,43707,monthly,monthly,2102.380952,7190.142857,0.04,0.005,0.01,non-performing,213,6
A00019689,LP19626,Web,42055,USA,Resi,Mortage,Loan,Linear,53005,53010,USD,122857.1429,110571.4286,331.7142857,110903.1429,0.04,fixed,,,,fixed,,42056,53010,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,27.72578571,43707,43707,monthly,monthly,1023.809524,3317.142857,0.04,0.005,0.01,,20,3
A00019690,LP19627,Broker,42056,USA,Resi,Mortage,Loan,Linear,53006,55196,USD,119571.4286,117180,691.1228571,117871.1229,0.04,fixed,,,,fixed,,42057,55196,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,29.46778071,43707,43707,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,,90,3
A00019691,LP19628,Branch,42057,USA,Resi,Mortage,Loan,Linear,53007,54832,USD,116285.7143,110471.4286,581.4285714,111052.8571,0.04,fixed,,,,fixed,,42058,54832,,,0.03,0.005,0.0075,43672,323.015873,323.015873,27.76321429,43707,43707,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,91,3
A00019692,LP19629,Branch,42058,USA,Resi,Mortage,Loan,Linear,53008,54833,USD,150000,135000,25.5,135025.5,0.04,fixed,,,,fixed,,42059,54833,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,33.756375,43707,43707,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,95,3
A00019693,LP19630,Web,42059,USA,Resi,Mortage,Loan,Linear,53009,54834,USD,100000,98000,17,98017,0.04,fixed,,,,fixed,,42060,54834,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,24.50425,43707,43707,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,97,3
A00019694,LP19631,Broker,42060,USA,Resi,Mortage,Loan,Linear,53010,54835,USD,85000,80750,14.45,80764.45,0.04,fixed,,,,fixed,,42061,54835,,,0.03,0.005,0.0075,43669,236.1111111,236.1111111,20.1911125,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3
A00019695,LP19632,Branch,42061,USA,Resi,Mortage,Loan,Linear,53011,54836,USD,200000,190000,500,190500,0.05,mixed,5 years fixed then variable,,,fixed,,42062,54836,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.625,43707,43707,monthly,monthly,3333.333333,11400,0.04,0.005,0.01,non-performing,213,6
A00019696,LP19633,Web,42062,USA,Resi,Mortage,Loan,Linear,53012,55932,USD,150000,150030,405,150435,0.04145402299,variable,,LIBOR,3,fixed,LIBOR,42063,55932,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,37.60875,43707,43707,monthly,monthly,1250,4500.9,0.04,0.005,0.01,,20,3
A00019697,LP19634,Broker,42063,USA,Resi,Mortage,Loan,Linear,53013,53018,USD,136000,129200,786.08,129986.08,0.04155858361,fixed,,,,fixed,,42064,53018,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.49652,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,,90,3
A00019698,LP19635,Branch,42064,USA,Resi,Mortage,Loan,Linear,53014,53019,USD,156333.3333,140700,781.6666667,141481.6667,0.04166314423,fixed,,,,fixed,,42065,53019,,,0.03,0.005,0.0075,43672,434.2592593,434.2592593,35.37041667,43707,43707,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3
A00019699,LP19636,Branch,42065,USA,Resi,Mortage,Loan,Linear,53015,53020,USD,161904.7619,158666.6667,27.52380952,158694.1905,0.04176770486,mixed,5 years fixed then variable,,,fixed,,42066,53020,,,0.03,0.005,0.0075,43672,449.7354497,449.7354497,39.67354762,43707,43707,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3
A00019700,LP19637,Web,42066,USA,Resi,Mortage,Loan,Linear,53016,53021,USD,167476.1905,159102.381,837.3809524,159939.7619,0.04187226548,fixed,,,,fixed,,42067,53021,,,0.03,0.005,0.0075,43672,465.2116402,465.2116402,39.98494048,43707,43707,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3
A00019701,LP19638,Broker,42067,USA,CRE,Mortage,Loan,Linear,53017,53022,USD,173047.619,164395.2381,865.2380952,165260.4762,0.0419768261,fixed,,,,fixed,,42068,53022,,,0.03,0.005,0.0075,43672,480.6878307,480.6878307,41.31511905,43707,43707,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3
A00019702,LP19639,Branch,42068,USA,Resi,Mortage,Loan,Linear,53018,53023,USD,178619.0476,169688.0952,446.547619,170134.6429,0.04208138673,fixed,,,,fixed,,42069,53023,,,0.03,0.005,0.0075,43672,496.1640212,496.1640212,42.53366071,43707,43707,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,,20,3
A00019703,LP19640,Web,42069,USA,Resi,Mortage,Loan,Linear,53019,55209,USD,184190.4762,174980.9524,497.3142857,175478.2667,0.04218594735,fixed,,,,fixed,,42070,55209,,,0.03,0.005,0.0075,43672,511.6402116,511.6402116,43.86956667,43707,43707,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,,90,3
A00019704,LP19641,Broker,42070,USA,Resi,Mortage,Loan,Linear,53020,54845,USD,189761.9048,170785.7143,1096.82381,171882.5381,0.04229050797,fixed,,,,fixed,,42071,54845,,,0.03,0.005,0.0075,43672,527.1164021,527.1164021,42.97063452,43707,43707,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3
A00019705,LP19642,Branch,42071,USA,Resi,Mortage,Loan,Linear,53021,54846,USD,195333.3333,191426.6667,976.6666667,192403.3333,0.04239506859,fixed,,,,fixed,,42072,54846,,,0.03,0.005,0.0075,43672,542.5925926,542.5925926,48.10083333,43707,43707,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3
A00019706,LP19643,Branch,42072,USA,CRE,Mortage,Loan,Linear,53022,54847,USD,200000,190000,540,190540,0.04249962922,mixed,5 years fixed then variable,,,fixed,,42073,54847,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.635,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3
A00019707,LP19644,Web,42073,USA,Resi,Mortage,Loan,Balloon,53023,54848,USD,150000,135000,867,135867,0.04260418984,fixed,,,,fixed,,42074,54848,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,33.96675,43707,43707,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3
A00019708,LP19645,Broker,42074,USA,Resi,Mortage,Loan,Linear,53024,54849,USD,100000,98000,500,98500,0.04270875046,fixed,,,,fixed,,42075,54849,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,24.625,43707,43707,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,,20,3
A00019709,LP19646,Branch,42075,USA,Resi,Mortage,Loan,Linear,53025,55945,USD,85000,80750,14.45,80764.45,0.04281331109,fixed,,,,fixed,,42076,55945,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,20.1911125,43707,43707,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,,90,3
A00019710,LP19647,Web,42076,USA,Resi,Mortage,Loan,Linear,53026,53031,USD,200000,190000,34,190034,0.04291787171,mixed,5 years fixed then variable,,,fixed,,42077,53031,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,47.5085,43707,43707,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3
A00019711,LP19648,Broker,42077,USA,Resi,Mortage,Loan,Linear,53027,53032,USD,150000,150030,25.5,150055.5,0.04302243233,fixed,,,,fixed,,42078,53032,,,0.03,0.005,0.0075,43672,0,416.6666667,37.513875,43707,43707,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,95,3
A00019712,LP19649,Branch,42078,USA,Resi,Mortage,Loan,Linear,53028,53033,USD,136000,129200,340,129540,0.04312699296,fixed,,,,fixed,,42079,53033,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.385,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3
A00019713,LP19650,Branch,42079,USA,Resi,Mortage,Loan,Linear,53029,53034,USD,132714.2857,119442.8571,358.3285714,119801.1857,0.04323155358,fixed,,,,fixed,,42080,53034,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,29.95029643,43707,43707,monthly,monthly,1105.952381,3583.285714,0.04,0.005,0.01,non-performing,93,3
A00019714,LP19651,Web,42080,USA,Resi,Mortage,Loan,Linear,53030,53035,USD,129428.5714,126840,748.0971429,127588.0971,0.0433361142,fixed,,,,fixed,,42081,53035,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,31.89702429,43707,43707,monthly,monthly,1078.571429,3805.2,0.04,0.005,0.01,,20,3
A00019715,LP19652,Broker,42155,USA,Resi,Mortage,Loan,Linear,53105,53110,USD,126142.8571,119835.7143,630.7142857,120466.4286,0.04344067482,fixed,,,,fixed,,42156,53110,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,30.11660714,43707,43707,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,,90,3
A00019716,LP19653,Branch,42156,USA,Resi,Mortage,Loan,Linear,53106,55296,USD,122857.1429,116714.2857,20.88571429,116735.1714,0.04354523545,fixed,,,,fixed,,42157,55296,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,29.18379286,43707,43707,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,92,3
A00019717,LP19654,Web,42157,USA,Resi,Mortage,Loan,Linear,53107,54932,USD,119571.4286,113592.8571,597.8571429,114190.7143,0.04364979607,fixed,,,,fixed,,42158,54932,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,28.54767857,43707,43707,monthly,monthly,1992.857143,6815.571429,0.04,0.005,0.01,non-performing,180,6
A00019718,LP19655,Broker,42158,USA,Resi,Mortage,Loan,Linear,53108,54933,USD,116285.7143,110471.4286,581.4285714,111052.8571,0.04375435669,fixed,,,,fixed,,42159,54933,,,0.03,0.005,0.0075,43672,323.015873,323.015873,27.76321429,43707,43707,monthly,monthly,1938.095238,6628.285714,0.04,0.005,0.01,non-performing,170,6
A00019719,LP19656,Branch,42159,USA,Resi,Mortage,Loan,Linear,53109,54934,USD,200000,180000,500,180500,0.04385891732,fixed,,,,fixed,,42160,54934,,,0.03,0.005,0.0075,43669,555.5555556,555.5555556,45.125,43707,43707,monthly,monthly,3333.333333,10800,0.04,0.005,0.01,non-performing,213,6
A00019720,LP19657,Branch,42160,USA,Resi,Mortage,Loan,Linear,53110,54935,USD,150000,147000,405,147405,0.04396347794,fixed,,,,fixed,,42161,54935,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,36.85125,43707,43707,monthly,monthly,1250,4410,0.04,0.005,0.01,,20,3
A00019721,LP19658,Web,42161,USA,Resi,Mortage,Loan,Linear,53111,54936,USD,100000,95000,578,95578,0.04406803856,fixed,,,,fixed,,42162,54936,,,0.03,0.005,0.0075,43672,200,277.7777778,23.8945,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,,90,3
A00019722,LP19659,Broker,42162,USA,CRE,Mortage,Loan,Linear,53112,56032,USD,85000,76500,425,76925,0.04417259918,fixed,,,,fixed,,42163,56032,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,19.23125,43707,43707,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,91,3
A00019723,LP19660,Branch,42163,USA,Resi,Mortage,Loan,Linear,53113,53118,USD,200000,196000,540,196540,0.04427715981,fixed,,,,fixed,,42164,53118,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,49.135,43707,43707,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,95,3
A00019724,LP19661,Web,42164,USA,Resi,Mortage,Loan,Linear,53114,53119,USD,150000,142500,867,143367,0.04438172043,mixed,5 years fixed then variable,,,fixed,,42165,53119,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.84175,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
A00019725,LP19662,Broker,42165,USA,Resi,Mortage,Loan,Linear,53115,53120,USD,136000,129200,680,129880,0.04448628105,variable,,LIBOR,3,fixed,LIBOR,42166,53120,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,32.47,43707,43707,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,93,3
A00019726,LP19663,Branch,42166,USA,Resi,Mortage,Loan,Linear,53116,53121,USD,132714.2857,132740.8286,22.56142857,132763.39,0.04459084168,fixed,,,,fixed,,42167,53121,,,0.03,0.005,0.0075,43672,368.6507937,368.6507937,33.1908475,43707,43707,monthly,monthly,2211.904762,7964.449714,0.04,0.005,0.01,non-performing,213,6
A00019727,LP19664,Branch,42167,USA,CRE,Mortage,Loan,Balloon,53117,53122,USD,129428.5714,122957.1429,22.00285714,122979.1457,0.0446954023,fixed,,,,fixed,,42168,53122,,,0.03,0.005,0.0075,43672,359.5238095,359.5238095,30.74478643,43707,43707,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,,20,3
A00019728,LP19665,Web,42168,USA,Resi,Mortage,Loan,Linear,53118,53123,USD,126142.8571,113528.5714,21.44428571,113550.0157,0.04479996292,mixed,5 years fixed then variable,,,fixed,,42169,53123,,,0.03,0.005,0.0075,43672,350.3968254,350.3968254,28.38750393,43707,43707,monthly,monthly,1051.190476,3405.857143,0.04,0.005,0.01,,90,3
A00019729,LP19666,Broker,42169,USA,Resi,Mortage,Loan,Linear,53119,55309,USD,122857.1429,120400,307.1428571,120707.1429,0.04490452354,fixed,,,,fixed,,42170,55309,,,0.03,0.005,0.0075,43672,341.2698413,341.2698413,30.17678571,43707,43707,monthly,monthly,1023.809524,3612,0.04,0.005,0.01,non-performing,91,3
A00019730,LP19667,Branch,42170,USA,Resi,Mortage,Loan,Linear,53120,54945,USD,119571.4286,113592.8571,322.8428571,113915.7,0.04,fixed,,,,fixed,,42171,54945,,,0.03,0.005,0.0075,43672,332.1428571,332.1428571,28.478925,43707,43707,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,95,3
A00019731,LP19668,Web,42171,USA,Resi,Mortage,Loan,Linear,53121,54946,USD,116285.7143,110471.4286,672.1314286,111143.56,0.035,fixed,,,,fixed,,42172,54946,,,0.03,0.005,0.0075,43672,323.015873,323.015873,27.78589,43707,43707,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,97,3
A00019732,LP19669,Broker,42172,USA,Resi,Mortage,Loan,Linear,53122,54947,USD,150000,142500,750,143250,0.04,fixed,,,,fixed,,42173,54947,,,0.03,0.005,0.0075,43668,416.6666667,416.6666667,35.8125,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3
A00019733,LP19670,Branch,42173,USA,Resi,Mortage,Loan,Linear,53123,54948,USD,100000,95000,17,95017,0.04,fixed,,,,fixed,,42174,54948,,,0.03,0.005,0.0075,43672,277.7777778,277.7777778,23.75425,43707,43707,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,,20,3
A00019734,LP19671,Branch,42174,USA,Resi,Mortage,Loan,Linear,53124,54949,USD,85000,76500,425,76925,0.04,fixed,,,,fixed,,42175,54949,,,0.03,0.005,0.0075,43672,236.1111111,236.1111111,19.23125,43707,43707,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,,90,3
A00019735,LP19672,Web,42175,USA,Resi,Mortage,Loan,Linear,53125,56045,USD,200000,196000,1000,197000,0.0375,mixed,5 years fixed then variable,,,fixed,,42176,56045,,,0.03,0.005,0.0075,43672,555.5555556,555.5555556,49.25,43707,43707,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3
A00019736,LP19673,Broker,42176,USA,Resi,Mortage,Loan,Linear,53126,53131,USD,150000,142500,375,142875,0.04,fixed,,,,fixed,,42177,53131,,,0.03,0.005,0.0075,43672,416.6666667,416.6666667,35.71875,43707,43707,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
A00019737,LP19674,Branch,42177,USA,Resi,Mortage,Loan,Linear,53127,53132,USD,136000,122400,367.2,122767.2,0.04,fixed,,,,fixed,,42178,53132,,,0.03,0.005,0.0075,43672,377.7777778,377.7777778,30.6918,43707,43707,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,97,3
A00019738,LP19675,Web,42178,USA,Resi,Mortage,Loan,Linear,53128,53133,USD,156333.3333,153206.6667,903.6066667,154110.2733,0.04,fixed,,,,fixed,,42179,53133,,,0.03,0.005,0.0075,43672,434.2592593,434.2592593,38.52756833,43707,43707,monthly,monthly,1302.777778,4596.2,0.04,0.005,0.01,non-performing,93,3
A00019739,LP19676,Broker,42179,USA,Resi,Mortage,Loan,Linear,53129,53134,USD,161904.7619,153809.5238,809.5238095,154619.0476,0.04,mixed,5 years fixed then variable,,,fixed,,42180,53134,,,0.03,0.005,0.0075,43672,449.7354497,449.7354497,38.6547619,43707,43707,monthly,monthly,1349.206349,4614.285714,0.04,0.005,0.01,,90,3
A00019740,LP19677,Branch,42180,USA,Resi,Mortage,Loan,Linear,53130,53135,USD,167476.1905,159102.381,452.1857143,159554.5667,0.04,fixed,,,,fixed,,42181,53135,,,0.03,0.005,0.0075,43672,465.2116402,465.2116402,39.88864167,43707,43707,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,92,3
A00019741,LP19678,Branch,42181,USA,Resi,Mortage,Loan,Linear,53131,53136,USD,173047.619,173082.2286,1000.215238,174082.4438,0.04,fixed,,,,fixed,,42182,53136,,,0.03,0.005,0.0075,43672,480.6878307,480.6878307,43.52061095,43707,43707,monthly,monthly,2884.126984,10384.93371,0.04,0.005,0.01,non-performing,180,6
A00019742,LP19679,Web,42182,USA,Resi,Mortage,Loan,Linear,53132,55322,USD,178619.0476,169688.0952,893.0952381,170581.1905,0.0375,fixed,,,,fixed,,42183,55322,,,0.03,0.005,0.0075,43672,496.1640212,496.1640212,42.64529762,43707,43707,monthly,monthly,2976.984127,10181.28571,0.04,0.005,0.01,non-performing,170,6
