Principal Balance,UPB,Loan ID,Origination Channel,MARP Status,Origination Date,MARP Entry,Last Payment Amount,Origination Country,Asset Class,Loan Purpose,Prod Type,Amort Type,Org Mat Date,Cur Mat Date,Currency,Org Amount,Accrued Interest Balance (On book),Original Interest Rate,Original Rate Type,Rate Description,Original Interest Rate Reference,Current Rate,Current Rate Type,Current Rate Ref,Start Date of Current Fixed Interest Period,End Date of Current Fixed Interest Period,Interest Cap Rate,Interest Floor Rate,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Last Payment Date,Next Principal Scheduled Repayment Amount,Next Interest Scheduled Repayment Amount,Next Principal Scheduled Repayment Date,Next Interest Scheduled Repayment Date,Interest Payment Frequency,Principal Payment Frequency,Past-Due Principal Amount,Past-Due Interest Amount,Early Redemption Penalty,Past-Due Penalty Interest Margin,Default Penalty Interest Margin,Loan Status,Days in Past-Due,Time in Past-Due,Covenant Waiver,MARP Applicable
126078.5714,83512.5,ZLP27343,Web,Not in MARP,4/17/2013,1/7/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,4/9/2045,4/8/2050,EUR,326666.6667,22.56142857,0.04459084168,variable,,LIBOR,3,fixed,LIBOR,4/18/2015,4/8/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,31.52528321,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,93,3,0,0
116485.7143,83512.5,ZLP27344,Broker,ARA,4/18/2013,1/8/2014,0,Ireland,Resi,Mortage,Loan,Linear,4/10/2045,4/9/2050,EUR,361666.6667,22.00285714,0.0446954023,fixed,,,,fixed,,4/19/2015,4/9/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,29.12692929,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,320,6,0,0
123620,83529.5,ZLP27345,Branch,Exited MARP,4/19/2013,1/9/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,4/11/2045,4/10/2050,EUR,396666.6667,21.44428571,0.04479996292,fixed,,,,fixed,,4/20/2015,4/10/2050,,,0.03,0.005,0.0075,7/26/2019,350.3968254,30.91036107,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,90,3,0,0
116714.2857,83529.5,ZLP27346,Web,Not in MARP,4/20/2013,1/10/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,4/12/2045,4/11/2050,EUR,431666.6667,307.1428571,0.04490452354,mixed,5 years fixed then variable,,,fixed,,4/21/2015,4/11/2050,,,0.03,0.005,0.0075,7/23/2019,341.2698413,29.25535714,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,91,3,0,0
113592.8571,83529.5,ZLP27347,Broker,ARA,4/21/2013,1/11/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,4/13/2045,4/11/2053,EUR,132714.2857,322.8428571,0.04,fixed,,,,fixed,,4/22/2015,4/11/2053,,,0.03,0.005,0.0075,7/26/2019,332.1428571,28.478925,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,95,3,0,0
116308.9714,83529.5,ZLP27348,Branch,ARA,4/22/2013,1/12/2014,323.015873,Ireland,CRE,Mortage,Loan,Linear,4/14/2045,4/19/2045,EUR,129428.5714,672.1314286,0.035,fixed,,,,fixed,,4/23/2015,4/19/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,29.24527571,8/30/2019,8/30/2019,monthly,monthly,969.047619,3489.269143,0.04,0.005,0.01,non-performing,97,3,0,0
142500,83725,ZLP27349,Branch,ARA,4/23/2013,1/13/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/15/2045,4/20/2045,EUR,126142.8571,750,0.04,fixed,,,,fixed,,4/24/2015,4/20/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,93,3,0,0
90000,83725,ZLP27350,Web,Not in MARP,4/24/2013,1/14/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,4/16/2045,4/21/2045,EUR,122857.1429,17,0.04,fixed,,,,fixed,,4/25/2015,4/21/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,22.50425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,97,6,0,0
83300,83725,ZLP27351,Broker,Not in MARP,4/25/2013,1/15/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,4/17/2045,4/22/2045,EUR,119571.4286,425,0.04,fixed,,,,fixed,,4/26/2015,4/22/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.93125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,90,3,0,0
190000,83725,ZLP27352,Branch,Not in MARP,4/26/2013,1/16/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/18/2045,4/23/2045,EUR,116285.7143,1000,0.0375,fixed,,,,fixed,,4/27/2015,4/23/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.75,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,91,3,0,0
142500,83725,ZLP27353,Web,Not in MARP,4/27/2013,1/17/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,4/19/2045,4/24/2045,EUR,132714.2857,375,0.04,mixed,5 years fixed then variable,,,fixed,,4/28/2015,4/24/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3,0,1
129200,83725,ZLP27354,Broker,Not in MARP,4/28/2013,1/18/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,4/20/2045,4/19/2051,EUR,129428.5714,367.2,0.04,fixed,,,,fixed,,4/29/2015,4/19/2051,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,97,3,1,0
148516.6667,83791.3,ZLP27355,Branch,Not in MARP,4/29/2013,1/19/2014,434.2592593,Ireland,Resi,Mortage,Loan,Linear,4/21/2045,4/20/2050,EUR,126142.8571,903.6066667,0.04,fixed,,,,fixed,,4/30/2015,4/20/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,37.35506833,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,93,3,0,0
145714.2857,83791.3,ZLP27356,Branch,Not in MARP,4/30/2013,1/20/2014,0,Ireland,Resi,Mortage,Loan,Linear,4/22/2045,4/21/2050,EUR,122857.1429,809.5238095,0.04,fixed,,,,fixed,,5/1/2015,4/21/2050,,,0.03,0.005,0.0075,7/26/2019,449.7354497,36.63095238,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,360,9,0,0
164126.6667,83791.3,ZLP27357,Web,Not in MARP,5/1/2013,1/21/2014,465.2116402,Ireland,Resi,Mortage,Loan,Linear,4/23/2045,4/22/2050,EUR,119571.4286,28.47095238,0.04,mixed,5 years fixed then variable,,,fixed,,5/2/2015,4/22/2050,,,0.03,0.005,0.0075,7/26/2019,465.2116402,41.0387844,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,90,3,0,0
164395.2381,83791.3,ZLP27358,Broker,Not in MARP,5/2/2013,1/22/2014,480.6878307,Ireland,Resi,Mortage,Loan,Linear,4/24/2045,4/23/2050,EUR,116285.7143,29.41809524,0.04,fixed,,,,fixed,,5/3/2015,4/23/2050,,,0.03,0.005,0.0075,7/26/2019,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,92,3,0,0
160757.1429,90017,ZLP27359,Branch,Not in MARP,5/3/2013,1/23/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,4/25/2045,4/24/2050,EUR,132714.2857,30.3652381,0.0375,fixed,,,,fixed,,5/4/2015,4/24/2050,,,0.03,0.005,0.0075,7/22/2019,496.1640212,40.19687702,8/30/2019,8/30/2019,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,180,6,0,1
180506.6667,90017,ZLP27360,Web,Not in MARP,5/4/2013,1/24/2014,511.6402116,Ireland,Resi,Mortage,Loan,Linear,4/26/2045,4/24/2053,EUR,129428.5714,460.4761905,0.04,fixed,,,,fixed,,5/5/2015,4/24/2053,,,0.03,0.005,0.0075,7/26/2019,511.6402116,45.24178571,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,170,6,1,0
180273.8095,90250,ZLP27361,Broker,Not in MARP,5/5/2013,1/25/2014,527.1164021,Ireland,Resi,Mortage,Loan,Linear,4/27/2045,5/2/2045,EUR,126142.8571,512.3571429,0.04,fixed,,,,fixed,,5/6/2015,5/2/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,45.19654167,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,213,6,0,0
185566.6667,90250,ZLP27362,Branch,Not in MARP,5/6/2013,1/26/2014,542.5925926,Ireland,Resi,Mortage,Loan,Linear,4/28/2045,5/3/2045,EUR,122857.1429,1129.026667,0.04,fixed,,,,fixed,,5/7/2015,5/3/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,46.67392333,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,180,6,0,0
200040,90270,ZLP27363,Branch,Not in MARP,5/7/2013,1/27/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,4/29/2045,5/4/2045,EUR,119571.4286,1000,0.035,fixed,,,,fixed,,5/8/2015,5/4/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,50.26,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,90,3,0,0
142500,90270,ZLP27364,Web,ARA,5/8/2013,1/28/2014,416.6666667,Ireland,CRE,Mortage,Loan,Linear,4/30/2045,5/5/2045,EUR,116285.7143,25.5,0.04,fixed,,,,fixed,,5/9/2015,5/5/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.631375,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3,0,0
90000,90270,ZLP27365,Broker,Exited MARP,5/9/2013,1/29/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,5/1/2045,5/6/2045,EUR,132714.2857,500,0.04,fixed,,,,fixed,,5/10/2015,5/6/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,22.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,95,3,0,1
83300,90270,ZLP27366,Branch,Not in MARP,5/10/2013,1/30/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/2/2045,5/7/2045,EUR,129428.5714,425,0.04,fixed,,,,fixed,,5/11/2015,5/7/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.93125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,97,3,1,0
190000,90500,ZLP27367,Web,ARA,5/11/2013,1/31/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/3/2045,5/2/2051,EUR,126142.8571,500,0.04,fixed,,,,fixed,,5/12/2015,5/2/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.625,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,93,3,0,0
142500,90500,ZLP27368,Broker,ARA,5/12/2013,2/1/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/4/2045,5/3/2050,EUR,122857.1429,405,0.04,fixed,,,,fixed,,5/13/2015,5/3/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,213,6,0,0
129200,90500,ZLP27369,Branch,ARA,5/13/2013,2/2/2014,0,Ireland,Resi,Mortage,Loan,Linear,5/5/2045,5/4/2050,EUR,119571.4286,786.08,0.04,fixed,,,,fixed,,5/14/2015,5/4/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.49652,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,290,6,0,0
126078.5714,90500,ZLP27370,Branch,Not in MARP,5/14/2013,2/3/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,5/6/2045,5/5/2050,EUR,116285.7143,663.5714286,0.04,fixed,,,,fixed,,5/15/2015,5/5/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,31.68553571,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,90,3,0,0
116485.7143,90500,ZLP27371,Web,Not in MARP,5/15/2013,2/4/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,5/7/2045,5/6/2050,EUR,119571.4286,349.4571429,0.04,mixed,5 years fixed then variable,,,fixed,,5/16/2015,5/6/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,29.20879286,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,91,3,0,0
123620,90500,ZLP27372,Broker,Not in MARP,5/16/2013,2/5/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,5/8/2045,5/7/2050,EUR,116285.7143,729.1057143,0.04,variable,,LIBOR,3,fixed,LIBOR,5/17/2015,5/7/2050,,,0.03,0.005,0.0075,7/23/2019,350.3968254,31.08727643,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,95,3,0,0
116714.2857,90578,ZLP27373,Branch,Not in MARP,5/17/2013,2/6/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,5/9/2045,5/7/2053,EUR,200000,614.2857143,0.04,fixed,,,,fixed,,5/18/2015,5/7/2053,,,0.03,0.005,0.0075,7/26/2019,341.2698413,29.33214286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,97,3,0,0
107614.2857,90578,ZLP27374,Web,Not in MARP,5/18/2013,2/7/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,5/10/2045,5/15/2045,EUR,200000,20.32714286,0.04,fixed,,,,fixed,,5/19/2015,5/15/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,93,3,0,0
113960,95017,ZLP27375,Broker,Not in MARP,5/19/2013,2/8/2014,323.015873,Ireland,Resi,Mortage,Loan,Linear,5/11/2045,5/16/2045,EUR,150000,19.76857143,0.04,mixed,5 years fixed then variable,,,fixed,,5/20/2015,5/16/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,28.49494214,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,185,5,0,0
190000,95017,ZLP27376,Branch,Not in MARP,5/20/2013,2/9/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/12/2045,5/17/2045,EUR,200000,34,0.05,fixed,,,,fixed,,5/21/2015,5/17/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3,0,0
142500,95017,ZLP27377,Branch,Not in MARP,5/21/2013,2/10/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/13/2045,5/18/2045,EUR,175000,375,0.04145402299,fixed,,,,fixed,,5/22/2015,5/18/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,91,3,0,0
100020,95017,ZLP27378,Web,Not in MARP,5/22/2013,2/11/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,5/14/2045,5/19/2045,EUR,170000,270,0.04155858361,fixed,,,,fixed,,5/23/2015,5/19/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,25.0725,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,95,3,0,0
80750,95017,ZLP27379,Broker,Not in MARP,5/23/2013,2/12/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/15/2045,5/20/2045,EUR,165000,491.3,0.04166314423,fixed,,,,fixed,,5/24/2015,5/20/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.310325,8/30/2019,8/30/2019,monthly,monthly,1416.666667,4845,0.04,0.005,0.01,non-performing,97,3,0,0
180000,95017,ZLP27380,Branch,Not in MARP,5/24/2013,2/13/2014,555.5555556,Ireland,CRE,Mortage,Loan,Linear,5/16/2045,5/15/2051,EUR,160000,1000,0.04176770486,fixed,,,,fixed,,5/25/2015,5/15/2051,,,0.03,0.005,0.0075,7/26/2019,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,93,3,0,0
147000,95250,ZLP27381,Web,Not in MARP,5/25/2013,2/14/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/17/2045,5/16/2050,EUR,155000,25.5,0.04187226548,fixed,,,,fixed,,5/26/2015,5/16/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,36.756375,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,90,3,0,1
129200,95250,ZLP27382,Broker,Not in MARP,5/26/2013,2/15/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,5/18/2045,5/17/2050,EUR,150000,680,0.0419768261,mixed,5 years fixed then variable,,,fixed,,5/27/2015,5/17/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,92,3,1,0
126078.5714,95250,ZLP27383,Branch,Not in MARP,5/27/2013,2/16/2014,368.6507937,Ireland,Resi,Mortage,Loan,Linear,5/19/2045,5/18/2050,EUR,145000,663.5714286,0.04208138673,fixed,,,,fixed,,5/28/2015,5/18/2050,,,0.03,0.005,0.0075,7/26/2019,368.6507937,31.68553571,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,180,6,0,0
122957.1429,95250,ZLP27384,Branch,ARA,5/28/2013,2/17/2014,359.5238095,Ireland,Resi,Mortage,Loan,Linear,5/20/2045,5/19/2050,EUR,140000,323.5714286,0.04218594735,fixed,,,,fixed,,5/29/2015,5/19/2050,,,0.03,0.005,0.0075,7/26/2019,359.5238095,30.82017857,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,170,6,0,0
119835.7143,95250,ZLP27385,Web,Exited MARP,5/29/2013,2/18/2014,350.3968254,Ireland,Resi,Mortage,Loan,Linear,5/21/2045,5/20/2050,EUR,135000,340.5857143,0.04229050797,fixed,,,,fixed,,5/30/2015,5/20/2050,,,0.03,0.005,0.0075,7/29/2019,350.3968254,30.044075,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,213,6,0,0
110571.4286,95250,ZLP27386,Broker,Not in MARP,5/30/2013,2/19/2014,341.2698413,Ireland,Resi,Mortage,Loan,Linear,5/22/2045,5/20/2053,EUR,130000,710.1142857,0.04239506859,mixed,5 years fixed then variable,,,fixed,,5/31/2015,5/20/2053,,,0.03,0.005,0.0075,7/26/2019,341.2698413,27.82038571,8/30/2019,8/30/2019,monthly,monthly,2047.619048,6634.285714,0.04,0.005,0.01,non-performing,200,6,0,0
117180,95250,ZLP27387,Branch,ARA,5/31/2013,2/20/2014,332.1428571,Ireland,Resi,Mortage,Loan,Linear,5/23/2045,5/28/2045,EUR,125000,597.8571429,0.04249962922,fixed,,,,fixed,,6/1/2015,5/28/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,29.44446429,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3515.4,0.04,0.005,0.01,non-performing,90,3,0,1
110471.4286,95250,ZLP27388,Web,ARA,6/1/2013,2/21/2014,258.4126984,Ireland,Resi,Mortage,Loan,Linear,5/24/2045,5/29/2045,EUR,200000,313.9714286,0.04260418984,fixed,,,,fixed,,6/2/2015,5/29/2045,,,0.03,0.005,0.0075,7/26/2019,323.015873,27.69635,8/30/2019,8/30/2019,monthly,monthly,969.047619,3314.142857,0.04,0.005,0.01,non-performing,91,3,1,0
135000,95270,ZLP27389,Broker,ARA,6/2/2013,2/22/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/25/2045,5/30/2045,EUR,200000,867,0.04270875046,fixed,,,,fixed,,6/3/2015,5/30/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.96675,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,95,3,0,0
98000,95270,ZLP27390,Branch,Not in MARP,6/3/2013,2/23/2014,277.7777778,Ireland,Resi,Mortage,Loan,Linear,5/26/2045,5/31/2045,EUR,150000,500,0.04281331109,fixed,,,,fixed,,6/4/2015,5/31/2045,,,0.03,0.005,0.0075,7/26/2019,277.7777778,24.625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2940,0.04,0.005,0.01,non-performing,97,3,0,0
80750,95270,ZLP27391,Branch,Not in MARP,6/4/2013,2/24/2014,236.1111111,Ireland,Resi,Mortage,Loan,Linear,5/27/2045,6/1/2045,EUR,200000,14.45,0.04291787171,fixed,,,,fixed,,6/5/2015,6/1/2045,,,0.03,0.005,0.0075,7/26/2019,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3,0,0
190000,95270,ZLP27392,Web,Not in MARP,6/5/2013,2/25/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,5/28/2045,6/2/2045,EUR,175000,34,0.04302243233,fixed,,,,fixed,,6/6/2015,6/2/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,213,6,0,0
150030,95500,ZLP27393,Broker,Not in MARP,6/6/2013,2/26/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,5/29/2045,5/28/2051,EUR,170000,25.5,0.04312699296,fixed,,,,fixed,,6/7/2015,5/28/2051,,,0.03,0.005,0.0075,7/26/2019,416.6666667,37.513875,8/30/2019,8/30/2019,monthly,monthly,1250,4500.9,0.04,0.005,0.01,non-performing,187,6,0,1
129200,95500,ZLP27394,Branch,Not in MARP,6/7/2013,2/27/2014,377.7777778,Ireland,Resi,Mortage,Loan,Linear,5/30/2045,5/29/2050,EUR,165000,340,0.04323155358,fixed,,,,fixed,,6/8/2015,5/29/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,32.385,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3,1,0
140700,95500,ZLP27395,Web,Not in MARP,6/8/2013,2/28/2014,434.2592593,Ireland,Resi,Mortage,Loan,Linear,5/31/2045,5/30/2050,EUR,160000,422.1,0.0433361142,fixed,,,,fixed,,6/9/2015,5/30/2050,,,0.03,0.005,0.0075,7/26/2019,434.2592593,35.280525,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4221,0.04,0.005,0.01,non-performing,91,3,0,0
158666.6667,95500,ZLP27396,Broker,Not in MARP,6/9/2013,3/1/2014,449.7354497,Ireland,CRE,Mortage,Loan,Linear,6/1/2045,5/31/2050,EUR,155000,935.8095238,0.04344067482,fixed,,,,fixed,,6/10/2015,5/31/2050,,,0.03,0.005,0.0075,7/26/2019,449.7354497,39.90061905,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4760,0.04,0.005,0.01,non-performing,95,3,0,0
159102.381,95500,ZLP27397,Branch,Not in MARP,6/10/2013,3/2/2014,465.2116402,Ireland,Resi,Mortage,Loan,Linear,6/2/2045,6/1/2050,EUR,150000,837.3809524,0.04354523545,fixed,,,,fixed,,6/11/2015,6/1/2050,,,0.03,0.005,0.0075,7/26/2019,465.2116402,39.98494048,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4773.071429,0.04,0.005,0.01,non-performing,97,3,0,0
164395.2381,95500,ZLP27398,Branch,Not in MARP,6/11/2013,3/3/2014,480.6878307,Ireland,Resi,Mortage,Loan,Linear,6/3/2045,6/2/2050,EUR,145000,29.41809524,0.04364979607,fixed,,,,fixed,,6/12/2015,6/2/2050,,,0.03,0.005,0.0075,7/23/2019,480.6878307,41.10616405,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,93,3,0,0
169688.0952,95500,ZLP27399,Web,Not in MARP,6/12/2013,3/4/2014,496.1640212,Ireland,Resi,Mortage,Loan,Linear,6/4/2045,6/2/2053,EUR,140000,893.0952381,0.04375435669,fixed,,,,fixed,,6/13/2015,6/2/2053,,,0.03,0.005,0.0075,7/26/2019,496.1640212,42.64529762,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,200,6,0,0
174980.9524,95500,ZLP27400,Broker,Not in MARP,6/13/2013,3/5/2014,511.6402116,Ireland,Resi,Mortage,Loan,Linear,6/5/2045,6/10/2045,EUR,135000,920.952381,0.04385891732,mixed,5 years fixed then variable,,,fixed,,6/14/2015,6/10/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,43.97547619,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5249.428571,0.04,0.005,0.01,non-performing,90,3,0,0
170785.7143,95500,ZLP27401,Branch,Not in MARP,6/14/2013,3/6/2014,0,Ireland,Resi,Mortage,Loan,Linear,6/6/2045,6/11/2045,EUR,130000,474.4047619,0.04396347794,variable,,LIBOR,3,fixed,LIBOR,6/15/2015,6/11/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,42.81502976,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5123.571429,0.04,0.005,0.01,non-performing,91,3,0,0
191426.6667,95500,ZLP27402,Web,Not in MARP,6/15/2013,3/7/2014,542.5925926,Ireland,Resi,Mortage,Loan,Linear,6/7/2045,6/12/2045,EUR,125000,527.4,0.04406803856,fixed,,,,fixed,,6/16/2015,6/12/2045,,,0.03,0.005,0.0075,7/26/2019,542.5925926,47.98851667,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5742.8,0.04,0.005,0.01,non-performing,95,3,0,0
190000,95578,ZLP27403,Broker,Not in MARP,6/16/2013,3/8/2014,555.5555556,Ireland,Resi,Mortage,Loan,Linear,6/8/2045,6/13/2045,EUR,200000,1156,0.04417259918,fixed,,,,fixed,,6/17/2015,6/13/2045,,,0.03,0.005,0.0075,7/26/2019,555.5555556,47.789,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,97,3,0,0
135000,95578,ZLP27404,Branch,ARA,6/17/2013,3/9/2014,416.6666667,Ireland,Resi,Mortage,Loan,Linear,6/9/2045,6/14/2045,EUR,221666.6667,750,0.04427715981,mixed,5 years fixed then variable,,,fixed,,6/18/2015,6/14/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,33.9375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,93,3,0,0
