Amount Requested,Application Date,Loan Title,Risk_Score,Debt-To-Income Ratio,Zip Code,State,Employment Length,Policy Code
14000,2019-01-01,Home buying,,56.64%,913xx,CA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,17.41%,871xx,NM,< 1 year,0
25000,2019-01-01,Debt consolidation,,41.11%,902xx,CA,< 1 year,0
5000,2019-01-01,Debt consolidation,,52.12%,600xx,IL,< 1 year,0
8000,2019-01-01,Debt consolidation,,4.6%,191xx,PA,< 1 year,0
3000,2019-01-01,Major purchase,,49.28%,444xx,OH,< 1 year,0
20000,2019-01-01,Credit card refinancing,,10.2%,618xx,IL,< 1 year,0
10000,2019-01-01,Home improvement,,9.91%,703xx,LA,< 1 year,0
10000,2019-01-01,Debt consolidation,,8.61%,388xx,MS,< 1 year,0
8000,2019-01-01,Home buying,,11.57%,765xx,TX,< 1 year,0
2500,2019-01-01,Business,,1.55%,730xx,OK,< 1 year,0
1000,2019-01-01,Business,,100%,002xx,WA,< 1 year,0
40000,2019-01-01,Major purchase,,2.69%,070xx,NJ,< 1 year,0
3000,2019-01-01,Debt consolidation,,70.88%,244xx,VA,< 1 year,0
40000,2019-01-01,Debt consolidation,,42.77%,554xx,MN,< 1 year,0
5000,2019-01-01,Debt consolidation,,6.58%,212xx,MD,< 1 year,0
15000,2019-01-01,Car financing,,12.54%,917xx,CA,< 1 year,0
10000,2019-01-01,Debt consolidation,,30.02%,630xx,MO,< 1 year,0
3500,2019-01-01,Business,,41.56%,328xx,FL,< 1 year,0
40000,2019-01-01,Debt consolidation,,24.6%,145xx,NY,< 1 year,0
40000,2019-01-01,Debt consolidation,,13.87%,070xx,NJ,< 1 year,0
1000,2019-01-01,Debt consolidation,,1.2%,234xx,VA,1 year,0
5000,2019-01-01,Home improvement,,37.94%,286xx,NC,< 1 year,0
15000,2019-01-01,Business,,100%,151xx,ID,< 1 year,0
1000,2019-01-01,Debt consolidation,557,1.76%,953xx,CA,1 year,0
15000,2019-01-01,Debt consolidation,,43.19%,456xx,OH,< 1 year,0
25000,2019-01-01,Debt consolidation,,7.72%,550xx,MN,< 1 year,0
2500,2019-01-01,Other,,0.71%,290xx,SC,< 1 year,0
8000,2019-01-01,Debt consolidation,,15.03%,906xx,CA,< 1 year,0
2000,2019-01-01,Debt consolidation,,32.69%,341xx,FL,< 1 year,0
30000,2019-01-01,Debt consolidation,,47.02%,970xx,OR,< 1 year,0
10000,2019-01-01,Credit card refinancing,,1.5%,782xx,TX,< 1 year,0
11700,2019-01-01,Other,,8.33%,434xx,OH,< 1 year,0
30000,2019-01-01,Debt consolidation,,18.46%,924xx,CA,< 1 year,0
4000,2019-01-01,Debt consolidation,,29.52%,611xx,IL,< 1 year,0
12500,2019-01-01,Credit card refinancing,,16.13%,271xx,NC,< 1 year,0
3500,2019-01-01,Business,,26.16%,711xx,LA,< 1 year,0
12000,2019-01-01,Credit card refinancing,647,100%,481xx,MI,< 1 year,0
20000,2019-01-01,Debt consolidation,,17.65%,462xx,IN,< 1 year,0
20000,2019-01-01,Debt consolidation,,3.5%,891xx,NV,< 1 year,0
5500,2019-01-01,Debt consolidation,,13.08%,891xx,NV,< 1 year,0
5000,2019-01-01,Debt consolidation,,1.34%,882xx,NM,< 1 year,0
2500,2019-01-01,Moving and relocation,,33.16%,752xx,TX,< 1 year,0
10000,2019-01-01,Debt consolidation,,10.58%,744xx,OK,< 1 year,0
1000,2019-01-01,Other,,0.6%,423xx,KY,n/a,0
8000,2019-01-01,Car financing,,1.39%,450xx,OH,< 1 year,0
8000,2019-01-01,Credit card refinancing,,56.46%,487xx,MI,< 1 year,0
25000,2019-01-01,Debt consolidation,,18.25%,730xx,OK,< 1 year,0
1000,2019-01-01,Debt consolidation,,8.12%,296xx,SC,5 years,0
10000,2019-01-01,Major purchase,,3.81%,553xx,MN,< 1 year,0
1000,2019-01-01,Other,,14.15%,895xx,NV,< 1 year,0
20000,2019-01-01,Home buying,,4.44%,924xx,CA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,11.64%,275xx,NC,< 1 year,0
40000,2019-01-01,Other,,5.31%,767xx,TX,< 1 year,0
15000,2019-01-01,Medical expenses,,3.84%,688xx,NE,< 1 year,0
15000,2019-01-01,Other,,23.81%,395xx,MS,< 1 year,0
1500,2019-01-01,Debt consolidation,,25.32%,751xx,TX,< 1 year,0
7000,2019-01-01,Debt consolidation,,20.12%,175xx,PA,< 1 year,0
10000,2019-01-01,Debt consolidation,,47.15%,917xx,CA,< 1 year,0
4000,2019-01-01,Debt consolidation,,18.75%,362xx,AL,< 1 year,0
1000,2019-01-01,Debt consolidation,,19.47%,379xx,TN,1 year,0
17500,2019-01-01,Debt consolidation,,19.25%,302xx,GA,< 1 year,0
26500,2019-01-01,Home buying,,24.6%,385xx,TN,< 1 year,0
3500,2019-01-01,Debt consolidation,,18.6%,286xx,NC,< 1 year,0
2000,2019-01-01,Debt consolidation,,19.83%,760xx,TX,< 1 year,0
1500,2019-01-01,Other,,15.91%,038xx,NH,< 1 year,0
2000,2019-01-01,Other,,2%,328xx,FL,< 1 year,0
8000,2019-01-01,Debt consolidation,,41.21%,236xx,VA,< 1 year,0
17000,2019-01-01,Credit card refinancing,,31.09%,641xx,MO,< 1 year,0
1000,2019-01-01,Debt consolidation,,10.44%,112xx,NY,1 year,0
6000,2019-01-01,Debt consolidation,,7.78%,922xx,CA,< 1 year,0
20000,2019-01-01,Medical expenses,,12.2%,105xx,NY,< 1 year,0
20000,2019-01-01,Debt consolidation,,16.75%,016xx,MA,< 1 year,0
1000,2019-01-01,Other,,0%,982xx,WA,1 year,0
7000,2019-01-01,Credit card refinancing,,54.55%,360xx,AL,< 1 year,0
20000,2019-01-01,Other,,13.09%,658xx,MO,n/a,0
20000,2019-01-01,Debt consolidation,,5.59%,258xx,WV,< 1 year,0
30000,2019-01-01,Debt consolidation,,15.65%,968xx,HI,< 1 year,0
10000,2019-01-01,Major purchase,,0%,604xx,IL,< 1 year,0
16000,2019-01-01,Debt consolidation,,43.49%,980xx,WA,< 1 year,0
10000,2019-01-01,Major purchase,646,18.32%,729xx,AR,6 years,0
10000,2019-01-01,Major purchase,646,18.32%,729xx,AR,< 1 year,0
5000,2019-01-01,Debt consolidation,,17.21%,775xx,TX,< 1 year,0
20000,2019-01-01,Medical expenses,,12.2%,105xx,NY,< 1 year,0
1000,2019-01-01,Other,,158.22%,018xx,MA,< 1 year,0
28500,2019-01-01,Credit card refinancing,,19200%,141xx,NY,< 1 year,0
1000,2019-01-01,Other,,1.18%,070xx,NJ,5 years,0
10000,2019-01-01,Debt consolidation,,11.11%,469xx,IN,< 1 year,0
15000,2019-01-01,Debt consolidation,,17.66%,926xx,CA,< 1 year,0
5000,2019-01-01,Debt consolidation,,100%,820xx,WY,< 1 year,0
8000,2019-01-01,Debt consolidation,,22.13%,128xx,NY,< 1 year,0
2000,2019-01-01,Car financing,,10.58%,744xx,OK,< 1 year,0
40000,2019-01-01,Home buying,,27.33%,982xx,WA,< 1 year,0
13875,2019-01-01,Debt consolidation,,40.02%,720xx,AR,< 1 year,0
2000,2019-01-01,Debt consolidation,525,0.04%,768xx,TX,4 years,0
15000,2019-01-01,Debt consolidation,,11.22%,726xx,AR,< 1 year,0
25000,2019-01-01,Debt consolidation,,0%,941xx,CA,< 1 year,0
3000,2019-01-01,Other,,43.28%,923xx,CA,4 years,0
10000,2019-01-01,Debt consolidation,622,0%,287xx,NC,< 1 year,0
1000,2019-01-01,Debt consolidation,,35.94%,228xx,VA,1 year,0
2500,2019-01-01,Moving and relocation,,0%,871xx,NM,3 years,0
10000,2019-01-01,Debt consolidation,,42.08%,395xx,MS,< 1 year,0
40000,2019-01-01,Business,,7.63%,272xx,NC,< 1 year,0
35000,2019-01-01,Debt consolidation,,42.09%,070xx,NJ,< 1 year,0
10000,2019-01-01,Other,,16.77%,241xx,VA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,51.8%,295xx,SC,< 1 year,0
10000,2019-01-01,Debt consolidation,,67%,403xx,KY,< 1 year,0
20000,2019-01-01,Credit card refinancing,,7%,320xx,FL,< 1 year,0
5000,2019-01-01,Car financing,,0.19%,286xx,NC,< 1 year,0
15000,2019-01-01,Credit card refinancing,,26.24%,432xx,OH,< 1 year,0
10000,2019-01-01,Credit card refinancing,,136.8%,038xx,NH,< 1 year,0
10000,2019-01-01,Home buying,,1.44%,953xx,CA,< 1 year,0
10000,2019-01-01,Other,,1.75%,721xx,AR,< 1 year,0
10000,2019-01-01,Debt consolidation,,17.52%,023xx,MA,< 1 year,0
7000,2019-01-01,Major purchase,,187.5%,380xx,TN,< 1 year,0
30000,2019-01-01,Home buying,,3.61%,432xx,OH,< 1 year,0
1000,2019-01-01,Debt consolidation,,48.81%,271xx,NC,1 year,0
20000,2019-01-01,Other,,17.25%,967xx,HI,< 1 year,0
10000,2019-01-01,Debt consolidation,,41.41%,301xx,GA,n/a,0
20000,2019-01-01,Other,,212.12%,030xx,NH,< 1 year,0
40000,2019-01-01,Home buying,,14.86%,212xx,MD,< 1 year,0
10000,2019-01-01,Medical expenses,,10.35%,720xx,AR,< 1 year,0
9000,2019-01-01,Debt consolidation,,100%,484xx,MI,< 1 year,0
1000,2019-01-01,Debt consolidation,,38.47%,622xx,IL,5 years,0
25000,2019-01-01,Debt consolidation,,42.44%,554xx,MN,< 1 year,0
6000,2019-01-01,Credit card refinancing,,67.64%,317xx,GA,< 1 year,0
30000,2019-01-01,Major purchase,,20.5%,483xx,MI,< 1 year,0
3000,2019-01-01,Debt consolidation,,3.36%,480xx,MI,< 1 year,0
40000,2019-01-01,Debt consolidation,,26.08%,760xx,TX,< 1 year,0
20000,2019-01-01,Debt consolidation,,0.31%,293xx,SC,< 1 year,0
6000,2019-01-01,Major purchase,,3.07%,021xx,MA,< 1 year,0
8500,2019-01-01,Other,,27.47%,300xx,GA,< 1 year,0
3500,2019-01-01,Credit card refinancing,,12.06%,945xx,CA,< 1 year,0
6000,2019-01-01,Other,,71.34%,258xx,WV,< 1 year,0
1500,2019-01-01,Other,,37.2%,490xx,MI,< 1 year,0
6500,2019-01-01,Debt consolidation,,0%,749xx,OK,< 1 year,0
8000,2019-01-01,Debt consolidation,,41.69%,968xx,HI,< 1 year,0
3200,2019-01-01,Home improvement,,55.09%,318xx,GA,< 1 year,0
14000,2019-01-01,Credit card refinancing,,24.66%,136xx,NY,< 1 year,0
4000,2019-01-01,Medical expenses,,23.27%,224xx,VA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,40.67%,577xx,SD,< 1 year,0
10000,2019-01-01,Debt consolidation,,0%,724xx,AR,< 1 year,0
14500,2019-01-01,Debt consolidation,,139.19%,342xx,FL,< 1 year,0
40000,2019-01-01,Debt consolidation,,51.22%,270xx,NC,< 1 year,0
6000,2019-01-01,Debt consolidation,,15.04%,432xx,OH,< 1 year,0
5000,2019-01-01,Credit card refinancing,,2.71%,191xx,PA,< 1 year,0
7500,2019-01-01,Debt consolidation,,37.63%,011xx,MA,< 1 year,0
6000,2019-01-01,Medical expenses,,19.35%,934xx,CA,< 1 year,0
2000,2019-01-01,Debt consolidation,,9.81%,308xx,GA,< 1 year,0
2000,2019-01-01,Business,542,0.12%,900xx,CA,8 years,0
10000,2019-01-01,Debt consolidation,,18.11%,495xx,MI,< 1 year,0
35000,2019-01-01,Debt consolidation,,100%,968xx,HI,< 1 year,0
35000,2019-01-01,Debt consolidation,,27.42%,197xx,DE,< 1 year,0
40000,2019-01-01,Debt consolidation,568,100%,852xx,AZ,< 1 year,0
10000,2019-01-01,Debt consolidation,,67.64%,317xx,GA,< 1 year,0
10000,2019-01-01,Other,,1.66%,063xx,CT,< 1 year,0
12500,2019-01-01,Debt consolidation,,33.73%,844xx,UT,< 1 year,0
6500,2019-01-01,Other,,0%,924xx,CA,n/a,0
40000,2019-01-01,Credit card refinancing,,39.82%,303xx,GA,< 1 year,0
12500,2019-01-01,Debt consolidation,,5.94%,927xx,CA,< 1 year,0
5000,2019-01-01,Other,,51.67%,898xx,NV,< 1 year,0
3000,2019-01-01,Vacation,593,30%,600xx,IL,< 1 year,0
19500,2019-01-01,Debt consolidation,,13.51%,395xx,MS,< 1 year,0
1100,2019-01-01,Other,,20.7%,829xx,WY,< 1 year,0
8500,2019-01-01,Debt consolidation,,19.68%,112xx,NY,< 1 year,0
1000,2019-01-01,Vacation,,4.91%,421xx,KY,< 1 year,0
2500,2019-01-01,Other,,4.36%,305xx,GA,2 years,0
6000,2019-01-01,Debt consolidation,,13.98%,729xx,AR,< 1 year,0
1000,2019-01-01,Other,,0.3%,347xx,FL,1 year,0
40000,2019-01-01,Major purchase,,10.59%,321xx,FL,< 1 year,0
1000,2019-01-01,Car financing,,0%,759xx,TX,< 1 year,0
7500,2019-01-01,Credit card refinancing,,14.46%,481xx,MI,2 years,2
1000,2019-01-01,Car financing,,1026.88%,984xx,WA,n/a,0
40000,2019-01-01,Debt consolidation,,24.52%,331xx,FL,< 1 year,0
17775,2019-01-01,Car financing,,100%,440xx,OH,< 1 year,0
6000,2019-01-01,Home buying,,10.61%,647xx,MO,< 1 year,0
1000,2019-01-01,Debt consolidation,,100%,349xx,FL,< 1 year,0
15000,2019-01-01,Debt consolidation,,1.58%,937xx,CA,< 1 year,0
1000,2019-01-01,Major purchase,,2.86%,914xx,CA,< 1 year,0
10000,2019-01-01,Debt consolidation,,14.79%,775xx,TX,< 1 year,0
10000,2019-01-01,Debt consolidation,,39.15%,132xx,NY,< 1 year,0
6000,2019-01-01,Credit card refinancing,,8.81%,926xx,CA,< 1 year,0
2000,2019-01-01,Home improvement,,14.97%,752xx,TX,10+ years,2
2000,2019-01-01,Other,,18.4%,080xx,NJ,< 1 year,0
12000,2019-01-01,Car financing,,100%,959xx,CA,n/a,0
35000,2019-01-01,Debt consolidation,,21.82%,076xx,NJ,< 1 year,0
2500,2019-01-01,Medical expenses,,28.98%,070xx,NJ,< 1 year,0
25000,2019-01-01,Other,,4.07%,287xx,NC,< 1 year,0
1000,2019-01-01,Debt consolidation,,29.69%,875xx,NM,< 1 year,0
10000,2019-01-01,Other,,0.13%,085xx,NJ,< 1 year,0
40000,2019-01-01,Debt consolidation,,37.64%,346xx,FL,< 1 year,0
10000,2019-01-01,Debt consolidation,,40.58%,058xx,VT,< 1 year,0
30000,2019-01-01,Major purchase,,3.21%,294xx,SC,< 1 year,0
10000,2019-01-01,Major purchase,,11.21%,980xx,WA,< 1 year,0
5000,2019-01-01,Other,,26.61%,808xx,CO,3 years,0
20000,2019-01-01,Debt consolidation,,58.4%,377xx,TN,< 1 year,0
40000,2019-01-01,Home buying,,26.63%,032xx,NH,< 1 year,0
20000,2019-01-01,Home buying,,7.56%,328xx,FL,< 1 year,0
2000,2019-01-01,Car financing,,0.5%,030xx,NH,< 1 year,0
1000,2019-01-01,Other,,32.23%,741xx,OK,3 years,0
1000,2019-01-01,Medical expenses,,16.93%,301xx,GA,n/a,0
1000,2019-01-01,Debt consolidation,,1.08%,313xx,GA,1 year,0
10000,2019-01-01,Credit card refinancing,,44.66%,280xx,NC,< 1 year,0
35000,2019-01-01,Credit card refinancing,,14.85%,302xx,GA,< 1 year,0
15000,2019-01-01,Other,,36.18%,361xx,AL,< 1 year,0
12000,2019-01-01,Credit card refinancing,,27.63%,752xx,TX,< 1 year,0
5000,2019-01-01,Debt consolidation,,7.14%,165xx,PA,< 1 year,0
20500,2019-01-01,Credit card refinancing,,45.08%,797xx,TX,< 1 year,0
40000,2019-01-01,Other,,7.21%,173xx,PA,< 1 year,0
6000,2019-01-01,Credit card refinancing,,35.43%,303xx,GA,< 1 year,0
40000,2019-01-01,Other,,6.68%,908xx,CA,< 1 year,0
5000,2019-01-01,Debt consolidation,,17.94%,316xx,GA,< 1 year,0
5000,2019-01-01,Car financing,,0%,891xx,NV,< 1 year,0
37000,2019-01-01,Car financing,,18.7%,322xx,FL,< 1 year,0
5000,2019-01-01,Debt consolidation,,0%,288xx,NC,< 1 year,0
1000,2019-01-01,Other,,18.2%,761xx,TX,5 years,0
10000,2019-01-01,Debt consolidation,,19.33%,648xx,MO,10+ years,0
1000,2019-01-01,Medical expenses,,17.28%,261xx,WV,< 1 year,0
1000,2019-01-01,Other,,5.65%,760xx,TX,5 years,0
40000,2019-01-01,Debt consolidation,,58.04%,351xx,AL,< 1 year,0
5000,2019-01-01,Other,,42.5%,761xx,TX,< 1 year,0
10000,2019-01-01,Debt consolidation,,43.96%,152xx,PA,< 1 year,0
10000,2019-01-01,Home buying,,12.15%,741xx,OK,< 1 year,0
40000,2019-01-01,Home buying,,29.59%,165xx,PA,< 1 year,0
15000,2019-01-01,Medical expenses,,0.67%,939xx,CA,n/a,0
10000,2019-01-01,Debt consolidation,,22.52%,188xx,PA,< 1 year,0
1200,2019-01-01,Moving and relocation,,0%,644xx,MO,< 1 year,0
15000,2019-01-01,Credit card refinancing,,21.81%,061xx,CT,< 1 year,0
3100,2019-01-01,Major purchase,,0.98%,314xx,GA,< 1 year,0
2000,2019-01-01,Other,,100%,287xx,NC,< 1 year,0
1500,2019-01-01,Other,,0%,980xx,WA,n/a,0
10000,2019-01-01,Debt consolidation,,26.55%,891xx,NV,< 1 year,0
20000,2019-01-01,Debt consolidation,,58.79%,903xx,CA,5 years,0
20000,2019-01-01,Major purchase,,4.67%,010xx,MA,< 1 year,0
5000,2019-01-01,Debt consolidation,,0.57%,554xx,MN,< 1 year,0
5400,2019-01-01,Debt consolidation,,97.41%,291xx,SC,< 1 year,0
1000,2019-01-01,Debt consolidation,,35.87%,616xx,IL,< 1 year,0
40000,2019-01-01,Debt consolidation,,17.17%,275xx,NC,< 1 year,0
7000,2019-01-01,Credit card refinancing,,13.17%,475xx,IN,n/a,0
10000,2019-01-01,Credit card refinancing,,11.56%,387xx,MS,< 1 year,0
20000,2019-01-01,Debt consolidation,,188.56%,058xx,VT,< 1 year,0
5500,2019-01-01,Debt consolidation,,34.32%,331xx,FL,< 1 year,0
20000,2019-01-01,Debt consolidation,,44.17%,190xx,PA,< 1 year,0
8000,2019-01-01,Other,681,0.37%,070xx,NJ,< 1 year,0
20000,2019-01-01,Debt consolidation,,34.03%,495xx,MI,n/a,0
2500,2019-01-01,Debt consolidation,,10.49%,371xx,TN,1 year,0
1000,2019-01-01,Major purchase,,0%,312xx,GA,< 1 year,0
35000,2019-01-01,Debt consolidation,,32.83%,917xx,CA,< 1 year,0
24000,2019-01-01,Home buying,,40.57%,750xx,TX,< 1 year,0
33325,2019-01-01,Debt consolidation,,22.84%,606xx,IL,< 1 year,0
10000,2019-01-01,Credit card refinancing,,20.44%,757xx,TX,< 1 year,0
30000,2019-01-01,Other,,20.88%,415xx,KY,< 1 year,0
2000,2019-01-01,Other,,11.64%,477xx,IN,< 1 year,0
1000,2019-01-01,Credit card refinancing,,73.44%,800xx,CO,< 1 year,0
1000,2019-01-01,Debt consolidation,,100%,302xx,GA,5 years,0
1000,2019-01-01,Debt consolidation,,26.2%,726xx,AR,1 year,0
5000,2019-01-01,Debt consolidation,,23.2%,200xx,DC,< 1 year,0
25000,2019-01-01,Debt consolidation,,32.66%,082xx,NJ,< 1 year,0
10000,2019-01-01,Debt consolidation,,14.31%,970xx,OR,< 1 year,0
20000,2019-01-01,Credit card refinancing,,51.04%,740xx,OK,< 1 year,0
7000,2019-01-01,Vacation,,100%,107xx,NY,< 1 year,0
1000,2019-01-01,Other,,25.99%,337xx,FL,< 1 year,0
2500,2019-01-01,Other,,50.75%,114xx,NY,< 1 year,0
2000,2019-01-01,Credit card refinancing,,1.68%,329xx,FL,< 1 year,0
2000,2019-01-01,Moving and relocation,,4.69%,681xx,NE,< 1 year,0
15000,2019-01-01,Car financing,,6.73%,467xx,IN,< 1 year,0
40000,2019-01-01,Debt consolidation,,100%,170xx,PA,< 1 year,0
20000,2019-01-01,Debt consolidation,,24.19%,376xx,TN,< 1 year,0
3000,2019-01-01,Credit card refinancing,,4.83%,322xx,FL,< 1 year,0
2500,2019-01-01,Debt consolidation,,5.78%,057xx,VT,< 1 year,0
1000,2019-01-01,Other,,31.62%,731xx,OK,1 year,0
40000,2019-01-01,Credit card refinancing,,63.35%,256xx,WV,< 1 year,0
40000,2019-01-01,Other,,0%,272xx,NC,< 1 year,0
7500,2019-01-01,Debt consolidation,,14.52%,770xx,TX,< 1 year,0
5000,2019-01-01,Moving and relocation,,14.22%,331xx,FL,< 1 year,0
4000,2019-01-01,Debt consolidation,,10.74%,448xx,OH,< 1 year,0
1000,2019-01-01,Other,,198.77%,681xx,NE,< 1 year,0
1000,2019-01-01,Other,590,1.1%,309xx,GA,1 year,0
30000,2019-01-01,Home buying,,1.45%,327xx,FL,< 1 year,0
30000,2019-01-01,Other,,38.08%,856xx,AZ,< 1 year,0
1000,2019-01-01,Other,,6.83%,152xx,PA,< 1 year,0
5000,2019-01-01,Other,,0.83%,073xx,NJ,1 year,0
15000,2019-01-01,Debt consolidation,,8.99%,436xx,OH,< 1 year,0
20000,2019-01-01,Debt consolidation,,100%,010xx,MA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,30.05%,456xx,OH,< 1 year,0
1000,2019-01-01,Other,,97.22%,191xx,PA,< 1 year,0
6500,2019-01-01,Home buying,,60.34%,728xx,AR,< 1 year,0
6000,2019-01-01,Debt consolidation,,45.67%,130xx,NY,< 1 year,0
5000,2019-01-01,Debt consolidation,,0%,315xx,GA,< 1 year,0
10000,2019-01-01,Credit card refinancing,,2.61%,934xx,CA,< 1 year,0
1000,2019-01-01,Credit card refinancing,,1.67%,481xx,MI,< 1 year,0
5000,2019-01-01,Credit card refinancing,,10.5%,342xx,FL,< 1 year,0
3000,2019-01-01,Debt consolidation,585,124.62%,281xx,NC,< 1 year,0
30000,2019-01-01,Other,,73.18%,225xx,VA,< 1 year,0
3500,2019-01-01,Car financing,,5.18%,381xx,TN,< 1 year,0
7500,2019-01-01,Home buying,,14.61%,302xx,GA,2 years,0
7500,2019-01-01,Debt consolidation,,45.47%,751xx,TX,< 1 year,0
5000,2019-01-01,Credit card refinancing,,22.2%,360xx,AL,< 1 year,0
3000,2019-01-01,Other,,0%,200xx,DC,< 1 year,0
5000,2019-01-01,Car financing,,100%,212xx,MD,< 1 year,0
1000,2019-01-01,Debt consolidation,,4.28%,320xx,FL,1 year,0
10000,2019-01-01,Home improvement,,17.36%,017xx,MA,< 1 year,0
10000,2019-01-01,Debt consolidation,,12.26%,325xx,FL,< 1 year,0
6000,2019-01-01,Debt consolidation,,47.75%,450xx,OH,< 1 year,0
1000,2019-01-01,Other,,27.1%,619xx,IL,2 years,0
10000,2019-01-01,Debt consolidation,,1.05%,109xx,NY,< 1 year,0
15000,2019-01-01,Home buying,,21.85%,672xx,KS,< 1 year,0
10000,2019-01-01,Other,,29.63%,721xx,AR,< 1 year,0
8000,2019-01-01,Debt consolidation,,22.73%,281xx,NC,< 1 year,0
1500,2019-01-01,Debt consolidation,,4.79%,337xx,FL,n/a,0
40000,2019-01-01,Other,,35.78%,378xx,TN,< 1 year,0
10000,2019-01-01,Debt consolidation,,24.31%,604xx,IL,< 1 year,0
7000,2019-01-01,Debt consolidation,,24.52%,844xx,UT,< 1 year,0
1000,2019-01-01,Credit card refinancing,,18.24%,601xx,IL,< 1 year,0
1000,2019-01-01,Other,,100%,452xx,OH,3 years,0
30000,2019-01-01,Credit card refinancing,,55.4%,657xx,MO,< 1 year,0
2500,2019-01-01,Other,,0.35%,472xx,IN,3 years,0
20000,2019-01-01,Debt consolidation,,0.84%,302xx,GA,< 1 year,0
2000,2019-01-01,Other,,54.22%,290xx,SC,10+ years,0
7000,2019-01-01,Other,,36.67%,462xx,IN,< 1 year,0
5000,2019-01-01,Major purchase,,12.82%,376xx,TN,< 1 year,0
7000,2019-01-01,Other,,3.39%,334xx,FL,< 1 year,0
40000,2019-01-01,Credit card refinancing,,34.59%,450xx,OH,< 1 year,0
25000,2019-01-01,Debt consolidation,,33.77%,714xx,LA,< 1 year,0
40000,2019-01-01,Debt consolidation,,15.18%,799xx,TX,< 1 year,0
15000,2019-01-01,Car financing,,14.93%,063xx,CT,< 1 year,0
5000,2019-01-01,Debt consolidation,,35.26%,478xx,IN,< 1 year,0
10000,2019-01-01,Other,,26.76%,347xx,FL,< 1 year,0
12000,2019-01-01,Debt consolidation,,19.38%,117xx,NY,< 1 year,0
1000,2019-01-01,Debt consolidation,,0%,748xx,OK,< 1 year,0
15000,2019-01-01,Debt consolidation,,11.7%,322xx,FL,< 1 year,0
5000,2019-01-01,Other,,6.64%,283xx,NC,< 1 year,0
10000,2019-01-01,Other,,40.79%,330xx,FL,< 1 year,0
9500,2019-01-01,Business Loan,,-1%,531xx,WI,< 1 year,0
5000,2019-01-01,Debt consolidation,,4.09%,454xx,OH,< 1 year,0
15000,2019-01-01,Credit card refinancing,,100%,100xx,NY,< 1 year,0
3000,2019-01-01,Debt consolidation,,8.75%,078xx,NJ,< 1 year,0
1000,2019-01-01,Other,502,0%,808xx,CO,5 years,0
10000,2019-01-01,Other,,0.43%,112xx,NY,4 years,0
25000,2019-01-01,Other,,8.6%,070xx,NJ,< 1 year,0
10500,2019-01-01,Debt consolidation,,70%,308xx,GA,< 1 year,0
10000,2019-01-01,Other,,60.36%,606xx,IL,< 1 year,0
10000,2019-01-01,Home buying,,0%,850xx,AZ,< 1 year,0
2500,2019-01-01,Debt consolidation,,1.23%,300xx,GA,n/a,0
6000,2019-01-01,Debt consolidation,,19.2%,430xx,OH,< 1 year,0
1000,2019-01-01,Other,603,100%,891xx,NV,1 year,0
20000,2019-01-01,Credit card refinancing,,29.97%,775xx,TX,< 1 year,0
10000,2019-01-01,Debt consolidation,,33.03%,221xx,VA,< 1 year,0
5000,2019-01-01,Other,,21.5%,294xx,SC,< 1 year,0
5000,2019-01-01,Credit card refinancing,,24.88%,900xx,CA,< 1 year,0
4000,2019-01-01,Other,,32.46%,322xx,FL,< 1 year,0
4000,2019-01-01,Debt consolidation,,31.38%,232xx,VA,< 1 year,0
11500,2019-01-01,Car financing,,6.3%,437xx,OH,< 1 year,0
30000,2019-01-01,Debt consolidation,,45.98%,334xx,FL,< 1 year,0
33000,2019-01-01,Car financing,,23.27%,275xx,NC,< 1 year,0
10500,2019-01-01,Debt consolidation,,22.86%,606xx,IL,< 1 year,0
25000,2019-01-01,Major purchase,,14.94%,617xx,IL,< 1 year,0
2500,2019-01-01,Other,,18.36%,834xx,ID,n/a,0
1000,2019-01-01,Medical expenses,,2.62%,953xx,CA,< 1 year,0
3000,2019-01-01,Debt consolidation,,14.9%,381xx,TN,< 1 year,0
10000,2019-01-01,Other,,9.58%,292xx,SC,< 1 year,0
10000,2019-01-01,Other,,13.06%,335xx,FL,< 1 year,0
25000,2019-01-01,Debt consolidation,,5.21%,308xx,GA,< 1 year,0
20000,2019-01-01,Major purchase,,16.23%,178xx,PA,< 1 year,0
25000,2019-01-01,Major purchase,,60.68%,333xx,FL,< 1 year,0
5000,2019-01-01,Debt consolidation,,27.7%,951xx,CA,< 1 year,0
10000,2019-01-01,Debt consolidation,,13.55%,109xx,NY,< 1 year,0
