Loan_ID,Origination_Channel,Origination_Date,Origination_Country,Asset_Class,Loan_Purpose,Prod_Type,Amort_Type,Org_Mat_Date,Cur_Mat_Date,Currency,Org_Amount,Principal_Bal,Accrued_Interest_Bal,UPB,Original_Interest_Rate,Original_Rate_Type,Rate_Description,Original_Interest_Rate_Reference,Current_Rate,Current_Rate_Type,Current_Rate_Ref,Start_Date_of_Current_Fixed_Interest_Period,End_Date_of_Current_Fixed_Interest_Period,Interest_Cap_Rate,Interest_Floor_Rate,Early_Redemption_Penalty,Past-Due_Penalty_Interest-Margin,Default_Penalty_Interest_Margin,Last_Payment_Date,Last_Payment_Amount,Next_Principal_Scheduled_Repayment_Amount,Next_Interest_Scheduled_Repayment_Amount,Next_Principal_Scheduled_Repayment_Date,Next_Interest_Scheduled_Repayment_Date,Interest_Payment_Frequency,Principal_Payment_Frequency,Past-Due_Principal_Amount,Past-Due_Interest_Amount,Early_Redemption_Penalty,Past-Due_Penalty_Interest_Margin,Default_Penalty_Interest_Margin,Loan_Status,Days_Past-Due,Time_in_Past-Due
100727511,Branch,11/14/2013,UK,CRE,Mortage,Loan,Linear,5/10/2045,4/14/2050,GBP,145000,122400,340,122740,0.04,fixed,,,,fixed,,4/24/2015,4/14/2050,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,30.685,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,93,3
100727510,Branch,11/15/2013,UK,Resi,Mortage,Loan,Linear,5/10/2045,4/14/2053,GBP,150000,153206.6667,422.1,153628.7667,0.035,fixed,,,,fixed,,4/25/2015,4/14/2053,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,38.40719167,8/30/2019,8/30/2019,monthly,monthly,2605.555556,9192.4,0.04,0.005,0.01,non-performing,97,6
100727509,Branch,11/16/2013,UK,Resi,Mortage,Loan,Linear,5/10/2045,4/22/2045,GBP,150000,153809.5238,935.8095238,154745.3333,0.04,mixed,5 years fixed then variable,,,fixed,,4/26/2015,4/22/2045,,,0.03,0.005,0.0075,7/26/2019,449.7354497,449.7354497,38.68633333,8/30/2019,8/30/2019,monthly,monthly,2698.412698,9228.571429,0.04,0.005,0.01,non-performing,90,3
100727508,Branch,11/17/2013,UK,Resi,Mortage,Loan,Linear,5/10/2045,4/23/2045,GBP,150000,159102.381,837.3809524,159939.7619,0.04,fixed,,,,fixed,,4/27/2015,4/23/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,39.98494048,8/30/2019,8/30/2019,monthly,monthly,2791.269841,9546.142857,0.04,0.005,0.01,non-performing,91,3
100727507,Branch,11/18/2013,UK,Resi,Mortage,Loan,Linear,5/11/2045,4/24/2045,GBP,150000,173082.2286,467.2285714,173549.4571,0.04,fixed,,,,fixed,,4/28/2015,4/24/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,43.38736429,8/30/2019,8/30/2019,monthly,monthly,1442.063492,5192.466857,0.04,0.005,0.01,non-performing,95,3
100727506,Branch,11/19/2013,UK,CRE,Mortage,Loan,Linear,5/11/2045,4/25/2045,GBP,150000,169688.0952,1032.418095,170720.5133,0.04,fixed,,,,fixed,,4/29/2015,4/25/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,42.68012833,8/30/2019,8/30/2019,monthly,monthly,1488.492063,5090.642857,0.04,0.005,0.01,non-performing,97,3
100727505,Branch,11/20/2013,UK,Resi,Mortage,Loan,Linear,5/11/2045,4/26/2045,GBP,150000,165771.4286,920.952381,166692.381,0.04,mixed,5 years fixed then variable,,,fixed,,4/30/2015,4/26/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,41.67309524,8/30/2019,8/30/2019,monthly,monthly,1534.920635,4973.142857,0.04,0.005,0.01,non-performing,93,3
100727504,Branch,11/21/2013,UK,Resi,Mortage,Loan,Linear,5/11/2045,4/27/2045,GBP,150000,185966.6667,32.25952381,185998.9262,0.04,fixed,,,,fixed,,5/1/2015,4/27/2045,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,46.49973155,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5579,0.04,0.005,0.01,non-performing,360,9
100727503,Branch,11/22/2013,UK,Resi,Mortage,Loan,Linear,5/12/2045,4/22/2051,GBP,150000,185566.6667,33.20666667,185599.8733,0.04,fixed,,,,fixed,,5/2/2015,4/22/2051,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.39996833,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,90,3
100727502,Branch,11/23/2013,UK,Resi,Mortage,Loan,Linear,5/12/2045,4/23/2050,GBP,150000,190000,34,190034,0.04,fixed,,,,fixed,,5/3/2015,4/23/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,92,3
100727501,Branch,11/24/2013,UK,Resi,Mortage,Loan,Linear,5/12/2045,4/24/2050,GBP,150000,142500,375,142875,0.04,fixed,,,,fixed,,5/4/2015,4/24/2050,,,0.03,0.005,0.0075,7/26/2019,600,416.6666667,35.71875,8/30/2019,8/30/2019,monthly,monthly,2500,8550,0.04,0.005,0.01,non-performing,180,6
100727500,Branch,11/25/2013,UK,Resi,Mortage,Loan,Linear,5/12/2045,4/25/2050,GBP,150000,95000,270,95270,0.04,fixed,,,,fixed,,5/5/2015,4/25/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,23.8175,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,170,6
100727499,Branch,11/26/2013,UK,Resi,Mortage,Loan,Linear,5/13/2045,4/26/2050,GBP,150000,76500,491.3,76991.3,0.04,fixed,,,,fixed,,5/6/2015,4/26/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,19.247825,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2295,0.04,0.005,0.01,non-performing,213,6
100727498,Branch,11/27/2013,UK,Resi,Mortage,Loan,Linear,5/13/2045,4/27/2050,GBP,150000,196000,1000,197000,0.04,fixed,,,,fixed,,5/7/2015,4/27/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,180,6
100727497,Branch,11/28/2013,UK,Resi,Mortage,Loan,Linear,5/13/2045,4/27/2053,GBP,150000,142500,25.5,142525.5,0.05,fixed,,,,fixed,,5/8/2015,4/27/2053,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.631375,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,90,3
100727496,Branch,11/29/2013,UK,Resi,Mortage,Loan,Linear,5/13/2045,5/5/2045,GBP,150000,122400,680,123080,0.04145402299,fixed,,,,fixed,,5/9/2015,5/5/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,30.77,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3672,0.04,0.005,0.01,non-performing,91,3
100727495,Branch,11/30/2013,UK,Resi,Mortage,Loan,Linear,5/14/2045,5/6/2045,GBP,150000,130060,663.5714286,130723.5714,0.04155858361,fixed,,,,fixed,,5/10/2015,5/6/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,32.68089286,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3901.8,0.04,0.005,0.01,non-performing,95,3
100727494,Branch,12/1/2013,UK,Resi,Mortage,Loan,Linear,5/14/2045,5/7/2045,GBP,150000,122957.1429,323.5714286,123280.7143,0.04166314423,fixed,,,,fixed,,5/11/2015,5/7/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,30.82017857,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3688.714286,0.04,0.005,0.01,non-performing,97,3
100727493,Branch,12/2/2013,UK,Resi,Mortage,Loan,Linear,5/14/2045,5/8/2045,GBP,150000,119835.7143,340.5857143,120176.3,0.04176770486,fixed,,,,fixed,,5/12/2015,5/8/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.044075,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3595.071429,0.04,0.005,0.01,non-performing,93,3
100727492,Branch,12/3/2013,UK,Resi,Mortage,Loan,Linear,5/14/2045,5/9/2045,GBP,150000,122881.7143,710.1142857,123591.8286,0.04187226548,fixed,,,,fixed,,5/13/2015,5/9/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,30.89795714,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3686.451429,0.04,0.005,0.01,non-performing,213,6
100727491,Branch,12/4/2013,UK,Resi,Mortage,Loan,Linear,5/15/2045,5/10/2045,GBP,150000,113592.8571,597.8571429,114190.7143,0.0419768261,mixed,5 years fixed then variable,,,fixed,,5/14/2015,5/10/2045,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,290,6
100727490,Branch,12/5/2013,UK,CRE,Mortage,Loan,Linear,5/15/2045,5/5/2051,GBP,150000,104657.1429,313.9714286,104971.1143,0.04208138673,variable,,LIBOR,3,fixed,LIBOR,5/15/2015,5/5/2051,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,26.24277857,8/30/2019,8/30/2019,monthly,monthly,969.047619,3139.714286,0.04,0.005,0.01,non-performing,90,3
100727489,Branch,12/6/2013,UK,Resi,Mortage,Loan,Linear,5/15/2045,5/6/2050,GBP,150000,196000,1156,197156,0.04218594735,fixed,,,,fixed,,5/16/2015,5/6/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,49.289,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5880,0.04,0.005,0.01,non-performing,91,3
100727488,Branch,12/7/2013,UK,Resi,Mortage,Loan,Linear,5/15/2045,5/7/2050,GBP,150000,142500,750,143250,0.04229050797,fixed,,,,fixed,,5/17/2015,5/7/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,95,3
100727487,Branch,12/8/2013,UK,Resi,Mortage,Loan,Linear,5/16/2045,5/8/2050,GBP,150000,95000,17,95017,0.04239506859,mixed,5 years fixed then variable,,,fixed,,5/18/2015,5/8/2050,,,0.03,0.005,0.0075,7/23/2019,277.7777778,277.7777778,23.75425,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2850,0.04,0.005,0.01,non-performing,97,3
100727486,Branch,12/9/2013,UK,Resi,Mortage,Loan,Linear,5/16/2045,5/9/2050,GBP,150000,80750,14.45,80764.45,0.04249962922,fixed,,,,fixed,,5/19/2015,5/9/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,93,3
100727485,Branch,12/10/2013,UK,CRE,Mortage,Loan,Linear,5/16/2045,5/10/2050,GBP,150000,190000,34,190034,0.04260418984,fixed,,,,fixed,,5/20/2015,5/10/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.5085,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,185,5
100727484,Branch,12/11/2013,UK,Resi,Mortage,Loan,Linear,5/16/2045,5/10/2053,GBP,150000,135000,375,135375,0.04270875046,fixed,,,,fixed,,5/21/2015,5/10/2053,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,33.84375,8/30/2019,8/30/2019,monthly,monthly,1250,4050,0.04,0.005,0.01,non-performing,90,3
100727483,Branch,12/12/2013,UK,Resi,Mortage,Loan,Linear,5/17/2045,5/18/2045,GBP,150000,133280,367.2,133647.2,0.04281331109,fixed,,,,fixed,,5/22/2015,5/18/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,33.4118,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3998.4,0.04,0.005,0.01,non-performing,91,3
100727482,Branch,12/13/2013,UK,Resi,Mortage,Loan,Linear,5/17/2045,5/19/2045,GBP,150000,126078.5714,767.0885714,126845.66,0.04291787171,fixed,,,,fixed,,5/23/2015,5/19/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.711415,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,95,3
100727481,Branch,12/14/2013,UK,Resi,Mortage,Loan,Linear,5/17/2045,5/20/2045,GBP,150000,116485.7143,647.1428571,117132.8571,0.04302243233,fixed,,,,fixed,,5/24/2015,5/20/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,29.28321429,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,97,3
100727480,Branch,12/15/2013,UK,Resi,Mortage,Loan,Linear,5/17/2045,5/21/2045,GBP,150000,123620,21.44428571,123641.4443,0.04312699296,mixed,5 years fixed then variable,,,fixed,,5/25/2015,5/21/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.91036107,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,93,3
100727479,Branch,12/16/2013,UK,Resi,Mortage,Loan,Linear,5/18/2045,5/22/2045,GBP,150000,116714.2857,614.2857143,117328.5714,0.04323155358,fixed,,,,fixed,,5/26/2015,5/22/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.33214286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,90,3
100727478,Branch,12/17/2013,UK,Resi,Mortage,Loan,Linear,5/18/2045,5/23/2045,GBP,150000,113592.8571,597.8571429,114190.7143,0.0433361142,fixed,,,,fixed,,5/27/2015,5/23/2045,,,0.03,0.005,0.0075,7/26/2019,0,332.1428571,28.54767857,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3407.785714,0.04,0.005,0.01,non-performing,92,3
100727477,Branch,12/18/2013,UK,Resi,Mortage,Loan,Linear,5/18/2045,5/18/2051,GBP,150000,116308.9714,290.7142857,116599.6857,0.04344067482,fixed,,,,fixed,,5/28/2015,5/18/2051,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,29.14992143,8/30/2019,8/30/2019,monthly,monthly,969.047619,3489.269143,0.04,0.005,0.01,non-performing,180,6
100727476,Branch,12/19/2013,UK,Resi,Mortage,Loan,Linear,5/18/2045,5/19/2050,GBP,150000,142500,405,142905,0.04354523545,mixed,5 years fixed then variable,,,fixed,,5/29/2015,5/19/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.72625,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,170,6
100727475,Branch,12/20/2013,UK,Resi,Mortage,Loan,Linear,5/19/2045,5/20/2050,GBP,150000,90000,578,90578,0.04364979607,fixed,,,,fixed,,5/30/2015,5/20/2050,,,0.03,0.005,0.0075,7/26/2019,277.7777778,277.7777778,22.6445,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,213,6
100727474,Branch,12/21/2013,UK,Resi,Mortage,Loan,Linear,5/19/2045,5/21/2050,GBP,150000,83300,425,83725,0.04375435669,fixed,,,,fixed,,5/31/2015,5/21/2050,,,0.03,0.005,0.0075,7/22/2019,236.1111111,236.1111111,20.93125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,200,6
100727473,Branch,12/22/2013,UK,Resi,Mortage,Loan,Linear,5/19/2045,5/22/2050,GBP,150000,190000,540,190540,0.04385891732,fixed,,,,fixed,,6/1/2015,5/22/2050,,,0.03,0.005,0.0075,7/31/2019,555.5555556,555.5555556,47.635,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,90,3
100727472,Branch,12/23/2013,UK,Resi,Mortage,Loan,Linear,5/19/2045,5/23/2050,GBP,150000,142500,867,143367,0.04396347794,fixed,,,,fixed,,6/2/2015,5/23/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,91,3
100727471,Branch,12/24/2013,UK,Resi,Mortage,Loan,Linear,5/20/2045,5/23/2053,GBP,150000,129200,680,129880,0.04406803856,fixed,,,,fixed,,6/3/2015,5/23/2053,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.47,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,95,3
100727470,Branch,12/25/2013,UK,Resi,Mortage,Loan,Linear,5/20/2045,5/31/2045,GBP,150000,148516.6667,26.57666667,148543.2433,0.04417259918,fixed,,,,fixed,,6/4/2015,5/31/2045,,,0.03,0.005,0.0075,7/26/2019,434.2592593,434.2592593,37.13581083,8/30/2019,8/30/2019,monthly,monthly,1302.777778,4455.5,0.04,0.005,0.01,non-performing,97,3
100727469,Branch,12/26/2013,UK,CRE,Mortage,Loan,Linear,5/20/2045,6/1/2045,GBP,150000,145714.2857,27.52380952,145741.8095,0.04427715981,fixed,,,,fixed,,6/5/2015,6/1/2045,,,0.03,0.005,0.0075,7/26/2019,449.7354497,449.7354497,36.43545238,8/30/2019,8/30/2019,monthly,monthly,1349.206349,4371.428571,0.04,0.005,0.01,non-performing,93,3
100727468,Branch,12/27/2013,UK,Resi,Mortage,Loan,Linear,5/20/2045,6/2/2045,GBP,150000,164126.6667,28.47095238,164155.1376,0.04438172043,fixed,,,,fixed,,6/6/2015,6/2/2045,,,0.03,0.005,0.0075,7/26/2019,465.2116402,465.2116402,41.0387844,8/30/2019,8/30/2019,monthly,monthly,1395.634921,4923.8,0.04,0.005,0.01,non-performing,213,6
100727467,Branch,12/28/2013,UK,Resi,Mortage,Loan,Linear,5/21/2045,6/3/2045,GBP,150000,164395.2381,432.6190476,164827.8571,0.04448628105,fixed,,,,fixed,,6/7/2015,6/3/2045,,,0.03,0.005,0.0075,7/26/2019,480.6878307,480.6878307,41.20696429,8/30/2019,8/30/2019,monthly,monthly,1442.063492,4931.857143,0.04,0.005,0.01,non-performing,187,6
100727466,Branch,12/29/2013,UK,Resi,Mortage,Loan,Linear,5/21/2045,6/4/2045,GBP,150000,160757.1429,482.2714286,161239.4143,0.04459084168,fixed,,,,fixed,,6/8/2015,6/4/2045,,,0.03,0.005,0.0075,7/26/2019,496.1640212,496.1640212,40.30985357,8/30/2019,8/30/2019,monthly,monthly,1488.492063,4822.714286,0.04,0.005,0.01,non-performing,90,3
100727465,Branch,12/30/2013,UK,Resi,Mortage,Loan,Linear,5/21/2045,6/5/2045,GBP,150000,180506.6667,1064.620952,181571.2876,0.0446954023,fixed,,,,fixed,,6/9/2015,6/5/2045,,,0.03,0.005,0.0075,7/26/2019,511.6402116,511.6402116,45.3928219,8/30/2019,8/30/2019,monthly,monthly,1534.920635,5415.2,0.04,0.005,0.01,non-performing,91,3
100727464,Branch,12/31/2013,UK,CRE,Mortage,Loan,Linear,5/21/2045,5/31/2051,GBP,150000,180273.8095,948.8095238,181222.619,0.04479996292,fixed,,,,fixed,,6/10/2015,5/31/2051,,,0.03,0.005,0.0075,7/26/2019,527.1164021,527.1164021,45.30565476,8/30/2019,8/30/2019,monthly,monthly,1581.349206,5408.214286,0.04,0.005,0.01,non-performing,95,3
100727463,Branch,1/1/2014,UK,Resi,Mortage,Loan,Linear,5/22/2045,6/1/2050,GBP,150000,185566.6667,33.20666667,185599.8733,0.04490452354,fixed,,,,fixed,,6/11/2015,6/1/2050,,,0.03,0.005,0.0075,7/26/2019,542.5925926,542.5925926,46.39996833,8/30/2019,8/30/2019,monthly,monthly,1627.777778,5567,0.04,0.005,0.01,non-performing,97,3
100727462,Branch,1/2/2014,UK,Resi,Mortage,Loan,Linear,5/22/2045,6/2/2050,GBP,150000,200040,1000,201040,0.04,mixed,5 years fixed then variable,,,fixed,,6/12/2015,6/2/2050,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,50.26,8/30/2019,8/30/2019,monthly,monthly,1666.666667,6001.2,0.04,0.005,0.01,non-performing,93,3
100727461,Branch,1/3/2014,UK,Resi,Mortage,Loan,Linear,5/22/2045,6/3/2050,GBP,150000,142500,750,143250,0.035,variable,,LIBOR,3,fixed,LIBOR,6/13/2015,6/3/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,200,6
100727460,Branch,1/4/2014,UK,Resi,Mortage,Loan,Linear,5/22/2045,6/4/2050,GBP,150000,90000,250,90250,0.04,fixed,,,,fixed,,6/14/2015,6/4/2050,,,0.03,0.005,0.0075,7/23/2019,277.7777778,277.7777778,22.5625,8/30/2019,8/30/2019,monthly,monthly,833.3333333,2700,0.04,0.005,0.01,non-performing,90,3
100727459,Branch,1/5/2014,UK,Resi,Mortage,Loan,Linear,5/23/2045,6/5/2050,GBP,150000,83300,229.5,83529.5,0.04,fixed,,,,fixed,,6/15/2015,6/5/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.882375,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2499,0.04,0.005,0.01,non-performing,91,3
100727458,Branch,1/6/2014,UK,Resi,Mortage,Loan,Linear,5/23/2045,6/5/2053,GBP,150000,190000,1156,191156,0.04,mixed,5 years fixed then variable,,,fixed,,6/16/2015,6/5/2053,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,47.789,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,95,3
100727457,Branch,1/7/2014,UK,Resi,Mortage,Loan,Linear,5/23/2045,6/13/2045,GBP,155000,142500,750,143250,0.0375,fixed,,,,fixed,,6/17/2015,6/13/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.8125,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,97,3
100727456,Branch,1/8/2014,UK,Resi,Mortage,Loan,Linear,5/23/2045,6/14/2045,GBP,155000,129200,367.2,129567.2,0.04,fixed,,,,fixed,,6/18/2015,6/14/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.3918,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,93,3
100727455,Branch,1/9/2014,UK,Resi,Mortage,Loan,Linear,5/23/2045,6/15/2045,GBP,155000,126078.5714,767.0885714,126845.66,0.04,fixed,,,,fixed,,6/19/2015,6/15/2045,,,0.03,0.005,0.0075,7/26/2019,368.6507937,368.6507937,31.711415,8/30/2019,8/30/2019,monthly,monthly,1105.952381,3782.357143,0.04,0.005,0.01,non-performing,190,6
100727454,Branch,1/10/2014,UK,Resi,Mortage,Loan,Linear,5/23/2045,6/16/2045,GBP,155000,116485.7143,647.1428571,117132.8571,0.04,fixed,,,,fixed,,6/20/2015,6/16/2045,,,0.03,0.005,0.0075,7/26/2019,359.5238095,359.5238095,29.28321429,8/30/2019,8/30/2019,monthly,monthly,1078.571429,3494.571429,0.04,0.005,0.01,non-performing,90,3
100727453,Branch,1/11/2014,UK,Resi,Mortage,Loan,Linear,5/24/2045,6/17/2045,GBP,155000,123620,21.44428571,123641.4443,0.04,fixed,,,,fixed,,6/21/2015,6/17/2045,,,0.03,0.005,0.0075,7/26/2019,350.3968254,350.3968254,30.91036107,8/30/2019,8/30/2019,monthly,monthly,1051.190476,3708.6,0.04,0.005,0.01,non-performing,91,3
100727452,Branch,1/12/2014,UK,Resi,Mortage,Loan,Linear,5/24/2045,6/18/2045,GBP,155000,116714.2857,20.88571429,116735.1714,0.04,fixed,,,,fixed,,6/22/2015,6/18/2045,,,0.03,0.005,0.0075,7/26/2019,341.2698413,341.2698413,29.18379286,8/30/2019,8/30/2019,monthly,monthly,1023.809524,3501.428571,0.04,0.005,0.01,non-performing,95,3
100727451,Branch,1/13/2014,UK,Resi,Mortage,Loan,Linear,5/24/2045,6/13/2051,GBP,155000,107614.2857,20.32714286,107634.6129,0.04,mixed,5 years fixed then variable,,,fixed,,6/23/2015,6/13/2051,,,0.03,0.005,0.0075,7/26/2019,332.1428571,332.1428571,26.90865321,8/30/2019,8/30/2019,monthly,monthly,996.4285714,3228.428571,0.04,0.005,0.01,non-performing,97,3
100727450,Branch,1/14/2014,UK,Resi,Mortage,Loan,Linear,5/24/2045,6/14/2050,GBP,155000,113960,290.7142857,114250.7143,0.0375,fixed,,,,fixed,,6/24/2015,6/14/2050,,,0.03,0.005,0.0075,7/26/2019,323.015873,323.015873,28.56267857,8/30/2019,8/30/2019,monthly,monthly,969.047619,3418.8,0.04,0.005,0.01,non-performing,93,3
100727449,Branch,1/15/2014,UK,Resi,Mortage,Loan,Linear,5/24/2045,6/15/2050,GBP,156333.3333,190000,540,190540,0.04,fixed,,,,fixed,,6/25/2015,6/15/2050,,,0.03,0.005,0.0075,7/26/2019,0,555.5555556,47.635,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5700,0.04,0.005,0.01,non-performing,320,9
100727448,Branch,1/16/2014,UK,CRE,Mortage,Loan,Linear,5/24/2045,6/16/2050,GBP,156333.3333,142500,867,143367,0.04,fixed,,,,fixed,,6/26/2015,6/16/2050,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,35.84175,8/30/2019,8/30/2019,monthly,monthly,1250,4275,0.04,0.005,0.01,non-performing,90,3
100727447,Branch,1/17/2014,UK,Resi,Mortage,Loan,Linear,5/25/2045,6/17/2050,GBP,156333.3333,100020,500,100520,0.04,mixed,5 years fixed then variable,,,fixed,,6/27/2015,6/17/2050,,,0.03,0.005,0.0075,7/29/2019,277.7777778,277.7777778,25.13,8/30/2019,8/30/2019,monthly,monthly,833.3333333,3000.6,0.04,0.005,0.01,non-performing,91,3
100727446,Branch,1/18/2014,UK,Resi,Mortage,Loan,Linear,5/25/2045,6/18/2050,GBP,156333.3333,80750,14.45,80764.45,0.035,fixed,,,,fixed,,6/28/2015,6/18/2050,,,0.03,0.005,0.0075,7/26/2019,236.1111111,236.1111111,20.1911125,8/30/2019,8/30/2019,monthly,monthly,708.3333333,2422.5,0.04,0.005,0.01,non-performing,95,3
100727445,Branch,1/19/2014,UK,Resi,Mortage,Loan,Linear,5/25/2045,6/18/2053,GBP,156333.3333,180000,1000,181000,0.04,fixed,,,,fixed,,6/29/2015,6/18/2053,,,0.03,0.005,0.0075,7/26/2019,555.5555556,555.5555556,45.25,8/30/2019,8/30/2019,monthly,monthly,1666.666667,5400,0.04,0.005,0.01,non-performing,97,3
100727444,Branch,1/20/2014,UK,Resi,Mortage,Loan,Linear,5/25/2045,6/26/2045,GBP,156333.3333,147000,750,147750,0.04,fixed,,,,fixed,,6/30/2015,6/26/2045,,,0.03,0.005,0.0075,7/26/2019,416.6666667,416.6666667,36.9375,8/30/2019,8/30/2019,monthly,monthly,1250,4410,0.04,0.005,0.01,non-performing,93,3
100727443,Branch,1/21/2014,UK,CRE,Mortage,Loan,Linear,5/25/2045,2/13/2045,GBP,160000,129200,340,129540,0.04,fixed,,,,fixed,,2/17/2015,2/13/2045,,,0.03,0.005,0.0075,7/26/2019,377.7777778,377.7777778,32.385,8/30/2019,8/30/2019,monthly,monthly,1133.333333,3876,0.04,0.005,0.01,non-performing,90,3
