LOAN_IDENTIFIER,ORIGINATION_CHANNEL ,SELLER_NAME ,ORIGINAL_INTEREST_RATE ,ORIGINAL_UPB,ORIGINAL_LOAN_TERM ,ORIGINATION_DATE,FIRST_PAYMENT_DATE ,ORIGINAL_LOAN-TO-VALUE_(LTV) ,ORIGINAL_COMBINED_LOAN-TO-VALUE_(CLTV) ,NUMBER_OF_BORROWERS ,ORIGINAL_DEBT_TO_INCOME_RATIO,BORROWER_CREDIT_SCORE_AT_ORIGINATION ,FIRST_TIME_HOME_BUYER_INDICATOR ,LOAN_PURPOSE ,PROPERTY_TYPE,NUMBER_OF_UNITS,OCCUPANCY_TYPE,PROPERTY_STATE ,ZIP_CODE_SHORT,PRIMARY_MORTGAGE_INSURANCE_PERCENT ,PRODUCT_TYPE,CO-BORROWER_CREDIT_SCORE_AT_ORIGINATION ,MORTGAGE_INSURANCE_TYPE,RELOCATION_MORTGAGE_INDICATOR
101449976976,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.625,92000,360,04/2017,06/2017,90,90,1,35,812,N,P,SF,1,P,IN,474,25,FRM,,1,N
101449980852,R,OTHER,4,45000,360,03/2017,05/2017,85,85,2,26,795,N,R,SF,1,P,OH,448,20,FRM,810,1,N
101452228336,R,QUICKEN LOANS INC.,4.25,187000,360,03/2017,05/2017,80,80,2,35,753,N,C,SF,1,P,WI,531,,FRM,756,,N
101455019791,R,"CALIBER HOME LOANS, INC.",5.125,388000,360,03/2017,05/2017,78,78,1,45,660,N,C,SF,1,P,FL,330,,FRM,,,N
101457528166,R,OTHER,3.625,105000,180,06/2017,08/2017,55,55,2,42,771,N,R,SF,1,I,CA,933,,FRM,787,,N
101457778480,B,OTHER,4.125,188000,360,03/2017,05/2017,37,37,2,43,797,N,R,SF,1,P,CA,917,,FRM,816,,N
101458723704,R,QUICKEN LOANS INC.,4.875,103000,360,05/2017,07/2017,80,80,2,15,803,N,P,CO,1,I,FL,339,,FRM,808,,N
101460164425,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5.125,180000,360,06/2017,08/2017,80,80,3,35,713,N,P,SF,1,I,TX,750,,FRM,799,,N
101464521930,C,U.S. BANK N.A.,5,228000,360,02/2017,04/2017,95,102,2,39,738,Y,P,SF,1,P,FL,347,16,FRM,719,1,N
101468013286,R,OTHER,3.875,312000,360,03/2017,05/2017,94,94,1,42,751,Y,P,PU,1,P,IL,605,30,FRM,,1,N
101469000459,R,SUNTRUST BANK,4.125,268000,360,05/2017,07/2017,97,97,2,34,772,Y,P,PU,1,P,NC,281,35,FRM,760,1,N
101471717799,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.625,170000,360,01/2017,03/2017,85,85,2,26,746,N,P,CO,1,P,MI,480,12,FRM,759,1,N
101474282766,C,"NATIONSTAR MORTGAGE, LLC",4.25,340000,360,03/2017,05/2017,97,97,2,39,793,N,P,SF,1,P,NC,286,25,FRM,753,1,N
101476937919,R,"CITIMORTGAGE, INC.",3.875,260000,360,03/2017,05/2017,30,30,1,44,757,N,C,SF,1,P,NY,115,,FRM,,,N
101486259763,R,OTHER,4.1,214000,360,05/2017,07/2017,95,95,2,27,735,Y,P,SF,1,P,OH,441,30,FRM,717,1,N
101489101981,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,245000,360,02/2017,04/2017,95,95,1,42,738,N,P,PU,1,P,CO,806,30,FRM,,1,N
101492633103,R,OTHER,3.75,100000,360,04/2017,06/2017,48,48,2,23,743,N,P,SF,1,S,PA,150,,FRM,752,,N
101494038791,R,"CALIBER HOME LOANS, INC.",4.375,410000,360,04/2017,06/2017,75,75,2,45,751,N,C,SF,1,P,WA,982,,FRM,757,,N
101499079883,B,OTHER,4.5,153000,360,04/2017,06/2017,80,80,2,42,746,Y,P,PU,1,P,ID,838,,FRM,756,,N
101502446697,R,OTHER,4.875,158000,360,05/2017,07/2017,70,70,2,28,795,N,P,SF,1,I,CA,900,,FRM,772,,N
101506679187,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,5,403000,360,06/2017,08/2017,95,95,2,45,677,Y,P,PU,1,P,CO,805,30,FRM,668,1,N
101508878899,C,"WELLS FARGO BANK, N.A.",4.375,130000,360,03/2017,05/2017,77,77,2,17,748,N,P,SF,1,P,MO,640,,FRM,757,,N
101510187187,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,284000,360,01/2017,03/2017,90,90,2,31,774,N,R,PU,1,S,MD,207,25,FRM,800,1,N
101510321070,R,OTHER,4,76000,360,05/2017,07/2017,33,33,2,11,823,N,P,SF,1,P,IL,627,,FRM,822,,N
101519095407,R,OTHER,4.25,416000,360,05/2017,07/2017,97,97,2,44,669,Y,P,PU,1,P,CA,925,35,FRM,688,1,N
101522467706,R,"WELLS FARGO BANK, N.A.",4.5,322000,360,05/2017,07/2017,70,70,2,37,704,N,C,SF,1,P,WA,980,,FRM,706,,N
101523873461,R,OTHER,4.375,108000,360,05/2017,07/2017,80,80,1,29,795,Y,P,PU,1,P,FL,344,,FRM,,,N
101528828248,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",5,289000,360,06/2017,08/2017,85,85,1,45,656,Y,P,CO,1,P,GA,303,12,FRM,,2,N
101534862212,R,OTHER,5,132000,360,03/2017,05/2017,80,80,2,11,807,Y,P,SF,1,P,MI,490,,FRM,670,,N
101535382215,B,"LOANDEPOT.COM, LLC",4.5,480000,360,04/2017,06/2017,80,80,2,42,806,N,P,SF,1,P,WA,980,,FRM,800,,N
101537952568,R,OTHER,4.75,73000,360,06/2017,08/2017,36,36,1,21,694,N,R,SF,1,P,FL,327,,FRM,,,N
101544002186,C,"WELLS FARGO BANK, N.A.",4,261000,360,04/2017,06/2017,95,95,2,20,774,Y,P,SF,1,P,MN,564,30,FRM,785,1,N
101548526397,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.375,580000,360,05/2017,07/2017,78,78,1,39,737,N,C,SF,1,P,WA,980,,FRM,,,N
101549179368,R,OTHER,4.25,92000,180,06/2017,08/2017,75,75,2,32,803,N,P,CO,1,I,PA,190,,FRM,804,,N
101550896994,C,OTHER,4.25,213000,360,04/2017,06/2017,80,80,2,18,763,N,R,SF,1,P,NE,685,,FRM,742,,N
101551049237,B,OTHER,4,167000,360,06/2017,08/2017,90,90,1,25,808,Y,P,SF,1,P,NM,871,25,FRM,,1,N
101551669948,R,OTHER,4,170000,360,05/2017,07/2017,40,40,2,22,790,N,R,PU,1,P,SC,296,,FRM,795,,N
101553750869,R,FRANKLIN AMERICAN MORTGAGE COMPANY,4.625,424000,360,03/2017,05/2017,41,41,1,45,630,N,C,PU,1,P,NC,280,,FRM,,,N
101556731109,R,"CITIMORTGAGE, INC.",3.25,418000,360,04/2017,06/2017,59,59,2,38,777,Y,P,SF,1,P,NY,117,,FRM,722,,N
101557918991,R,OTHER,4.25,374000,360,05/2017,07/2017,57,57,2,32,753,N,R,PU,1,P,IN,463,,FRM,762,,N
101560841116,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.375,424000,360,04/2017,06/2017,68,68,1,45,796,N,C,SF,1,P,CA,902,,FRM,,,N
101562170162,C,"FLAGSTAR BANK, FSB",3.5,300000,180,02/2017,04/2017,20,20,1,31,820,N,R,SF,1,P,CA,917,,FRM,,,N
101562895637,R,OTHER,4.375,266000,360,04/2017,06/2017,95,95,1,42,783,N,P,SF,1,P,AZ,850,30,FRM,,1,N
101565429031,R,OTHER,4.125,123000,360,05/2017,07/2017,95,95,1,22,668,Y,P,SF,1,P,OH,453,25,FRM,,1,N
101565826102,R,OTHER,4.625,166000,360,06/2017,08/2017,80,80,1,43,663,Y,P,PU,1,P,AZ,863,,FRM,,,N
101565900159,C,"FLAGSTAR BANK, FSB",4.75,124000,360,05/2017,07/2017,75,75,1,36,791,N,P,PU,1,I,TX,770,,FRM,,,N
101569393950,R,"WELLS FARGO BANK, N.A.",4.375,228000,360,04/2017,06/2017,73,73,1,47,809,N,C,CO,1,P,CA,906,,FRM,,,N
101571367233,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.75,120000,360,01/2017,03/2017,80,80,1,23,748,N,P,CO,1,P,WA,982,,FRM,,,N
101577011995,R,OTHER,4.125,356000,360,05/2017,07/2017,95,95,1,37,744,N,P,PU,1,P,NC,275,30,FRM,,1,N
101578123679,R,OTHER,4.25,106000,360,05/2017,07/2017,80,80,2,19,724,Y,P,SF,1,P,MO,650,,FRM,727,,N
101578588757,R,OTHER,5.25,176000,360,04/2017,06/2017,55,55,2,41,746,N,C,SF,2,I,MA,18,,FRM,644,,N
101582661274,R,OTHER,4.25,127000,360,06/2017,08/2017,95,95,2,41,707,Y,P,SF,1,P,UT,840,30,FRM,764,1,N
101585138798,B,OTHER,4,152000,360,03/2017,05/2017,80,80,1,50,706,Y,P,SF,1,P,PA,191,,FRM,,,N
101588130062,R,"WELLS FARGO BANK, N.A.",4.25,179000,360,04/2017,06/2017,97,97,1,42,780,N,P,SF,1,P,SC,291,25,FRM,,1,N
101588311202,C,PMTT4,4.25,296000,360,04/2017,06/2017,65,65,2,36,769,N,P,PU,1,P,TX,751,,FRM,774,,N
101590920687,R,OTHER,4.25,280000,360,03/2017,05/2017,54,54,2,36,759,N,R,SF,1,P,MA,18,,FRM,798,,N
101593301057,C,OTHER,4.125,133000,360,03/2017,05/2017,95,95,1,39,726,Y,P,SF,1,P,NE,689,30,FRM,,1,N
101595262987,B,OTHER,3.975,315000,360,06/2017,08/2017,79,79,2,41,814,N,C,SF,1,P,CA,958,,FRM,801,,N
101596918433,R,OTHER,4.125,111000,360,04/2017,06/2017,23,23,2,45,711,N,R,PU,1,P,MD,211,,FRM,755,,N
101596982186,C,"WELLS FARGO BANK, N.A.",4.625,126000,360,05/2017,07/2017,80,80,1,49,677,N,P,PU,1,S,AZ,851,,FRM,,,N
101597289319,R,GUILD MORTGAGE COMPANY,3.25,160000,180,03/2017,05/2017,58,58,1,20,716,N,P,PU,1,P,TX,773,,FRM,,,N
101598158530,R,"WELLS FARGO BANK, N.A.",4.375,98000,240,03/2017,05/2017,60,60,1,40,664,N,R,PU,1,P,MN,553,,FRM,,,N
101604817509,B,"AMERIHOME MORTGAGE COMPANY, LLC",4.375,362000,360,05/2017,07/2017,80,80,1,45,703,N,C,SF,1,P,CO,806,,FRM,,,N
101608887445,C,PMTT4,4.125,400000,360,04/2017,06/2017,80,80,2,36,803,N,P,PU,1,P,VA,221,,FRM,783,,N
101610404332,R,OTHER,4.125,287000,360,06/2017,07/2017,60,60,2,15,771,N,P,SF,1,P,MN,551,,FRM,819,,N
101615068649,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.5,407000,360,05/2017,07/2017,75,75,2,37,807,N,P,PU,1,P,AZ,852,,FRM,807,,N
101615175202,R,OTHER,4.75,110000,360,05/2017,07/2017,60,60,2,26,719,N,C,SF,1,P,WI,535,,FRM,631,,N
101618400602,R,OTHER,4.125,158000,360,06/2017,08/2017,80,80,2,32,760,Y,P,PU,1,P,OK,730,,FRM,709,,N
101624229567,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,191000,360,01/2017,03/2017,90,90,1,31,756,Y,P,SF,1,P,CT,64,25,FRM,,1,N
101624494108,R,OTHER,4.125,151000,360,05/2017,07/2017,84,84,1,31,797,Y,P,PU,1,P,TX,751,12,FRM,,1,N
101626834955,R,QUICKEN LOANS INC.,3.75,147000,180,05/2017,07/2017,95,95,2,30,692,N,R,SF,1,P,AR,717,25,FRM,746,2,N
101633042912,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.25,218000,360,03/2017,05/2017,95,95,2,20,765,Y,P,PU,1,P,PA,194,30,FRM,790,1,N
101638541705,C,OTHER,4.125,174000,360,06/2017,08/2017,80,80,2,30,805,N,P,SF,1,S,FL,339,,FRM,801,,N
101639639939,B,OTHER,4.5,170000,360,04/2017,06/2017,97,97,2,40,731,Y,P,CO,1,P,CO,802,35,FRM,739,1,N
101640665470,R,SUNTRUST BANK,4.125,175000,360,02/2017,04/2017,61,61,2,35,804,N,R,SF,1,S,WI,541,,FRM,809,,N
101641384588,R,"WELLS FARGO BANK, N.A.",3.5,125000,180,02/2017,04/2017,39,39,2,26,706,N,P,PU,1,P,IA,500,,FRM,690,,N
101642772970,R,OTHER,4.625,84000,360,03/2017,05/2017,80,80,1,43,722,Y,P,SF,1,P,FL,344,,FRM,,,N
101644139356,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.5,124000,360,04/2017,06/2017,90,90,1,44,685,Y,P,SF,1,P,NE,685,25,FRM,,1,N
101645063328,R,OTHER,3.25,181000,180,04/2017,06/2017,69,69,1,46,792,N,C,SF,1,P,CT,64,,FRM,,,N
101649625254,C,PMTT4,4.125,242000,360,04/2017,06/2017,80,80,1,22,785,N,P,SF,1,P,VA,245,,FRM,,,N
101660567484,C,SUNTRUST BANK,3.25,105000,180,03/2017,05/2017,32,32,2,43,653,N,P,SF,1,P,MT,591,,FRM,657,,N
101662815268,C,"WELLS FARGO BANK, N.A.",4.25,306000,360,05/2017,07/2017,80,80,2,39,770,N,P,SF,1,P,MA,12,,FRM,782,,N
101663286613,R,QUICKEN LOANS INC.,3.25,144000,180,05/2017,07/2017,80,80,1,49,635,N,P,CO,1,P,OH,441,,FRM,,,N
101665566454,R,OTHER,5,118000,180,03/2017,05/2017,80,80,1,21,811,N,P,SF,1,I,OK,731,,FRM,,,N
101672743583,C,"FLAGSTAR BANK, FSB",4.625,318000,360,02/2017,04/2017,60,60,2,47,800,N,C,PU,1,I,CA,951,,FRM,800,,N
101674109854,R,OTHER,4.99,262000,360,03/2017,05/2017,80,80,1,39,780,N,P,SF,1,I,TX,767,,FRM,,,N
101678967055,R,OTHER,4.125,320000,360,06/2017,08/2017,80,80,2,43,758,Y,P,SF,1,P,NY,117,,FRM,770,,N
101681878333,C,"AMERIHOME MORTGAGE COMPANY, LLC",4.25,313000,360,03/2017,05/2017,95,95,2,42,757,Y,P,SF,1,P,VA,233,30,FRM,782,1,N
101685054693,C,FRANKLIN AMERICAN MORTGAGE COMPANY,4.25,464000,360,05/2017,07/2017,80,80,2,24,788,N,P,SF,1,P,UT,841,,FRM,808,,N
101685831365,C,U.S. BANK N.A.,5,175000,360,04/2017,06/2017,95,95,2,38,709,N,P,SF,1,P,AZ,852,16,FRM,780,1,N
101689475281,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",3.25,199000,180,06/2017,08/2017,93,93,1,31,812,N,R,SF,1,P,CA,925,25,FRM,,1,N
101692010027,R,OTHER,4.2,424000,360,05/2017,07/2017,63,90,1,42,708,N,P,PU,1,P,IN,460,,FRM,,,N
101693355572,C,OTHER,3.25,74000,180,05/2017,07/2017,46,46,2,15,679,N,R,SF,1,P,IL,615,,FRM,705,,N
101693369909,R,OTHER,4.49,182000,360,03/2017,05/2017,80,80,2,33,725,N,P,PU,1,P,FL,322,,FRM,794,,N
101694557881,R,OTHER,4.25,118000,240,04/2017,06/2017,44,44,1,37,817,N,R,SF,1,P,NV,894,,FRM,,,N
101695585943,C,"WELLS FARGO BANK, N.A.",4.25,370000,360,02/2017,04/2017,80,80,1,44,743,Y,P,SF,1,P,TX,787,,FRM,,,N
101700186184,R,OTHER,4.5,247000,360,04/2017,06/2017,84,84,1,36,730,N,R,SF,1,P,CA,956,12,FRM,,2,N
101700926861,R,OTHER,4.25,125000,360,05/2017,07/2017,94,94,1,29,776,Y,P,SF,1,P,TN,381,30,FRM,,1,N
101704638149,C,"WELLS FARGO BANK, N.A.",4.5,613000,360,02/2017,04/2017,49,49,1,48,712,N,P,PU,1,P,CA,920,,FRM,,,N
101710061493,R,OTHER,4.25,332000,360,04/2017,06/2017,80,80,2,38,807,N,P,PU,1,P,ID,836,,FRM,809,,N
101716483287,R,QUICKEN LOANS INC.,4.5,250000,360,03/2017,05/2017,80,80,1,39,751,N,C,PU,1,P,FL,346,,FRM,,,N
101717858806,R,OTHER,4.625,149000,360,04/2017,06/2017,90,90,2,45,766,N,P,PU,1,S,MI,488,25,FRM,745,2,N
101718170803,R,OTHER,5.375,98000,360,04/2017,06/2017,80,80,2,42,737,N,P,MH,1,S,FL,321,,FRM,724,,N
101718870345,C,OTHER,4,160000,360,05/2017,07/2017,85,85,1,41,779,Y,P,SF,1,P,IA,503,12,FRM,,1,N
101719075020,R,"MOVEMENT MORTGAGE, LLC",4.625,337000,360,05/2017,07/2017,95,95,2,41,668,Y,P,SF,1,P,NC,286,30,FRM,809,1,N
101722595998,C,"FLAGSTAR BANK, FSB",3.375,276000,180,05/2017,07/2017,80,80,2,19,797,N,P,PU,1,S,TX,770,,FRM,813,,N
101723142484,R,OTHER,5.25,350000,360,05/2017,07/2017,76,76,1,43,645,N,C,SF,1,P,CA,945,,FRM,,,N
101724704352,R,OTHER,4,371000,360,05/2017,07/2017,95,95,2,37,771,N,P,SF,1,P,CA,934,30,FRM,778,1,N
101724704555,C,"WELLS FARGO BANK, N.A.",4.5,161000,360,03/2017,05/2017,95,95,3,30,735,Y,P,SF,1,P,AZ,857,30,FRM,721,1,N
101727267292,R,"NATIONSTAR MORTGAGE, LLC",4.875,58000,360,05/2017,07/2017,74,74,1,49,743,N,R,SF,1,I,TX,765,,FRM,,,N
101727972165,R,OTHER,4.75,164000,360,04/2017,06/2017,80,80,2,30,686,N,C,CO,1,P,AZ,850,,FRM,798,,N
101728840442,C,"WELLS FARGO BANK, N.A.",4.375,154000,360,04/2017,06/2017,80,80,1,39,777,N,P,PU,1,P,TX,774,,FRM,,,N
101730635089,R,QUICKEN LOANS INC.,4.25,215000,360,03/2017,05/2017,90,90,1,31,760,N,P,PU,1,P,FL,322,25,FRM,,2,Y
101732158376,C,OTHER,4,167000,240,03/2017,05/2017,56,56,2,12,788,N,R,PU,1,P,MO,641,,FRM,804,,N
101734383935,C,OTHER,4.875,177000,360,05/2017,07/2017,75,75,1,46,691,N,C,SF,1,I,CA,924,,FRM,,,N
101735152308,C,OTHER,3.875,259000,360,05/2017,07/2017,80,80,1,28,761,N,P,SF,1,P,IA,500,,FRM,,,N
101737385617,R,OTHER,4.125,86000,360,06/2017,08/2017,95,95,1,18,811,N,P,SF,1,P,IL,618,30,FRM,,1,N
101741038767,R,OTHER,4,50000,180,03/2017,05/2017,70,70,2,21,806,N,P,CO,1,S,FL,346,,FRM,810,,N
101744020904,C,PENNYMAC CORP.,3.5,277000,180,03/2017,05/2017,51,51,1,28,782,N,R,PU,1,P,NC,284,,FRM,,,N
101746833773,C,"WELLS FARGO BANK, N.A.",4.5,311000,360,04/2017,06/2017,80,80,2,42,809,N,P,PU,1,P,PA,176,,FRM,811,,N
101746905043,C,"WELLS FARGO BANK, N.A.",4.5,212000,360,04/2017,06/2017,90,90,1,36,686,N,P,PU,1,P,TX,752,25,FRM,,1,N
101753953511,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,195000,240,12/2016,03/2017,40,40,2,26,800,N,C,SF,1,P,CA,945,,FRM,788,,N
101754996869,R,OTHER,4.375,195000,360,05/2017,07/2017,95,95,2,39,739,Y,P,PU,1,P,SC,296,30,FRM,685,1,N
101759189099,C,"WELLS FARGO BANK, N.A.",4.25,200000,240,03/2017,05/2017,80,80,1,48,746,N,P,CO,1,S,DE,199,,FRM,,,N
101759215212,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.125,295000,360,04/2017,06/2017,80,80,1,27,774,N,R,SF,1,P,CO,806,,FRM,,,N
101760034688,R,"WELLS FARGO BANK, N.A.",4.5,129000,360,04/2017,06/2017,58,58,1,27,683,N,C,SF,1,P,FL,333,,FRM,,,N
101760690536,C,PMTT4,4.25,206000,360,04/2017,06/2017,80,80,2,44,777,Y,P,PU,1,P,GA,309,,FRM,792,,N
101762771163,C,"FLAGSTAR BANK, FSB",4.75,368000,360,03/2017,05/2017,80,80,1,41,721,N,C,SF,1,P,CA,902,,FRM,,,N
101762944248,C,PENNYMAC CORP.,4.75,424000,360,02/2017,04/2017,68,70,2,33,735,N,C,SF,1,P,NY,103,,FRM,724,,N
101763969409,C,U.S. BANK N.A.,4.625,180000,360,03/2017,05/2017,90,100,1,40,809,N,P,PU,1,P,AZ,857,12,FRM,,1,N
101765966807,C,"AMERIHOME MORTGAGE COMPANY, LLC",5,145000,360,04/2017,06/2017,66,66,1,39,763,N,P,PU,1,I,FL,336,,FRM,,,N
101766091401,C,"WELLS FARGO BANK, N.A.",4.125,420000,360,02/2017,04/2017,46,46,2,20,786,N,P,CO,1,S,NJ,82,,FRM,783,,N
101767153290,B,OTHER,4.625,389000,360,05/2017,07/2017,75,75,2,31,788,N,P,SF,1,I,CA,921,,FRM,787,,N
101769163435,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.5,222000,360,01/2017,03/2017,70,70,1,45,718,N,C,CO,1,P,VA,222,,FRM,,,N
101769896772,R,QUICKEN LOANS INC.,4.375,149000,240,03/2017,05/2017,80,80,2,41,747,N,C,SF,1,P,PA,194,,FRM,726,,N
101771825009,C,"WELLS FARGO BANK, N.A.",4.5,110000,360,03/2017,05/2017,94,94,1,28,646,N,P,CO,1,P,NJ,87,25,FRM,,1,N
101773804623,R,OTHER,4.75,259000,360,05/2017,07/2017,95,95,2,31,716,Y,P,SF,1,P,CA,959,30,FRM,673,1,N
101775587589,R,"WELLS FARGO BANK, N.A.",4,176000,180,04/2017,06/2017,80,80,1,45,684,N,C,SF,1,P,OK,730,,FRM,,,N
101777676184,R,FAIRWAY INDEPENDENT MORTGAGE CORPORATION,4.25,159000,360,04/2017,06/2017,95,95,1,23,784,N,P,SF,1,P,TX,778,30,FRM,,1,N
101781384888,R,OTHER,4.25,117000,360,06/2017,08/2017,97,97,1,40,714,Y,P,SF,1,P,WI,534,25,FRM,,1,N
101781933252,R,QUICKEN LOANS INC.,4.375,184000,360,05/2017,07/2017,97,97,2,43,746,Y,P,SF,1,P,WA,988,35,FRM,714,1,N
101783129591,R,OTHER,4.375,172000,360,03/2017,05/2017,72,72,2,22,773,N,R,SF,1,P,TN,380,,FRM,748,,N
101787424074,R,OTHER,3.875,170000,180,02/2017,04/2017,80,80,2,42,728,N,C,PU,1,P,TX,773,,FRM,758,,N
101790253116,B,"CALIBER HOME LOANS, INC.",4.25,235000,360,05/2017,07/2017,95,95,2,37,664,Y,P,SF,1,P,AZ,853,35,FRM,718,1,N
101790511988,R,"CITIMORTGAGE, INC.",4.5,91000,360,03/2017,05/2017,71,71,2,24,722,N,C,PU,1,P,TX,782,,FRM,799,,N
101791257936,R,OTHER,4.625,326000,360,04/2017,06/2017,95,95,2,24,798,N,P,SF,1,P,CA,956,30,FRM,799,1,N
101791443475,C,OTHER,4.375,159000,360,03/2017,05/2017,71,71,1,32,700,N,R,SF,1,P,RI,28,,FRM,,,N
101792256564,C,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",4.125,192000,360,03/2017,04/2017,80,80,1,36,810,N,P,PU,1,P,MN,553,,FRM,,,N
101792612951,R,QUICKEN LOANS INC.,3.75,133000,144,03/2017,05/2017,34,34,1,32,745,N,R,SF,1,P,NY,109,,FRM,,,N
101795043375,R,QUICKEN LOANS INC.,3.375,356000,180,03/2017,05/2017,95,95,1,37,799,N,R,SF,1,P,MI,481,25,FRM,,2,N
101795405793,R,OTHER,4.25,406000,360,06/2017,08/2017,95,95,1,18,784,N,P,SF,1,P,IL,600,25,FRM,,1,N
101795686860,C,"AMERIHOME MORTGAGE COMPANY, LLC",3.875,184000,360,06/2017,08/2017,80,80,2,39,798,N,P,SF,1,P,IL,612,,FRM,747,,N
101796691029,B,OTHER,4,350000,360,05/2017,07/2017,48,48,2,21,707,N,C,SF,1,P,CA,927,,FRM,684,,N
101800926744,R,"CITIMORTGAGE, INC.",3.5,153000,180,04/2017,06/2017,57,57,2,28,711,N,C,SF,1,P,MN,551,,FRM,702,,N
101803927758,R,QUICKEN LOANS INC.,4.75,221000,360,03/2017,05/2017,65,65,1,20,668,N,C,SF,1,P,OR,973,,FRM,,,N
101804065141,R,OTHER,4.875,131000,360,05/2017,07/2017,80,80,1,43,663,N,C,SF,1,P,NC,272,,FRM,,,N
101805306311,R,"WELLS FARGO BANK, N.A.",4.25,288000,360,05/2017,07/2017,80,80,1,48,735,N,P,SF,1,P,WI,540,,FRM,,,N
101806573864,R,OTHER,4.125,264000,360,06/2017,08/2017,95,95,2,30,765,Y,P,SF,1,P,NM,881,30,FRM,760,1,N
101809246606,R,"JPMORGAN CHASE BANK, NATIONAL ASSOCIATION",3.875,252000,360,03/2017,05/2017,90,90,1,37,730,N,P,PU,1,P,KS,660,25,FRM,,1,Y
101810985973,R,OTHER,4.5,408000,360,04/2017,06/2017,80,80,1,35,758,Y,P,CO,1,P,CA,913,,FRM,,,N
101811927818,R,OTHER,4.75,66000,180,05/2017,07/2017,80,80,2,41,657,N,C,SF,1,P,TX,757,,FRM,649,,N
101812747383,B,OTHER,3.5,464000,180,03/2017,05/2017,71,71,2,24,746,N,R,PU,1,P,CT,69,,FRM,769,,N
101820974667,R,"WELLS FARGO BANK, N.A.",4,345000,360,03/2017,05/2017,58,58,1,39,813,N,P,PU,1,S,CA,919,,FRM,,,N
101822439479,R,"WELLS FARGO BANK, N.A.",4.125,130000,360,03/2017,05/2017,67,67,1,45,703,N,C,SF,1,P,NC,277,,FRM,,,N
101823675610,C,"WELLS FARGO BANK, N.A.",4.25,300000,360,05/2017,07/2017,72,72,1,21,803,N,P,SF,1,P,NC,275,,FRM,,,N
101826148968,B,OTHER,3.25,262000,180,03/2017,05/2017,12,12,2,13,778,N,R,SF,1,P,CA,950,,FRM,783,,N
101829841342,R,OTHER,4.875,45000,360,04/2017,07/2017,54,54,2,41,651,N,R,SF,1,P,AL,359,,FRM,640,,N
101831378023,C,"WELLS FARGO BANK, N.A.",4.25,387000,360,03/2017,05/2017,89,89,2,27,798,N,P,PU,1,P,WA,980,25,FRM,783,1,N
101831781265,R,OTHER,4.25,240000,360,02/2017,04/2017,33,33,1,44,753,N,P,PU,1,P,MD,210,,FRM,,,N
101833077873,C,OTHER,3.275,167000,180,04/2017,06/2017,95,95,2,34,738,N,R,SF,1,P,ND,585,25,FRM,746,1,N
101833251553,C,PENNYMAC CORP.,3.625,128000,180,05/2017,07/2017,72,72,2,18,800,N,C,SF,1,P,TX,762,,FRM,809,,N
101836375649,R,"NATIONSTAR MORTGAGE, LLC",4.375,130000,360,04/2017,06/2017,69,69,3,41,690,N,P,SF,1,P,MO,633,,FRM,778,,N
101837082890,C,OTHER,4.375,248000,360,03/2017,05/2017,80,80,1,32,755,Y,P,SF,1,P,IN,462,,FRM,,,N
101837319440,B,"UNITED SHORE FINANCIAL SERVICES, LLC D/B/A UNITED WHOLESALE MORTGAGE",4.25,529000,360,05/2017,07/2017,53,75,2,38,791,N,P,SF,1,P,CO,803,,FRM,803,,N
101841250017,B,OTHER,4.25,636000,360,06/2017,08/2017,55,55,2,23,794,N,C,SF,1,P,CA,900,,FRM,760,,N
101842100627,R,GUILD MORTGAGE COMPANY,4.375,116000,360,05/2017,07/2017,65,65,1,44,783,N,C,SF,1,P,WA,990,,FRM,,,N
101842342973,R,OTHER,4.5,198000,360,04/2017,06/2017,61,61,1,43,785,N,R,SF,1,P,CA,925,,FRM,,,N
101845061249,R,OTHER,4.625,363000,360,06/2017,08/2017,97,97,3,31,728,Y,P,PU,1,P,VA,226,35,FRM,711,1,N
